,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,RESULT_C1,RESULT_C2
9208,2017-236,32,Ilkhamzhan-ANARKULOV-42587,18,503, KAZAKHSTAN,0.0,2.0,Alexandr-SAVIN-40852,18,9999999, KAZAKHSTAN,0.0,2.0, V/15,  D/14
9209,2017-236,32,Jonathan-PISKOVATSKOV-37612,18,396, USA,0.0,2.0,Alexander-BIRO-43327,17,9999999, AUSTRIA,0.0,2.0, V/15,  D/9
9210,2017-236,32,Alan-TEMIRYAEV-42606,18,9999999, USA,1.0,2.0,Hadrien-FAVRE-42729,17,420, SWITZERLAND,0.0,2.0, D/12,  V/15
9211,2017-236,32,Igor-KOROVIN-40500,18,9999999, RUSSIA,1.0,2.0,Alex-OROIAN-43815,19,610, ROMANIA,0.0,2.0, V/15,  D/14
9212,2017-236,32,Bartlomiej-ZBIERADA-40485,18,9999999, POLAND,0.0,2.0,Seraphim-HSIEH_JAROV-38686,17,908, CANADA,0.0,2.0, V/15,  D/9
9213,2017-236,32,Junyoung-PARK-43600,18,9999999, KOREA,0.0,2.0,Mihai-BIGEA-39384,18,9999999, ROMANIA,0.0,2.0, V/15,  D/9
9214,2017-236,32,Seiya-ASAMI-43432,16,9999999, JAPAN,0.0,2.0,Nazar-KOZHIN-40889,18,9999999, UKRAINE,0.0,2.0, D/9,  V/15
9215,2017-236,32,Benjamin-ANDREWS-39179,17,9999999, GREAT BRITAIN,0.0,2.0,Artur-FISCHER-40916,18,9999999, GERMANY,1.0,2.0, V/15,  D/10
9216,2017-236,32,Ilian-BOBROV-39071,18,355, ESTONIA,0.0,2.0,Ryan-GRIFFITHS-42527,18,9999999, USA,0.0,2.0, D/13,  V/14
9217,2017-236,32,Sherjin-RAJENDRAN_SHANTHIMOL-40368,16,9999999, INDIA,0.0,2.0,Rafael-ZAGITOV-43716,18,9999999, RUSSIA,1.0,2.0, D/8,  V/15
9218,2017-236,32,Louis-BONGARD-42201,18,9999999, GERMANY,0.0,2.0,Taeyeong-AN-43613,18,9999999, KOREA,0.0,2.0, D/13,  V/15
9219,2017-236,32,Fynn-FAFARD-37376,18,353, CANADA,0.0,2.0,Piotr-KOLPA-41881,18,9999999, POLAND,0.0,2.0, V/15,  D/13
9220,2017-236,32,Khasan-BOUDUNOV-37970,17,134, KYRGYZSTAN,1.0,2.0,Marco-BALZANO-42565,18,9999999, ITALY,0.0,2.0, V/15,  D/12
9221,2017-236,16,Roland-MAJNIK-43451,18,9999999, HUNGARY,0.0,2.0,Giulio-GAETANI-40070,18,381, ITALY,0.0,2.0, D/8,  V/15
9222,2017-236,16,Davide-DI_VEROLI-42541,17,52, ITALY,1.0,2.0,Ilkhamzhan-ANARKULOV-42587,18,503, KAZAKHSTAN,0.0,2.0, V/15,  D/4
9223,2017-236,16,Jonathan-PISKOVATSKOV-37612,18,396, USA,0.0,2.0,Hadrien-FAVRE-42729,17,420, SWITZERLAND,0.0,2.0, V/15,  D/8
9224,2017-236,16,Igor-KOROVIN-40500,18,9999999, RUSSIA,1.0,2.0,Bartlomiej-ZBIERADA-40485,18,9999999, POLAND,0.0,2.0, D/9,  V/15
9225,2017-236,16,Junyoung-PARK-43600,18,9999999, KOREA,0.0,2.0,Nazar-KOZHIN-40889,18,9999999, UKRAINE,0.0,2.0, D/3,  V/4
9226,2017-236,16,Benjamin-ANDREWS-39179,17,9999999, GREAT BRITAIN,0.0,2.0,Ryan-GRIFFITHS-42527,18,9999999, USA,0.0,2.0, D/3,  V/15
9227,2017-236,16,Rafael-ZAGITOV-43716,18,9999999, RUSSIA,1.0,2.0,Taeyeong-AN-43613,18,9999999, KOREA,0.0,2.0, V/15,  D/14
9228,2017-236,16,Fynn-FAFARD-37376,18,353, CANADA,0.0,2.0,Khasan-BOUDUNOV-37970,17,134, KYRGYZSTAN,1.0,2.0, D/12,  V/13
9229,2017-236,8,Giulio-GAETANI-40070,18,381, ITALY,0.0,2.0,Davide-DI_VEROLI-42541,17,52, ITALY,1.0,2.0, D/8,  V/9
9230,2017-236,8,Jonathan-PISKOVATSKOV-37612,18,396, USA,0.0,2.0,Bartlomiej-ZBIERADA-40485,18,9999999, POLAND,0.0,2.0, V/15,  D/10
9231,2017-236,8,Nazar-KOZHIN-40889,18,9999999, UKRAINE,0.0,2.0,Ryan-GRIFFITHS-42527,18,9999999, USA,0.0,2.0, D/13,  V/15
9232,2017-236,8,Rafael-ZAGITOV-43716,18,9999999, RUSSIA,1.0,2.0,Khasan-BOUDUNOV-37970,17,134, KYRGYZSTAN,1.0,2.0, V/15,  D/14
9233,2017-236,4,Davide-DI_VEROLI-42541,17,52, ITALY,1.0,2.0,Jonathan-PISKOVATSKOV-37612,18,396, USA,0.0,2.0, V/15,  D/10
9234,2017-236,4,Ryan-GRIFFITHS-42527,18,9999999, USA,0.0,2.0,Rafael-ZAGITOV-43716,18,9999999, RUSSIA,1.0,2.0, V/15,  D/10
9235,2017-236,2,Davide-DI_VEROLI-42541,17,52, ITALY,1.0,2.0,Ryan-GRIFFITHS-42527,18,9999999, USA,0.0,2.0, V/15,  D/14
9236,2017-237,32,Natalie-MINARIK-36751,18,149, USA,1.0,1.0,Mara_Sofie-VOESTE-41562,17,9999999, GERMANY,0.0,1.0, V/15,  D/10
9237,2017-237,32,Katina-PROESTAKIS-39615,16,485, CHILE,0.0,1.0,Jane-CAULFIELD-36821,17,307, CANADA,0.0,1.0, V/15,  D/6
9238,2017-237,32,Yuka-UENO-39244,17,48, JAPAN,0.0,1.0,Arantza-INOSTROZA-37252,18,189, CHILE,0.0,1.0, V/15,  D/8
9239,2017-237,32,Ying-CAO-36820,17,9999999, CANADA,0.0,1.0,Maria_Eleni-CHALDAIOU-34952,18,9999999, GREECE,0.0,1.0, D/13,  V/14
9240,2017-237,32,Maxine_Jie_Xin-WONG-33825,17,112, SINGAPORE,1.0,1.0,Susanne-HERNANDEZ-41633,17,9999999, VENEZUELA,0.0,1.0, V/15,  D/14
9241,2017-237,32,Maxine_Isabel-ESTEBAN-35564,18,141, PHILIPPINES,0.0,1.0,Adelina-BIKBULATOVA-40499,17,9999999, RUSSIA,0.0,1.0, D/8,  V/15
9242,2017-237,32,Ivett-TOMKA-40083,18,9999999, HUNGARY,0.0,1.0,Arisa-KANO-43351,18,9999999, JAPAN,1.0,1.0, D/9,  V/15
9243,2017-237,32,Cynthia-LIU-38647,18,472, CANADA,0.0,1.0,Johanna-FERON-36451,18,9999999, GERMANY,0.0,1.0, V/15,  D/10
9244,2017-237,32,Delphine-DEVORE-36002,17,204, USA,0.0,1.0,Alexandra-SUNDUCHKOVA-40356,18,174, RUSSIA,1.0,1.0, V/15,  D/11
9245,2017-237,32,Jihee-PARK-43604,17,9999999, KOREA,0.0,1.0,Nora-HAJAS-37537,18,312, HUNGARY,0.0,1.0, D/10,  V/15
9246,2017-237,32,Martina-FAVARETTO-41862,17,51, ITALY,0.0,1.0,Yumin-CHOI-40556,18,9999999, KOREA,0.0,1.0, V/15,  D/7
9247,2017-237,32,Magdalena-LAWSKA-43285,17,372, POLAND,0.0,1.0,Christelle_Joy-KO-43242,16,513, HONG KONG,1.0,1.0, V/14,  D/4
9248,2017-237,32,Anna-UDOVICHENKO-40357,18,9999999, RUSSIA,1.0,1.0,Anna-TARANENKO-37965,18,144, UKRAINE,1.0,1.0, D/12,  V/15
9249,2017-237,32,Lara-BERTOLA-39377,18,9999999, ITALY,0.0,1.0,Marta-RICCI-43042,18,196, ITALY,1.0,1.0, D/10,  V/15
9250,2017-237,32,Yukino-TOSA-39652,17,9999999, JAPAN,0.0,1.0,Hanna-ANDREYENKA-39578,18,9999999, BELARUS,0.0,1.0, D/12,  V/15
9251,2017-237,32,Isabella-GILL-40729,18,9999999, GREAT BRITAIN,0.0,1.0,Amita-BERTHIER-33614,18,117, SINGAPORE,1.0,1.0, D/5,  V/15
9252,2017-237,16,Natalie-MINARIK-36751,18,149, USA,1.0,1.0,Katina-PROESTAKIS-39615,16,485, CHILE,0.0,1.0, V/15,  D/3
9253,2017-237,16,Yuka-UENO-39244,17,48, JAPAN,0.0,1.0,Maria_Eleni-CHALDAIOU-34952,18,9999999, GREECE,0.0,1.0, V/15,  D/6
9254,2017-237,16,Maxine_Jie_Xin-WONG-33825,17,112, SINGAPORE,1.0,1.0,Adelina-BIKBULATOVA-40499,17,9999999, RUSSIA,0.0,1.0, D/12,  V/15
9255,2017-237,16,Arisa-KANO-43351,18,9999999, JAPAN,1.0,1.0,Cynthia-LIU-38647,18,472, CANADA,0.0,1.0, D/7,  V/15
9256,2017-237,16,Delphine-DEVORE-36002,17,204, USA,0.0,1.0,Nora-HAJAS-37537,18,312, HUNGARY,0.0,1.0, D/7,  V/13
9257,2017-237,16,Martina-FAVARETTO-41862,17,51, ITALY,0.0,1.0,Magdalena-LAWSKA-43285,17,372, POLAND,0.0,1.0, V/15,  D/10
9258,2017-237,16,Anna-TARANENKO-37965,18,144, UKRAINE,1.0,1.0,Marta-RICCI-43042,18,196, ITALY,1.0,1.0, V/15,  D/4
9259,2017-237,16,Hanna-ANDREYENKA-39578,18,9999999, BELARUS,0.0,1.0,Amita-BERTHIER-33614,18,117, SINGAPORE,1.0,1.0, D/8,  V/15
9260,2017-237,8,Natalie-MINARIK-36751,18,149, USA,1.0,1.0,Yuka-UENO-39244,17,48, JAPAN,0.0,1.0, V/15,  D/12
9261,2017-237,8,Adelina-BIKBULATOVA-40499,17,9999999, RUSSIA,0.0,1.0,Cynthia-LIU-38647,18,472, CANADA,0.0,1.0, V/15,  D/8
9262,2017-237,8,Nora-HAJAS-37537,18,312, HUNGARY,0.0,1.0,Martina-FAVARETTO-41862,17,51, ITALY,0.0,1.0, V/15,  D/12
9263,2017-237,8,Anna-TARANENKO-37965,18,144, UKRAINE,1.0,1.0,Amita-BERTHIER-33614,18,117, SINGAPORE,1.0,1.0, D/6,  V/15
9264,2017-237,4,Natalie-MINARIK-36751,18,149, USA,1.0,1.0,Adelina-BIKBULATOVA-40499,17,9999999, RUSSIA,0.0,1.0, D/10,  V/15
9265,2017-237,4,Nora-HAJAS-37537,18,312, HUNGARY,0.0,1.0,Amita-BERTHIER-33614,18,117, SINGAPORE,1.0,1.0, V/12,  D/10
9266,2017-237,2,Adelina-BIKBULATOVA-40499,17,9999999, RUSSIA,0.0,1.0,Nora-HAJAS-37537,18,312, HUNGARY,0.0,1.0, V/13,  D/9
9267,2017-239,32,Kara-LINDER-34348,18,118, USA,1.0,0.0,Sabina-MARTIS-35177,18,9999999, ROMANIA,0.0,0.0, D/10,  V/15
9268,2017-239,32,Yoana-ILIEVA-37754,17,72, BULGARIA,1.0,0.0,Claudia-ROTILI-37758,18,9999999, ITALY,1.0,0.0, V/15,  D/13
9269,2017-239,32,Melis-SARICAM-36194,19,262, TURKEY,0.0,0.0,Elizabeth-TARTAKOVSKY-35774,18,168, USA,0.0,0.0, D/4,  V/15
9270,2017-239,32,Urszula-KURZYNA-39127,18,9999999, POLAND,0.0,0.0,Abigail-VALDEZ_ANDRADE-36803,18,376, MEXICO,0.0,0.0, D/5,  V/15
9271,2017-239,32,Ainhoa-PEREZ-39574,17,9999999, SPAIN,0.0,0.0,Nicole_Sher_Tinn-WEE-35758,18,9999999, SINGAPORE,0.0,0.0, V/15,  D/11
9272,2017-239,32,Hayoung-JEON-43610,17,282, KOREA,1.0,0.0,Jolien-CORTEYN-39443,17,292, BELGIUM,0.0,0.0, V/15,  D/12
9273,2017-239,32,Julika-FUNKE-36389,18,106, GERMANY,0.0,0.0,Liza-PUSZTAI-39147,17,16, HUNGARY,0.0,0.0, D/9,  V/15
9274,2017-239,32,Benedetta-TARICCO-40694,17,235, ITALY,0.0,0.0,Ho_Chee-MA-40155,17,9999999, HONG KONG,0.0,0.0, V/15,  D/8
9275,2017-239,32,Valentina-NAGY-42087,17,266, HUNGARY,0.0,0.0,JESSICA_YOLIMA-MORALES_LINARES-37010,17,99, COLOMBIA,1.0,0.0, V/15,  D/10
9276,2017-239,32,Alina-KLYUCHNIKOVA-42397,17,9999999, RUSSIA,0.0,0.0,Dora-MARTON-39458,18,9999999, HUNGARY,0.0,0.0, V/15,  D/14
9277,2017-239,32,Ariane-LEBEL-37277,18,317, SWITZERLAND,0.0,0.0,Aylin-CAKIR-40992,17,258, TURKEY,0.0,0.0, V/15,  D/13
9278,2017-239,32,Katrin_Maria-ZHIVKOVA-38848,18,290, BULGARIA,0.0,0.0,Anna-KUDRYAEVA-40518,18,9999999, RUSSIA,0.0,0.0, D/8,  V/15
9279,2017-239,32,Yin_Fei-CHAN-37315,18,104, HONG KONG,0.0,0.0,Zuzanna-CIESLAR-36407,18,270, POLAND,0.0,0.0, V/15,  D/12
9280,2017-239,32,Dahee-KIM-43611,19,9999999, KOREA,0.0,0.0,Subeen-CHOI-43609,18,9999999, KOREA,1.0,0.0, D/10,  V/15
9281,2017-239,32,Kalliopi-KALOUTA-40084,17,448, GREECE,0.0,0.0,Francesca-SIEGEL-42081,18,9999999, GERMANY,0.0,0.0, D/14,  V/15
9282,2017-239,32,Mariam-AHMED-36722,18,9999999, EGYPT,0.0,0.0,Natalia-BOTELLO-39608,16,57, MEXICO,1.0,0.0, D/9,  V/15
9283,2017-239,16,Sabina-MARTIS-35177,18,9999999, ROMANIA,0.0,0.0,Yoana-ILIEVA-37754,17,72, BULGARIA,1.0,0.0, D/14,  V/15
9284,2017-239,16,Elizabeth-TARTAKOVSKY-35774,18,168, USA,0.0,0.0,Abigail-VALDEZ_ANDRADE-36803,18,376, MEXICO,0.0,0.0, V/15,  D/7
9285,2017-239,16,Ainhoa-PEREZ-39574,17,9999999, SPAIN,0.0,0.0,Hayoung-JEON-43610,17,282, KOREA,1.0,0.0, D/8,  V/15
9286,2017-239,16,Liza-PUSZTAI-39147,17,16, HUNGARY,0.0,0.0,Benedetta-TARICCO-40694,17,235, ITALY,0.0,0.0, V/15,  D/5
9287,2017-239,16,Valentina-NAGY-42087,17,266, HUNGARY,0.0,0.0,Alina-KLYUCHNIKOVA-42397,17,9999999, RUSSIA,0.0,0.0, D/6,  V/15
9288,2017-239,16,Ariane-LEBEL-37277,18,317, SWITZERLAND,0.0,0.0,Anna-KUDRYAEVA-40518,18,9999999, RUSSIA,0.0,0.0, D/12,  V/15
9289,2017-239,16,Yin_Fei-CHAN-37315,18,104, HONG KONG,0.0,0.0,Subeen-CHOI-43609,18,9999999, KOREA,1.0,0.0, V/15,  D/12
9290,2017-239,16,Francesca-SIEGEL-42081,18,9999999, GERMANY,0.0,0.0,Natalia-BOTELLO-39608,16,57, MEXICO,1.0,0.0, D/5,  V/15
9291,2017-239,8,Yoana-ILIEVA-37754,17,72, BULGARIA,1.0,0.0,Elizabeth-TARTAKOVSKY-35774,18,168, USA,0.0,0.0, D/10,  V/15
9292,2017-239,8,Hayoung-JEON-43610,17,282, KOREA,1.0,0.0,Liza-PUSZTAI-39147,17,16, HUNGARY,0.0,0.0, D/11,  V/15
9293,2017-239,8,Alina-KLYUCHNIKOVA-42397,17,9999999, RUSSIA,0.0,0.0,Anna-KUDRYAEVA-40518,18,9999999, RUSSIA,0.0,0.0, V/15,  D/8
9294,2017-239,8,Yin_Fei-CHAN-37315,18,104, HONG KONG,0.0,0.0,Natalia-BOTELLO-39608,16,57, MEXICO,1.0,0.0, D/10,  V/15
9295,2017-239,4,Elizabeth-TARTAKOVSKY-35774,18,168, USA,0.0,0.0,Liza-PUSZTAI-39147,17,16, HUNGARY,0.0,0.0, D/3,  V/15
9296,2017-239,4,Alina-KLYUCHNIKOVA-42397,17,9999999, RUSSIA,0.0,0.0,Natalia-BOTELLO-39608,16,57, MEXICO,1.0,0.0, V/15,  D/12
9297,2017-239,2,Liza-PUSZTAI-39147,17,16, HUNGARY,0.0,0.0,Alina-KLYUCHNIKOVA-42397,17,9999999, RUSSIA,0.0,0.0, V/15,  D/7
9298,2017-238,32,Kirill-BORODACHEV-37878,18,92, RUSSIA,1.0,1.0,Taro-NAKAMURA-42372,18,9999999, JAPAN,0.0,1.0, V/15,  D/13
9299,2017-238,32,Jules-ANDRIAMAMPIANINA-42728,18,349, FRANCE,1.0,1.0,Andrew-ZHENG-42788,17,681, USA,0.0,1.0, V/10,  D/9
9300,2017-238,32,Jan-JURKIEWICZ-40486,18,324, POLAND,0.0,1.0,Alessandro-STELLA-42539,19,9999999, ITALY,0.0,1.0, D/12,  V/15
9301,2017-238,32,Tae_Hwan-KIM-39124,18,331, KOREA,0.0,1.0,Diego-CERVANTES-42177,17,198, MEXICO,0.0,1.0, V/15,  D/9
9302,2017-238,32,Veljko-CUK-40915,18,179, SERBIA,0.0,1.0,Alessio-DI_TOMMASO-41836,17,286, ITALY,0.0,1.0, D/10,  V/15
9303,2017-238,32,Yat_Long-LEE-35446,18,277, HONG KONG,1.0,1.0,Noe-ROBIN-42984,18,9999999, FRANCE,0.0,1.0, V/15,  D/12
9304,2017-238,32,Hans_Wei_Shen-YOONG-32419,18,186, MALAYSIA,0.0,1.0,Arwen-BOROWIAK-43230,16,761, GERMANY,0.0,1.0, D/9,  V/15
9305,2017-238,32,Youssef-SANAA-40490,18,739, EGYPT,0.0,1.0,Blake-BROSZUS-39391,18,146, CANADA,1.0,1.0, D/11,  V/15
9306,2017-238,32,Vladislav-MYLNIKOV-40354,18,240, RUSSIA,1.0,1.0,Daniel-GIACON-38932,18,103, NETHERLANDS,0.0,1.0, V/15,  D/11
9307,2017-238,32,Jan-ZAKRZEWSKI-38996,19,414, POLAND,0.0,1.0,Maciej-BEM-42338,17,271, POLAND,1.0,1.0, D/7,  V/15
9308,2017-238,32,Shimpei-MATSUBUCHI-43431,18,9999999, JAPAN,1.0,1.0,Julian-CHENG-41742,18,655, USA,0.0,1.0, D/10,  V/15
9309,2017-238,32,Pak_Hei-NG-43236,18,9999999, HONG KONG,0.0,1.0,Tommaso-MARINI-41142,18,80, ITALY,0.0,1.0, D/5,  V/15
9310,2017-238,32,Kwangjong-LEE-40549,18,9999999, KOREA,1.0,1.0,Ivan-TROSHIN-40519,18,195, RUSSIA,0.0,1.0, D/12,  V/15
9311,2017-238,32,Jonas-WINTERBERG_POULSEN-37282,17,332, DENMARK,1.0,1.0,Andrew-MACHOVEC-41807,18,9999999, USA,0.0,1.0, V/15,  D/13
9312,2017-238,32,Kerem-ERCAN-38994,17,313, GERMANY,0.0,1.0,Darren_Jun_Hao-TAN-39225,18,333, SINGAPORE,0.0,1.0, V/15,  D/14
9313,2017-238,32,Brij-GAUTAM-42543,17,9999999, GREAT BRITAIN,1.0,1.0,Mohamed-HAMZA-37194,18,55, EGYPT,1.0,1.0, D/6,  V/15
9314,2017-238,16,Kirill-BORODACHEV-37878,18,92, RUSSIA,1.0,1.0,Jules-ANDRIAMAMPIANINA-42728,18,349, FRANCE,1.0,1.0, V/15,  D/6
9315,2017-238,16,Alessandro-STELLA-42539,19,9999999, ITALY,0.0,1.0,Tae_Hwan-KIM-39124,18,331, KOREA,0.0,1.0, V/15,  D/14
9316,2017-238,16,Alessio-DI_TOMMASO-41836,17,286, ITALY,0.0,1.0,Yat_Long-LEE-35446,18,277, HONG KONG,1.0,1.0, V/15,  D/6
9317,2017-238,16,Arwen-BOROWIAK-43230,16,761, GERMANY,0.0,1.0,Blake-BROSZUS-39391,18,146, CANADA,1.0,1.0, D/4,  V/15
9318,2017-238,16,Vladislav-MYLNIKOV-40354,18,240, RUSSIA,1.0,1.0,Maciej-BEM-42338,17,271, POLAND,1.0,1.0, V/15,  D/5
9319,2017-238,16,Julian-CHENG-41742,18,655, USA,0.0,1.0,Tommaso-MARINI-41142,18,80, ITALY,0.0,1.0, V/15,  D/12
9320,2017-238,16,Ivan-TROSHIN-40519,18,195, RUSSIA,0.0,1.0,Jonas-WINTERBERG_POULSEN-37282,17,332, DENMARK,1.0,1.0, V/15,  D/13
9321,2017-238,16,Kerem-ERCAN-38994,17,313, GERMANY,0.0,1.0,Mohamed-HAMZA-37194,18,55, EGYPT,1.0,1.0, V/15,  D/13
9322,2017-238,8,Kirill-BORODACHEV-37878,18,92, RUSSIA,1.0,1.0,Alessandro-STELLA-42539,19,9999999, ITALY,0.0,1.0, V/15,  D/12
9323,2017-238,8,Alessio-DI_TOMMASO-41836,17,286, ITALY,0.0,1.0,Blake-BROSZUS-39391,18,146, CANADA,1.0,1.0, V/15,  D/13
9324,2017-238,8,Vladislav-MYLNIKOV-40354,18,240, RUSSIA,1.0,1.0,Julian-CHENG-41742,18,655, USA,0.0,1.0, V/15,  D/10
9325,2017-238,8,Ivan-TROSHIN-40519,18,195, RUSSIA,0.0,1.0,Kerem-ERCAN-38994,17,313, GERMANY,0.0,1.0, V/15,  D/9
9326,2017-238,4,Kirill-BORODACHEV-37878,18,92, RUSSIA,1.0,1.0,Alessio-DI_TOMMASO-41836,17,286, ITALY,0.0,1.0, V/15,  D/11
9327,2017-238,4,Vladislav-MYLNIKOV-40354,18,240, RUSSIA,1.0,1.0,Ivan-TROSHIN-40519,18,195, RUSSIA,0.0,1.0, V/15,  D/9
9328,2017-238,2,Kirill-BORODACHEV-37878,18,92, RUSSIA,1.0,1.0,Vladislav-MYLNIKOV-40354,18,240, RUSSIA,1.0,1.0, V/15,  D/8
9329,2017-240,32,Ahmed-FERJANI-35036,18,65, TUNISIA,0.0,0.0,Gerard-MOLINERO-43789,18,9999999, SPAIN,0.0,0.0, V/15,  D/7
9330,2017-240,32,Louis-HAAG-42633,18,9999999, GERMANY,0.0,0.0,Santa-OYA-40905,18,9999999, JAPAN,0.0,0.0, V/15,  D/7
9331,2017-240,32,Noah-MATRICCIANI-42461,19,9999999, GREAT BRITAIN,1.0,0.0,Nikita-PRESNOV-43721,18,9999999, RUSSIA,1.0,0.0, D/11,  V/15
9332,2017-240,32,Matei-ANICULOESEI-35279,18,9999999, ROMANIA,0.0,0.0,Ganghyuk-LEE-43603,18,9999999, KOREA,0.0,0.0, D/8,  V/15
9333,2017-240,32,Bohdan-BOHOVIN-43952,17,9999999, UKRAINE,0.0,0.0,Magamed-KHALIMBEKOV-43722,17,9999999, RUSSIA,0.0,0.0, D/11,  V/15
9334,2017-240,32,Michele-GALLO-42997,17,9999999, ITALY,0.0,0.0,Francois-CAUCHON-38863,18,320, CANADA,0.0,0.0, V/15,  D/12
9335,2017-240,32,Christopher-WALKER-38593,17,307, USA,1.0,0.0,Hristo-EFIMOV-41242,17,331, BULGARIA,0.0,0.0, V/15,  D/12
9336,2017-240,32,Alberto-FORNASIR-38819,18,9999999, ITALY,0.0,0.0,Yalin-SAHIN-35101,18,9999999, TURKEY,0.0,0.0, V/15,  D/14
9337,2017-240,32,Ibrahim_Ahmed-ACAR-40826,18,9999999, TURKEY,0.0,0.0,Philippe-STRIJK-42608,19,327, NETHERLANDS,0.0,0.0, V/15,  D/6
9338,2017-240,32,Filip-DOLEGIEWICZ-42949,18,9999999, USA,1.0,0.0,Nikoloz-TCHEISHVILI-39603,18,9999999, GEORGIA,0.0,0.0, V/15,  D/8
9339,2017-240,32,Nikolaos-FRAGKOZIDIS-42783,18,9999999, GREECE,0.0,0.0,Tim-NALEWAJA-42082,18,443, GERMANY,1.0,0.0, D/11,  V/15
9340,2017-240,32,Ivan-PYSARENKO-41120,18,9999999, UKRAINE,0.0,0.0,Prokhor-SVITICH-42403,18,9999999, RUSSIA,0.0,0.0, V/15,  D/12
9341,2017-240,32,Andrei-PASTIN-43818,17,9999999, ROMANIA,0.0,0.0,Balazs-KAISER-38772,17,9999999, HUNGARY,0.0,0.0, V/15,  D/13
9342,2017-240,32,Angelo-CHIARA-38774,18,443, CANADA,0.0,0.0,Jaeyoon-LIM-43601,19,9999999, KOREA,0.0,0.0, D/13,  V/15
9343,2017-240,32,Mor-MILASSIN-38786,19,608, HUNGARY,1.0,0.0,Sean-ANDREWS-36047,18,9999999, AUSTRALIA,0.0,0.0, V/15,  D/14
9344,2017-240,32,Medhat-MOATAZ-37198,18,9999999, EGYPT,0.0,0.0,Arne-DE_RIDDER-35917,18,123, BELGIUM,0.0,0.0, D/6,  V/15
9345,2017-240,16,Ahmed-FERJANI-35036,18,65, TUNISIA,0.0,0.0,Louis-HAAG-42633,18,9999999, GERMANY,0.0,0.0, D/9,  V/15
9346,2017-240,16,Nikita-PRESNOV-43721,18,9999999, RUSSIA,1.0,0.0,Ganghyuk-LEE-43603,18,9999999, KOREA,0.0,0.0, V/15,  D/12
9347,2017-240,16,Magamed-KHALIMBEKOV-43722,17,9999999, RUSSIA,0.0,0.0,Michele-GALLO-42997,17,9999999, ITALY,0.0,0.0, V/15,  D/10
9348,2017-240,16,Christopher-WALKER-38593,17,307, USA,1.0,0.0,Alberto-FORNASIR-38819,18,9999999, ITALY,0.0,0.0, V/15,  D/10
9349,2017-240,16,Ibrahim_Ahmed-ACAR-40826,18,9999999, TURKEY,0.0,0.0,Filip-DOLEGIEWICZ-42949,18,9999999, USA,1.0,0.0, V/15,  D/13
9350,2017-240,16,Tim-NALEWAJA-42082,18,443, GERMANY,1.0,0.0,Ivan-PYSARENKO-41120,18,9999999, UKRAINE,0.0,0.0, D/13,  V/15
9351,2017-240,16,Andrei-PASTIN-43818,17,9999999, ROMANIA,0.0,0.0,Jaeyoon-LIM-43601,19,9999999, KOREA,0.0,0.0, D/14,  V/15
9352,2017-240,16,Mor-MILASSIN-38786,19,608, HUNGARY,1.0,0.0,Arne-DE_RIDDER-35917,18,123, BELGIUM,0.0,0.0, D/6,  V/15
9353,2017-240,8,Louis-HAAG-42633,18,9999999, GERMANY,0.0,0.0,Nikita-PRESNOV-43721,18,9999999, RUSSIA,1.0,0.0, D/14,  V/15
9354,2017-240,8,Magamed-KHALIMBEKOV-43722,17,9999999, RUSSIA,0.0,0.0,Christopher-WALKER-38593,17,307, USA,1.0,0.0, D/6,  V/15
9355,2017-240,8,Ibrahim_Ahmed-ACAR-40826,18,9999999, TURKEY,0.0,0.0,Ivan-PYSARENKO-41120,18,9999999, UKRAINE,0.0,0.0, V/15,  D/6
9356,2017-240,8,Jaeyoon-LIM-43601,19,9999999, KOREA,0.0,0.0,Arne-DE_RIDDER-35917,18,123, BELGIUM,0.0,0.0, V/15,  D/11
9357,2017-240,4,Nikita-PRESNOV-43721,18,9999999, RUSSIA,1.0,0.0,Christopher-WALKER-38593,17,307, USA,1.0,0.0, D/10,  V/15
9358,2017-240,4,Ibrahim_Ahmed-ACAR-40826,18,9999999, TURKEY,0.0,0.0,Jaeyoon-LIM-43601,19,9999999, KOREA,0.0,0.0, V/15,  D/14
9359,2017-240,2,Christopher-WALKER-38593,17,307, USA,1.0,0.0,Ibrahim_Ahmed-ACAR-40826,18,9999999, TURKEY,0.0,0.0, D/13,  V/15
9360,2017-235,32,Evgeniya-ZHARKOVA-43719,18,9999999, RUSSIA,0.0,2.0,Esther_Shi_Ning-LAI-33509,18,716, SINGAPORE,0.0,2.0, V/15,  D/13
9361,2017-235,32,Aube-VANDINGENEN-43732,17,9999999, BELGIUM,0.0,2.0,Carmen_Lii-TARGAMAA-37516,17,371, ESTONIA,0.0,2.0, D/9,  V/15
9362,2017-235,32,Karina-DYNER_VILLA-40003,16,129, COSTA RICA,0.0,2.0,Renata-PETRI-38766,18,306, HUNGARY,0.0,2.0, D/13,  V/15
9363,2017-235,32,Natalie-WRAMNER-43687,17,412, SWEDEN,0.0,2.0,Dar-HECHT-34584,18,90, ISRAEL,0.0,2.0, V/15,  D/10
9364,2017-235,32,Gaeun-KIM-43612,18,9999999, KOREA,1.0,2.0,Kiria_Tikanah-ABDUL_RAHMAN-35271,18,230, SINGAPORE,0.0,2.0, V/15,  D/4
