,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,RESULT_C1,RESULT_C2
201,2019-553,8,Kristina-KUUSK-2611,33,25, ESTONIA,0.0,2.0,Ilona-SYVALA-30387,22,274, FINLAND,0.0,2.0, V/15,  D/8
202,2019-553,8,Anna-SALMINEN-25895,23,160, FINLAND,0.0,2.0,Irina-EMBRICH-9370,38,68, ESTONIA,1.0,2.0, D/9,  V/15
203,2019-553,4,Julia-BELJAJEVA-20450,26,28, ESTONIA,0.0,2.0,Asa-LINDE-29653,21,107, SWEDEN,0.0,2.0, V/15,  D/8
204,2019-553,4,Kristina-KUUSK-2611,33,25, ESTONIA,0.0,2.0,Irina-EMBRICH-9370,38,68, ESTONIA,1.0,2.0, D/11,  V/15
205,2019-553,2,Julia-BELJAJEVA-20450,26,28, ESTONIA,0.0,2.0,Irina-EMBRICH-9370,38,68, ESTONIA,1.0,2.0, V/14,  D/13
206,2019-484,16,Marta-PUDA-17204,28,31, POLAND,0.0,0.0,Yu_Ting-SU-48418,25,302, CHINESE TAIPEI,0.0,0.0, V/15,  D/2
207,2019-484,16,Emily-RUAUX-23375,23,285, GREAT BRITAIN,0.0,0.0,Sydney-HIRSCH-41489,17,231, USA,0.0,0.0, D/13,  V/15
208,2019-484,16,Araceli-NAVARRO-7739,29,24, SPAIN,0.0,0.0,Maria-CHART-34121,20,260, GREAT BRITAIN,0.0,0.0, V/15,  D/7
209,2019-484,16,Madison-THURGOOD-33491,20,291, CANADA,0.0,0.0,Fabiangela-RUIDO-30788,22,259, VENEZUELA,0.0,0.0, D/11,  V/15
210,2019-484,16,Aliya-ITZKOWITZ-28107,24,135, GREAT BRITAIN,0.0,0.0,Danielle-EINCHCOMB-37002,27,293, GREAT BRITAIN,0.0,0.0, V/15,  D/1
211,2019-484,16,Kate-DAYKIN-30579,22,286, GREAT BRITAIN,0.0,0.0,Francesca-RUSSO-23253,23,121, USA,0.0,0.0, D/7,  V/15
212,2019-484,16,Sarah_Jane-HAMPSON-30625,22,230, GREAT BRITAIN,0.0,0.0,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25,60, INDIA,0.0,0.0, D/9,  V/15
213,2019-484,16,Shreya-ANIL-32842,20,297, GREAT BRITAIN,0.0,0.0,Marissa-PONICH-26433,31,100, CANADA,0.0,0.0, D/5,  V/15
214,2019-484,8,Marta-PUDA-17204,28,31, POLAND,0.0,0.0,Sydney-HIRSCH-41489,17,231, USA,0.0,0.0, V/15,  D/7
215,2019-484,8,Araceli-NAVARRO-7739,29,24, SPAIN,0.0,0.0,Fabiangela-RUIDO-30788,22,259, VENEZUELA,0.0,0.0, V/15,  D/9
216,2019-484,8,Aliya-ITZKOWITZ-28107,24,135, GREAT BRITAIN,0.0,0.0,Francesca-RUSSO-23253,23,121, USA,0.0,0.0, D/9,  V/15
217,2019-484,8,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25,60, INDIA,0.0,0.0,Marissa-PONICH-26433,31,100, CANADA,0.0,0.0, V/15,  D/14
218,2019-484,4,Marta-PUDA-17204,28,31, POLAND,0.0,0.0,Araceli-NAVARRO-7739,29,24, SPAIN,0.0,0.0, V/15,  D/14
219,2019-484,4,Francesca-RUSSO-23253,23,121, USA,0.0,0.0,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25,60, INDIA,0.0,0.0, V/15,  D/10
220,2019-484,2,Marta-PUDA-17204,28,31, POLAND,0.0,0.0,Francesca-RUSSO-23253,23,121, USA,0.0,0.0, D/13,  V/15
221,2019-796,32,Josef-MAHRINGER-32473,21,118, AUSTRIA,1.0,2.0,Vaino-PAAVOLAINEN-38937,19,557, FINLAND,0.0,2.0, V/15,  D/6
222,2019-796,32,Akseli-HEINAMAA-42076,16,535, FINLAND,0.0,2.0,Henrik-JARL-23744,26,477, SWEDEN,1.0,2.0, D/13,  V/15
223,2019-796,32,Carl_Henrik-WENDT-11122,54,510, SWEDEN,0.0,2.0,Julius-JUTILA-39352,17,475, FINLAND,1.0,2.0, D/4,  V/5
224,2019-796,32,Harun-MIHRIOGLU-33895,23,365, TURKEY,0.0,2.0,Oskar-KILJANDER-33856,19,514, FINLAND,1.0,2.0, V/15,  D/3
225,2019-796,32,Joonas-SAVELAINEN-35789,19,588, FINLAND,0.0,2.0,Ruslan-ESKOV-31849,20,303, ESTONIA,1.0,2.0, D/7,  V/15
226,2019-796,32,Johannes_Kristian-OLSEN-31456,21,490, DENMARK,0.0,2.0,Arnas-SALOKAS-36639,20,491, LITHUANIA,0.0,2.0, D/11,  V/15
227,2019-796,32,Kasper-ULMANEN-45346,18,545, SWEDEN,1.0,2.0,Christian_Schack-LINNEMANN-29817,21,316, DENMARK,1.0,2.0, D/9,  V/15
228,2019-796,32,Erik-NILSSON-30499,22,413, SWEDEN,1.0,2.0,Kenneth-KNUDSEN-29797,21,304, DENMARK,0.0,2.0, D/7,  V/15
229,2019-796,32,Linus-ISLAS_FLYGARE-30796,21,159, SWEDEN,0.0,2.0,Jian_Miguel-BAUTISTA-47141,17,507, PHILIPPINES,1.0,2.0, V/15,  D/4
230,2019-796,32,Juri-SALM-2636,34,122, ESTONIA,0.0,2.0,Jaakko-PAAVOLAINEN-32009,22,143, FINLAND,0.0,2.0, V/15,  D/13
231,2019-796,32,Filipp-DJATSUK-40048,19,582, ESTONIA,0.0,2.0,Topias-TAURIAINEN-33493,19,258, FINLAND,0.0,2.0, D/13,  V/14
232,2019-796,32,Sten-PRIINITS-9367,31,76, ESTONIA,0.0,2.0,Tor-FORSSE-6194,46,524, SWEDEN,0.0,2.0, V/15,  D/11
233,2019-796,32,Matthew-COX-43048,36,481, USA,0.0,2.0,Niko-VUORINEN-19507,29,50, FINLAND,1.0,2.0, D/11,  V/15
234,2019-796,16,Josef-MAHRINGER-32473,21,118, AUSTRIA,1.0,2.0,Henrik-JARL-23744,26,477, SWEDEN,1.0,2.0, V/15,  D/5
235,2019-796,16,Julius-JUTILA-39352,17,475, FINLAND,1.0,2.0,Harun-MIHRIOGLU-33895,23,365, TURKEY,0.0,2.0, D/13,  V/15
236,2019-796,16,Ruslan-ESKOV-31849,20,303, ESTONIA,1.0,2.0,Gunnar-GRASBECK-21978,25,467, FINLAND,0.0,2.0, V/9,  D/7
237,2019-796,16,Arnas-SALOKAS-36639,20,491, LITHUANIA,0.0,2.0,Christian_Schack-LINNEMANN-29817,21,316, DENMARK,1.0,2.0, D/12,  V/15
238,2019-796,16,Kenneth-KNUDSEN-29797,21,304, DENMARK,0.0,2.0,Linus-ISLAS_FLYGARE-30796,21,159, SWEDEN,0.0,2.0, D/13,  V/15
239,2019-796,16,Juri-SALM-2636,34,122, ESTONIA,0.0,2.0,Topias-TAURIAINEN-33493,19,258, FINLAND,0.0,2.0, V/15,  D/6
240,2019-796,16,Sten-PRIINITS-9367,31,76, ESTONIA,0.0,2.0,Niko-VUORINEN-19507,29,50, FINLAND,1.0,2.0, D/10,  V/15
241,2019-796,8,Josef-MAHRINGER-32473,21,118, AUSTRIA,1.0,2.0,Harun-MIHRIOGLU-33895,23,365, TURKEY,0.0,2.0, V/15,  D/7
242,2019-796,8,Christian_Schack-LINNEMANN-29817,21,316, DENMARK,1.0,2.0,Linus-ISLAS_FLYGARE-30796,21,159, SWEDEN,0.0,2.0, D/11,  V/15
243,2019-796,8,Juri-SALM-2636,34,122, ESTONIA,0.0,2.0,Niko-VUORINEN-19507,29,50, FINLAND,1.0,2.0, D/14,  V/15
244,2019-796,4,Linus-ISLAS_FLYGARE-30796,21,159, SWEDEN,0.0,2.0,Niko-VUORINEN-19507,29,50, FINLAND,1.0,2.0, D/6,  V/15
245,2019-1280,32,Davide-FILIPPI-34446,20,151, ITALY,0.0,1.0,Matthew-BILLING-17097,29,384, GREAT BRITAIN,1.0,1.0, V/15,  D/7
246,2019-1280,32,Yat_Long-LEE-35446,18,277, HONG KONG,1.0,1.0,Pietro-VELLUTI_FRANZI-36128,19,404, ITALY,0.0,1.0, V/15,  D/14
247,2019-1280,32,Glen-OSTACCHINI-21712,26,284, GREAT BRITAIN,0.0,1.0,Malte-WESTESSON-42519,17,380, SWEDEN,0.0,1.0, D/14,  V/15
248,2019-1280,32,Maximilian-ETTELT-26869,23,278, AUSTRIA,0.0,1.0,Riki-OISHI-23771,24,145, JAPAN,0.0,1.0, D/12,  V/15
249,2019-1280,32,Alexander-TSORONIS-20601,25,124, DENMARK,0.0,1.0,Cedrik-SERRI-20897,27,91, SLOVAKIA,0.0,1.0, V/15,  D/12
250,2019-1280,32,Tom-CRNJAK-35839,20,442, BELGIUM,0.0,1.0,Husayn-ROSOWSKY-14698,27,276, GREAT BRITAIN,0.0,1.0, D/13,  V/15
251,2019-1280,32,Olivier-SPLIT-39470,19,398, NETHERLANDS,0.0,1.0,Thomas_Lerche-BERG-32349,22,57, DENMARK,0.0,1.0, D/3,  V/15
252,2019-1280,32,Emil_Ulrik-ANDERSEN-8195,31,205, DENMARK,0.0,1.0,Petar-FILES-30087,21,90, CROATIA,0.0,1.0, D/11,  V/15
253,2019-1280,32,Jacob_Brandt-LANG-34542,18,376, DENMARK,0.0,1.0,Stef-VAN_CAMPENHOUT-37860,20,107, BELGIUM,1.0,1.0, V/15,  D/8
254,2019-1280,32,Daniel-GIACON-38932,18,103, NETHERLANDS,0.0,1.0,Stef-DE_GREEF-35143,21,134, BELGIUM,1.0,1.0, V/15,  D/8
255,2019-1280,32,Leonardo-USICCO-48223,18,424, ITALY,0.0,1.0,Ryo-MIYAKE-4817,28,64, JAPAN,1.0,1.0, D/8,  V/15
256,2019-1280,32,Tobias-REICHETZER-26867,24,206, AUSTRIA,0.0,1.0,Jean_Paul-TONY_HELISSEY-16371,28,102, FRANCE,0.0,1.0, D/12,  V/15
257,2019-1280,32,Sebastian-PERSSON-39309,20,204, SWEDEN,0.0,1.0,Martino-MINUTO-12216,30,31, TURKEY,0.0,1.0, D/2,  V/15
258,2019-1280,32,Seishiro-FUNAMOTO-24407,25,389, JAPAN,0.0,1.0,Tommaso-CHIAPPELLI-38984,19,371, ITALY,0.0,1.0, D/13,  V/15
259,2019-1280,32,Quincy-DUALEH-42025,17,431, NETHERLANDS,0.0,1.0,Harry-BIRD-34833,20,281, GREAT BRITAIN,0.0,1.0, D/10,  V/15
260,2019-1280,16,Davide-FILIPPI-34446,20,151, ITALY,0.0,1.0,Yat_Long-LEE-35446,18,277, HONG KONG,1.0,1.0, V/15,  D/6
261,2019-1280,16,Malte-WESTESSON-42519,17,380, SWEDEN,0.0,1.0,Maxim-VALEUR-40773,18,291, DENMARK,0.0,1.0, D/14,  V/15
262,2019-1280,16,Riki-OISHI-23771,24,145, JAPAN,0.0,1.0,Alexander-TSORONIS-20601,25,124, DENMARK,0.0,1.0, D/14,  V/15
263,2019-1280,16,Husayn-ROSOWSKY-14698,27,276, GREAT BRITAIN,0.0,1.0,Thomas_Lerche-BERG-32349,22,57, DENMARK,0.0,1.0, D/7,  V/15
264,2019-1280,16,Petar-FILES-30087,21,90, CROATIA,0.0,1.0,Jacob_Brandt-LANG-34542,18,376, DENMARK,0.0,1.0, V/15,  D/10
265,2019-1280,16,Daniel-GIACON-38932,18,103, NETHERLANDS,0.0,1.0,Ryo-MIYAKE-4817,28,64, JAPAN,1.0,1.0, D/11,  V/15
266,2019-1280,16,Jean_Paul-TONY_HELISSEY-16371,28,102, FRANCE,0.0,1.0,Martino-MINUTO-12216,30,31, TURKEY,0.0,1.0, V/15,  D/14
267,2019-1280,16,Tommaso-CHIAPPELLI-38984,19,371, ITALY,0.0,1.0,Harry-BIRD-34833,20,281, GREAT BRITAIN,0.0,1.0, D/13,  V/15
268,2019-1280,8,Davide-FILIPPI-34446,20,151, ITALY,0.0,1.0,Maxim-VALEUR-40773,18,291, DENMARK,0.0,1.0, V/15,  D/6
269,2019-1280,8,Alexander-TSORONIS-20601,25,124, DENMARK,0.0,1.0,Thomas_Lerche-BERG-32349,22,57, DENMARK,0.0,1.0, V/15,  D/11
270,2019-1280,8,Petar-FILES-30087,21,90, CROATIA,0.0,1.0,Ryo-MIYAKE-4817,28,64, JAPAN,1.0,1.0, D/8,  V/15
271,2019-1280,8,Jean_Paul-TONY_HELISSEY-16371,28,102, FRANCE,0.0,1.0,Harry-BIRD-34833,20,281, GREAT BRITAIN,0.0,1.0, V/15,  D/11
272,2019-1280,4,Davide-FILIPPI-34446,20,151, ITALY,0.0,1.0,Alexander-TSORONIS-20601,25,124, DENMARK,0.0,1.0, V/15,  D/13
273,2019-1280,4,Ryo-MIYAKE-4817,28,64, JAPAN,1.0,1.0,Jean_Paul-TONY_HELISSEY-16371,28,102, FRANCE,0.0,1.0, D/10,  V/15
274,2019-1280,2,Davide-FILIPPI-34446,20,151, ITALY,0.0,1.0,Jean_Paul-TONY_HELISSEY-16371,28,102, FRANCE,0.0,1.0, V/15,  D/12
275,2019-1219,32,Angel-MARIN-40454,19,382, MEXICO,0.0,1.0,Carlos_Daniel-LOPEZ-44912,17,395, MEXICO,0.0,1.0, V/15,  D/13
276,2019-1219,32,Philip-SHIN-38635,22,270, USA,0.0,1.0,Juan_Carlos-DELGADO_LLAMAS-37619,18,403, MEXICO,1.0,1.0, V/15,  D/10
277,2019-1219,32,Octavio-MARTINEZ_RAMIREZ-32592,23,386, MEXICO,0.0,1.0,Juan_Sebastian-UNDA-37273,22,115, MEXICO,0.0,1.0, V/15,  D/6
278,2019-1219,32,Jose_Alberto-PELLETIER-27261,25,378, MEXICO,0.0,1.0,Fernando-ARIZA-48369,18,399, MEXICO,0.0,1.0, V/15,  D/6
279,2019-1219,16,Eoin-GRONNINGSATER-38896,20,218, IRELAND,1.0,1.0,Angel-MARIN-40454,19,382, MEXICO,0.0,1.0, V/15,  D/2
280,2019-1219,16,Augusto_Antonio-SERVELLO-32232,19,106, ARGENTINA,1.0,1.0,Jesus-BELTRAN-26644,24,163, MEXICO,1.0,1.0, V/15,  D/6
281,2019-1219,16,Vitalijs-KUCEBA-33022,21,128, LATVIA,1.0,1.0,Kevin-KATAYAMA-46350,18,372, USA,1.0,1.0, V/15,  D/8
282,2019-1219,16,Philip-SHIN-38635,22,270, USA,0.0,1.0,Luis-LOPEZ-27569,26,199, GUATEMALA,0.0,1.0, D/14,  V/15
283,2019-1219,16,Bernard-KUNZ_MALAGAMBA-37616,17,301, MEXICO,0.0,1.0,Octavio-MARTINEZ_RAMIREZ-32592,23,386, MEXICO,0.0,1.0, V/15,  D/10
284,2019-1219,16,Luis-MOYA-48344,16,370, MEXICO,0.0,1.0,Daniel-GOMEZ-20652,28,207, MEXICO,0.0,1.0, D/2,  V/15
285,2019-1219,16,Ethan-GASSNER-44984,17,181, USA,1.0,1.0,Samuel-GRUBER-43021,18,368, USA,1.0,1.0, V/15,  D/11
286,2019-1219,16,Jose_Alberto-PELLETIER-27261,25,378, MEXICO,0.0,1.0,Diego-CERVANTES-42177,17,198, MEXICO,0.0,1.0, D/9,  V/15
287,2019-1219,8,Eoin-GRONNINGSATER-38896,20,218, IRELAND,1.0,1.0,Augusto_Antonio-SERVELLO-32232,19,106, ARGENTINA,1.0,1.0, V/15,  D/14
288,2019-1219,8,Vitalijs-KUCEBA-33022,21,128, LATVIA,1.0,1.0,Luis-LOPEZ-27569,26,199, GUATEMALA,0.0,1.0, V/15,  D/3
289,2019-1219,8,Bernard-KUNZ_MALAGAMBA-37616,17,301, MEXICO,0.0,1.0,Daniel-GOMEZ-20652,28,207, MEXICO,0.0,1.0, D/6,  V/15
290,2019-1219,8,Ethan-GASSNER-44984,17,181, USA,1.0,1.0,Diego-CERVANTES-42177,17,198, MEXICO,0.0,1.0, V/15,  D/13
291,2019-1219,4,Eoin-GRONNINGSATER-38896,20,218, IRELAND,1.0,1.0,Vitalijs-KUCEBA-33022,21,128, LATVIA,1.0,1.0, V/15,  D/11
292,2019-1219,4,Daniel-GOMEZ-20652,28,207, MEXICO,0.0,1.0,Ethan-GASSNER-44984,17,181, USA,1.0,1.0, A/0,  V/0
293,2019-1219,2,Eoin-GRONNINGSATER-38896,20,218, IRELAND,1.0,1.0,Ethan-GASSNER-44984,17,181, USA,1.0,1.0, D/12,  V/15
294,2019-554,32,Federico-VISMARA-32919,21,47, ITALY,0.0,2.0,Georg-KUHN-22346,26,263, SWITZERLAND,0.0,2.0, V/15,  D/8
295,2019-554,32,Nicolas-REDING-20471,29,598, SWITZERLAND,0.0,2.0,Giorgio-GUERRIERO-48312,17,497, ITALY,0.0,2.0, D/14,  V/15
296,2019-554,32,James-ODGERS-39623,20,512, GREAT BRITAIN,0.0,2.0,Fabian-KAUTER-6022,33,225, SWITZERLAND,0.0,2.0, D/9,  V/15
297,2019-554,32,Matteo-TAGLIARIOL-4701,36,227, ITALY,0.0,2.0,Andras-PETERDI-9648,30,110, HUNGARY,0.0,2.0, D/12,  V/13
298,2019-554,32,Kenneth-KNUDSEN-29797,21,304, DENMARK,0.0,2.0,Eugenio-TRADARDI-35819,21,493, ITALY,0.0,2.0, D/11,  V/13
299,2019-554,32,Gergely-SIKLOSI-30081,21,165, HUNGARY,0.0,2.0,Julien-ROBERT-42062,22,519, FRANCE,0.0,2.0, V/15,  D/8
300,2019-554,32,Luca-SPONGA-22345,27,412, SWITZERLAND,0.0,2.0,Enrico-GAROZZO-15163,29,32, ITALY,0.0,2.0, D/10,  V/15
301,2019-554,32,Bruce-BRUNOLD-23698,26,139, SWITZERLAND,1.0,2.0,Clement-METRAILLER-33651,21,310, SWITZERLAND,0.0,2.0, D/12,  V/15
302,2019-554,32,Peter-SOMFAI-4212,38,126, HUNGARY,0.0,2.0,Lorenzo-BUZZI-26539,24,152, ITALY,0.0,2.0, V/15,  D/4
303,2019-554,32,Andrea-VALLOSIO-24053,26,182, ITALY,0.0,2.0,Giacomo-PAOLINI-39079,20,417, ITALY,0.0,2.0, V/15,  D/12
304,2019-554,32,Charles_Eric-OSWALD-33675,22,370, SWITZERLAND,0.0,2.0,Frederik-WEBER-31929,21,383, SWITZERLAND,0.0,2.0, V/15,  D/6
305,2019-554,32,Niklas-MULTERER-15735,30,174, GERMANY,0.0,2.0,Gabriel-BONFERRONI-36876,20,508, SWITZERLAND,0.0,2.0, V/15,  D/6
306,2019-554,32,Alexandre-PITTET-30549,23,75, SWITZERLAND,1.0,2.0,Max-ROD-21745,25,171, PORTUGAL,1.0,2.0, V/15,  D/13
307,2019-554,32,Key-MATHIS-32399,21,543, SWITZERLAND,0.0,2.0,Alexis-BAYARD-27993,22,70, SWITZERLAND,1.0,2.0, D/7,  V/15
308,2019-554,32,Bernardo-DELARUE_BIZZINI-28133,25,371, BRAZIL,0.0,2.0,Fabian-BROGER-38922,21,418, SWITZERLAND,0.0,2.0, V/15,  D/11
309,2019-554,32,Lucas-MALCOTTI-28000,24,115, SWITZERLAND,0.0,2.0,Michele-NIGGELER-23747,26,141, SWITZERLAND,0.0,2.0, D/14,  V/15
310,2019-554,16,Federico-VISMARA-32919,21,47, ITALY,0.0,2.0,Giorgio-GUERRIERO-48312,17,497, ITALY,0.0,2.0, V/15,  D/11
311,2019-554,16,Fabian-KAUTER-6022,33,225, SWITZERLAND,0.0,2.0,Andras-PETERDI-9648,30,110, HUNGARY,0.0,2.0, V/15,  D/6
312,2019-554,16,Eugenio-TRADARDI-35819,21,493, ITALY,0.0,2.0,Gergely-SIKLOSI-30081,21,165, HUNGARY,0.0,2.0, D/9,  V/15
313,2019-554,16,Enrico-GAROZZO-15163,29,32, ITALY,0.0,2.0,Clement-METRAILLER-33651,21,310, SWITZERLAND,0.0,2.0, D/11,  V/15
314,2019-554,16,Peter-SOMFAI-4212,38,126, HUNGARY,0.0,2.0,Andrea-VALLOSIO-24053,26,182, ITALY,0.0,2.0, V/15,  D/13
315,2019-554,16,Charles_Eric-OSWALD-33675,22,370, SWITZERLAND,0.0,2.0,Niklas-MULTERER-15735,30,174, GERMANY,0.0,2.0, D/12,  V/13
316,2019-554,16,Alexandre-PITTET-30549,23,75, SWITZERLAND,1.0,2.0,Alexis-BAYARD-27993,22,70, SWITZERLAND,1.0,2.0, D/14,  V/15
317,2019-554,16,Bernardo-DELARUE_BIZZINI-28133,25,371, BRAZIL,0.0,2.0,Michele-NIGGELER-23747,26,141, SWITZERLAND,0.0,2.0, D/9,  V/15
318,2019-554,8,Federico-VISMARA-32919,21,47, ITALY,0.0,2.0,Fabian-KAUTER-6022,33,225, SWITZERLAND,0.0,2.0, V/15,  D/9
319,2019-554,8,Gergely-SIKLOSI-30081,21,165, HUNGARY,0.0,2.0,Clement-METRAILLER-33651,21,310, SWITZERLAND,0.0,2.0, D/14,  V/15
320,2019-554,8,Peter-SOMFAI-4212,38,126, HUNGARY,0.0,2.0,Niklas-MULTERER-15735,30,174, GERMANY,0.0,2.0, V/15,  D/8
321,2019-554,8,Alexis-BAYARD-27993,22,70, SWITZERLAND,1.0,2.0,Michele-NIGGELER-23747,26,141, SWITZERLAND,0.0,2.0, V/15,  D/10
322,2019-554,4,Federico-VISMARA-32919,21,47, ITALY,0.0,2.0,Clement-METRAILLER-33651,21,310, SWITZERLAND,0.0,2.0, V/15,  D/14
323,2019-554,4,Peter-SOMFAI-4212,38,126, HUNGARY,0.0,2.0,Alexis-BAYARD-27993,22,70, SWITZERLAND,1.0,2.0, D/7,  V/15
324,2019-554,2,Federico-VISMARA-32919,21,47, ITALY,0.0,2.0,Alexis-BAYARD-27993,22,70, SWITZERLAND,1.0,2.0, V/15,  D/12
325,2019-485,32,Giulia-ARPINO-39129,19,229, ITALY,0.0,0.0,Alexandra-DAVIS-40362,21,336, GREAT BRITAIN,0.0,0.0, V/15,  D/8
326,2019-485,32,Anna_Lena-BUERKERT-34049,19,295, GERMANY,0.0,0.0,Alexandra-GEVAERT-30152,22,277, BELGIUM,0.0,0.0, V/15,  D/5
327,2019-485,32,Lisa-GETTE-36729,18,94, GERMANY,0.0,0.0,Marleen-BUITENHUIS-40877,18,321, NETHERLANDS,1.0,0.0, V/15,  D/10
328,2019-485,32,Paula-SINGER-45278,18,321, GERMANY,0.0,0.0,Liska-DERKUM-39450,20,288, GERMANY,0.0,0.0, D/12,  V/15
329,2019-485,32,Marietta-MEKA-39494,19,303, GERMANY,0.0,0.0,Katharina-PETER-36727,19,264, GERMANY,0.0,0.0, D/7,  V/15
330,2019-485,32,Sarah_Jane-HAMPSON-30625,22,230, GREAT BRITAIN,0.0,0.0,Emily-RUAUX-23375,23,285, GREAT BRITAIN,0.0,0.0, V/15,  D/14
331,2019-485,32,Helen-FAIRHEAD-18417,38,311, GREAT BRITAIN,0.0,0.0,Lisa-RUETGERS-45764,18,299, GERMANY,0.0,0.0, D/8,  V/15
332,2019-485,32,Saartje-CORTEYN-36705,18,331, BELGIUM,0.0,0.0,Araceli-NAVARRO-7739,29,24, SPAIN,0.0,0.0, D/13,  V/15
333,2019-485,32,Chiara-MORMILE-26677,23,76, ITALY,1.0,0.0,Floriane-AELVOET-45599,18,333, BELGIUM,0.0,0.0, V/15,  D/3
334,2019-485,32,Flavia-BONANNI-40693,18,318, ITALY,0.0,0.0,Marta-BAEZA_CENTURION-18626,26,131, BRAZIL,0.0,0.0, D/12,  V/15
335,2019-485,32,Bridget-PLEASANT-30265,26,305, GREAT BRITAIN,0.0,0.0,Maria-CHART-34121,20,260, GREAT BRITAIN,0.0,0.0, D/10,  V/15
336,2019-485,32,Hannah-BOLTE-48367,18,329, GERMANY,0.0,0.0,Jessica-CORBY-36230,20,275, GREAT BRITAIN,0.0,0.0, D/3,  V/15
337,2019-485,32,Aliya-ITZKOWITZ-28107,24,135, GREAT BRITAIN,0.0,0.0,Madeleine-BECKER-36162,18,327, GERMANY,0.0,0.0, V/15,  D/9
338,2019-485,32,Lucy-HIGHAM-42988,26,319, GREAT BRITAIN,0.0,0.0,Lucia-LUCARINI-34297,20,101, ITALY,0.0,0.0, D/6,  V/15
339,2019-485,32,Jolien-CORTEYN-39443,17,292, BELGIUM,0.0,0.0,Caitlin-MAXWELL-34133,19,242, GREAT BRITAIN,1.0,0.0, V/15,  D/11
340,2019-485,32,Shreya-ANIL-32842,20,297, GREAT BRITAIN,0.0,0.0,Iryna-SHCHUKLA-28351,23,44, TURKEY,0.0,0.0, D/8,  V/15
341,2019-485,16,Giulia-ARPINO-39129,19,229, ITALY,0.0,0.0,Anna_Lena-BUERKERT-34049,19,295, GERMANY,0.0,0.0, V/15,  D/7
342,2019-485,16,Lisa-GETTE-36729,18,94, GERMANY,0.0,0.0,Liska-DERKUM-39450,20,288, GERMANY,0.0,0.0, V/15,  D/9
343,2019-485,16,Katharina-PETER-36727,19,264, GERMANY,0.0,0.0,Sarah_Jane-HAMPSON-30625,22,230, GREAT BRITAIN,0.0,0.0, D/14,  V/15
344,2019-485,16,Lisa-RUETGERS-45764,18,299, GERMANY,0.0,0.0,Araceli-NAVARRO-7739,29,24, SPAIN,0.0,0.0, D/8,  V/15
345,2019-485,16,Chiara-MORMILE-26677,23,76, ITALY,1.0,0.0,Marta-BAEZA_CENTURION-18626,26,131, BRAZIL,0.0,0.0, D/12,  V/15
346,2019-485,16,Maria-CHART-34121,20,260, GREAT BRITAIN,0.0,0.0,Jessica-CORBY-36230,20,275, GREAT BRITAIN,0.0,0.0, V/15,  D/9
347,2019-485,16,Aliya-ITZKOWITZ-28107,24,135, GREAT BRITAIN,0.0,0.0,Lucia-LUCARINI-34297,20,101, ITALY,0.0,0.0, D/12,  V/15
348,2019-485,16,Jolien-CORTEYN-39443,17,292, BELGIUM,0.0,0.0,Iryna-SHCHUKLA-28351,23,44, TURKEY,0.0,0.0, D/8,  V/15
349,2019-485,8,Giulia-ARPINO-39129,19,229, ITALY,0.0,0.0,Lisa-GETTE-36729,18,94, GERMANY,0.0,0.0, V/15,  D/10
350,2019-485,8,Sarah_Jane-HAMPSON-30625,22,230, GREAT BRITAIN,0.0,0.0,Araceli-NAVARRO-7739,29,24, SPAIN,0.0,0.0, D/6,  V/15
351,2019-485,8,Marta-BAEZA_CENTURION-18626,26,131, BRAZIL,0.0,0.0,Maria-CHART-34121,20,260, GREAT BRITAIN,0.0,0.0, V/15,  D/12
352,2019-485,8,Lucia-LUCARINI-34297,20,101, ITALY,0.0,0.0,Iryna-SHCHUKLA-28351,23,44, TURKEY,0.0,0.0, D/13,  V/15
353,2019-485,4,Giulia-ARPINO-39129,19,229, ITALY,0.0,0.0,Araceli-NAVARRO-7739,29,24, SPAIN,0.0,0.0, D/11,  V/15
354,2019-485,4,Marta-BAEZA_CENTURION-18626,26,131, BRAZIL,0.0,0.0,Iryna-SHCHUKLA-28351,23,44, TURKEY,0.0,0.0, D/10,  V/15
355,2019-485,2,Araceli-NAVARRO-7739,29,24, SPAIN,0.0,0.0,Iryna-SHCHUKLA-28351,23,44, TURKEY,0.0,0.0, V/15,  D/11
356,2019-184,32,Shaul-GORDON-25917,24,24, CANADA,0.0,0.0,Philippe-JACQUES-29809,23,379, BELGIUM,0.0,0.0, V/15,  D/10
357,2019-184,32,Robin-SCHROEDTER-26510,25,120, GERMANY,0.0,0.0,Gibran-ZEA-34500,21,317, MEXICO,0.0,0.0, V/15,  D/11
358,2019-184,32,Alberto-PELLEGRINI-11021,30,82, ITALY,0.0,0.0,Elias-HEMELSOET-46069,17,383, BELGIUM,0.0,0.0, V/15,  D/4
359,2019-184,32,Jadryn-DICK-32713,23,306, AUSTRALIA,0.0,0.0,Luigi-MIRACCO-12531,31,87, ITALY,0.0,0.0, D/3,  V/15
