,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,RESULT_C1,RESULT_C2,WINNER
8885,2017-471,32,Darya-ANDREYEVA-25941,24,77, BELARUS, Right, Sabre ,Chloe-FOX_GITOMER-35742,18,25, USA, Left, Sabre , V/15,  D/10,0
8886,2017-471,32,Irene-VECCHI-12507,29,23, ITALY, Right, Sabre ,Julia-MIKULIK-12678,28,182, HUNGARY, Right, Sabre , V/15,  D/12,0
8887,2017-471,32,Anastasia-BAZHENOVA-36390,22,124, RUSSIA, Right, Sabre ,Sofia-POZDNIAKOVA-31161,21,7, RUSSIA, Right, Sabre , V/15,  D/10,0
8888,2017-471,32,Dagmara-WOZNIAK-9199,30,9, USA, Left, Sabre ,Martina-PETRAGLIA-23550,26,152, ITALY, Right, Sabre , V/15,  D/8,0
8889,2017-471,32,Olga-NIKITINA-37871,20,52, RUSSIA, Right, Sabre ,Anna-MARTON-26354,23,3, HUNGARY, Right, Sabre , D/9,  V/15,1
8890,2017-471,16,Yana-EGORIAN-25208,25,6, RUSSIA, Left, Sabre ,Bianca-PASCU-9283,30,5, ROMANIA, Right, Sabre , V/15,  D/8,0
8891,2017-471,16,Rossella-GREGORIO-15098,28,12, ITALY, Left, Sabre ,Charleine-TAILLANDIER-18448,27,105, FRANCE, Right, Sabre , V/15,  D/14,0
8892,2017-471,16,Lucia-MARTIN_PORTUGUES-10145,28,34, SPAIN, Right, Sabre ,Martina-CRISCIO-26008,24,15, ITALY, Left, Sabre , V/15,  D/11,0
8893,2017-471,16,Saoussen-BOUDIAF-26533,25,53, FRANCE, Right, Sabre ,Olga-KHARLAN-13715,28,1, UKRAINE, Right, Sabre , D/11,  V/15,1
8894,2017-471,16,Manon-BRUNET-30542,22,11, FRANCE, Right, Sabre ,Alejandra_Jhonay-BENITEZ_ROMERO-8745,38,46, VENEZUELA, Right, Sabre , V/15,  D/12,0
8895,2017-471,16,Malgorzata-KOZACZUK-10286,30,38, POLAND, Left, Sabre ,Darya-ANDREYEVA-25941,24,77, BELARUS, Right, Sabre , V/15,  D/10,0
8896,2017-471,16,Irene-VECCHI-12507,29,23, ITALY, Right, Sabre ,Anastasia-BAZHENOVA-36390,22,124, RUSSIA, Right, Sabre , V/15,  D/11,0
8897,2017-471,16,Dagmara-WOZNIAK-9199,30,9, USA, Left, Sabre ,Anna-MARTON-26354,23,3, HUNGARY, Right, Sabre , D/13,  V/15,1
8898,2017-471,8,Yana-EGORIAN-25208,25,6, RUSSIA, Left, Sabre ,Rossella-GREGORIO-15098,28,12, ITALY, Left, Sabre , V/15,  D/13,0
8899,2017-471,8,Lucia-MARTIN_PORTUGUES-10145,28,34, SPAIN, Right, Sabre ,Olga-KHARLAN-13715,28,1, UKRAINE, Right, Sabre , D/10,  V/15,1
8900,2017-471,8,Manon-BRUNET-30542,22,11, FRANCE, Right, Sabre ,Malgorzata-KOZACZUK-10286,30,38, POLAND, Left, Sabre , V/15,  D/12,0
8901,2017-471,8,Irene-VECCHI-12507,29,23, ITALY, Right, Sabre ,Anna-MARTON-26354,23,3, HUNGARY, Right, Sabre , D/11,  V/15,1
8902,2017-471,4,Yana-EGORIAN-25208,25,6, RUSSIA, Left, Sabre ,Olga-KHARLAN-13715,28,1, UKRAINE, Right, Sabre , D/12,  V/15,1
8903,2017-471,4,Manon-BRUNET-30542,22,11, FRANCE, Right, Sabre ,Anna-MARTON-26354,23,3, HUNGARY, Right, Sabre , D/12,  V/15,1
8904,2017-471,2,Olga-KHARLAN-13715,28,1, UKRAINE, Right, Sabre ,Anna-MARTON-26354,23,3, HUNGARY, Right, Sabre , V/15,  D/9,0
8905,2017-451,32,Francesca-BOSCARELLI-4388,36,92, ITALY, Right, Epée ,Giulia-RIZZI-12562,29,13, ITALY, Right, Epée , D/11,  V/15,1
8906,2017-451,32,Barbara-RUTZ-30104,23,44, POLAND, Left, Epée ,Mara-NAVARRIA-9248,33,1, ITALY, Right, Epée , D/13,  V/15,1
8907,2017-451,32,Beate-CHRISTMANN-3495,34,70, GERMANY, Left, Epée ,Dzhoan_Feybi-BEZHURA-21484,27,39, UKRAINE, Right, Epée , D/12,  V/13,1
8908,2017-451,32,Irina-EMBRICH-9370,38,68, ESTONIA, Left, Epée ,Alice-CLERICI-29962,22,66, ITALY, Right, Epée , V/15,  D/12,0
8909,2017-451,32,Courtney-HURLEY-11652,28,11, USA, Right, Epée ,A_Lam-SHIN-10773,32,36, KOREA, Right, Epée , V/15,  D/11,0
8910,2017-451,32,Yuliya-SVYSTIL-29949,23,146, UKRAINE, Right, Epée ,Ewa-NELIP-9835,29,19, POLAND, Right, Epée , D/12,  V/15,1
8911,2017-451,32,Melissa-GORAM-15984,28,102, FRANCE, Left, Epée ,Tatiana-LOGUNOVA-5808,38,9999999, RUSSIA, Right, Epée , V/14,  D/12,0
8912,2017-451,32,Rossella-FIAMINGO-19604,27,24, ITALY, Left, Epée ,Dora-KISKAPUSI-4119,36,73, SPAIN, Right, Epée , V/15,  D/6,0
8913,2017-451,32,Daria-MARTYNYUK-29815,24,120, RUSSIA, Right, Epée ,Young_Mi-KANG-8284,33,6, KOREA, Left, Epée , V/15,  D/11,0
8914,2017-451,32,Lauren-REMBI-20181,26,152, FRANCE, Right, Epée ,Auriane-MALLO-25031,25,26, FRANCE, Left, Epée , V/15,  D/12,0
8915,2017-451,32,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée ,Alexandra-LOUIS_MARIE-32174,22,273, FRANCE, Left, Epée , V/15,  D/6,0
8916,2017-451,32,Julia-BELJAJEVA-20450,26,28, ESTONIA, Right, Epée ,Chengzi-XU-31348,24,72, CHINA, Right, Epée , D/12,  V/15,1
8917,2017-451,32,Lis-FAUTSCH-9667,31,105, LUXEMBOURG, Left, Epée ,Violetta-KHRAPINA-27238,24,91, RUSSIA, Left, Epée , V/15,  D/13,0
8918,2017-451,32,Kelley-HURLEY-9122,30,14, USA, Left, Epée ,Coraline-VITALIS-28593,23,10, FRANCE, Right, Epée , D/7,  V/15,1
8919,2017-451,32,Erika-KIRPU-19820,26,31, ESTONIA, Right, Epée ,Yiwen-SUN-33102,26,4, CHINA, Left, Epée , V/15,  D/11,0
8920,2017-451,16,Alexandra-NDOLO-18515,32,53, GERMANY, Left, Epée ,Giulia-RIZZI-12562,29,13, ITALY, Right, Epée , V/15,  D/10,0
8921,2017-451,16,Mara-NAVARRIA-9248,33,1, ITALY, Right, Epée ,Dzhoan_Feybi-BEZHURA-21484,27,39, UKRAINE, Right, Epée , V/15,  D/13,0
8922,2017-451,16,Irina-EMBRICH-9370,38,68, ESTONIA, Left, Epée ,Courtney-HURLEY-11652,28,11, USA, Right, Epée , D/13,  V/15,1
8923,2017-451,16,Ewa-NELIP-9835,29,19, POLAND, Right, Epée ,Melissa-GORAM-15984,28,102, FRANCE, Left, Epée , V/15,  D/11,0
8924,2017-451,16,Rossella-FIAMINGO-19604,27,24, ITALY, Left, Epée ,Daria-MARTYNYUK-29815,24,120, RUSSIA, Right, Epée , D/13,  V/15,1
8925,2017-451,16,Lauren-REMBI-20181,26,152, FRANCE, Right, Epée ,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée , D/8,  V/15,1
8926,2017-451,16,Chengzi-XU-31348,24,72, CHINA, Right, Epée ,Lis-FAUTSCH-9667,31,105, LUXEMBOURG, Left, Epée , D/9,  V/15,1
8927,2017-451,16,Coraline-VITALIS-28593,23,10, FRANCE, Right, Epée ,Erika-KIRPU-19820,26,31, ESTONIA, Right, Epée , D/9,  V/15,1
8928,2017-451,8,Alexandra-NDOLO-18515,32,53, GERMANY, Left, Epée ,Mara-NAVARRIA-9248,33,1, ITALY, Right, Epée , V/15,  D/11,0
8929,2017-451,8,Courtney-HURLEY-11652,28,11, USA, Right, Epée ,Ewa-NELIP-9835,29,19, POLAND, Right, Epée , D/8,  V/15,1
8930,2017-451,8,Daria-MARTYNYUK-29815,24,120, RUSSIA, Right, Epée ,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée , D/11,  V/15,1
8931,2017-451,8,Lis-FAUTSCH-9667,31,105, LUXEMBOURG, Left, Epée ,Erika-KIRPU-19820,26,31, ESTONIA, Right, Epée , D/9,  V/15,1
8932,2017-451,4,Alexandra-NDOLO-18515,32,53, GERMANY, Left, Epée ,Ewa-NELIP-9835,29,19, POLAND, Right, Epée , V/15,  D/14,0
8933,2017-451,4,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée ,Erika-KIRPU-19820,26,31, ESTONIA, Right, Epée , V/8,  D/5,0
8934,2017-451,2,Alexandra-NDOLO-18515,32,53, GERMANY, Left, Epée ,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée , D/10,  V/15,1
8935,2017-147,32,Timur-SAFIN-25212,26,5, RUSSIA, Right, Foil ,Francesco-TRANI-18369,27,61, ITALY, Right, Foil , V/15,  D/13,0
8936,2017-147,32,Erwann-AUCLIN-28960,23,67, FRANCE, Right, Foil ,Alexander-CHOUPENITCH-21765,24,19, CZECH REPUBLIC, Right, Foil , V/15,  D/14,0
8937,2017-147,32,Richard-KRUSE-3256,35,2, GREAT BRITAIN, Right, Foil ,Taegyu-HA-18861,29,18, KOREA, Left, Foil , V/15,  D/14,0
8938,2017-147,32,Takuma-ITO-31918,20,158, JAPAN, Right, Foil ,Alessandro-PAROLI-17583,29,144, ITALY, Right, Foil , D/7,  V/15,1
8939,2017-147,32,Miles-CHAMLEY_WATSON-12343,29,29, USA, Right, Foil ,Timur-ARSLANOV-22036,28,44, RUSSIA, Right, Foil , V/15,  D/7,0
8940,2017-147,32,Alexandre-SIDO-30808,22,123, FRANCE, Right, Foil ,Peter-JOPPICH-3629,36,41, GERMANY, Right, Foil , V/15,  D/12,0
8941,2017-147,32,Andrea-CASSARA-4423,35,7, ITALY, Left, Foil ,Edoardo-LUPERI-21621,25,33, ITALY, Left, Foil , V/15,  D/10,0
8942,2017-147,32,Hyogon-KIM-27325,29,99, KOREA, Right, Foil ,Erwan-LE_PECHOUX-2908,37,14, FRANCE, Left, Foil , D/4,  V/15,1
8943,2017-147,32,Giorgio-AVOLA-17823,29,9, ITALY, Right, Foil ,Kyosuke-MATSUYAMA-29076,22,35, JAPAN, Left, Foil , D/7,  V/15,1
8944,2017-147,32,Daniel-DOSA-29031,22,53, HUNGARY, Left, Foil ,Gerek-MEINHARDT-14397,28,13, USA, Right, Foil , D/5,  V/15,1
8945,2017-147,32,Enzo-LEFORT-22555,27,11, FRANCE, Right, Foil ,Nicholas_Edward-CHOI-20789,25,22, HONG KONG, Right, Foil , D/10,  V/15,1
8946,2017-147,32,Petar-FILES-30087,21,90, CROATIA, Right, Foil ,Ka_Long-CHEUNG-30878,21,15, HONG KONG, Left, Foil , D/7,  V/15,1
8947,2017-147,32,Race-IMBODEN-23013,25,3, USA, Left, Foil ,Andrea-BALDINI-4364,33,9999999, ITALY, Left, Foil , V/14,  D/13,0
8948,2017-147,32,Young_Ki-SON-13436,33,27, KOREA, Right, Foil ,Askar-KHAMZIN-31961,24,101, RUSSIA, Right, Foil , V/15,  D/8,0
8949,2017-147,32,Jeremy-CADOT-10794,32,16, FRANCE, Left, Foil ,Lorenzo-NISTA-21729,25,63, ITALY, Right, Foil , D/9,  V/15,1
8950,2017-147,32,Andre-SANITA-24117,26,85, GERMANY, Left, Foil ,Daniele-GAROZZO-19821,26,4, ITALY, Right, Foil , D/14,  V/15,1
8951,2017-147,16,Timur-SAFIN-25212,26,5, RUSSIA, Right, Foil ,Erwann-AUCLIN-28960,23,67, FRANCE, Right, Foil , V/15,  D/13,0
8952,2017-147,16,Richard-KRUSE-3256,35,2, GREAT BRITAIN, Right, Foil ,Alessandro-PAROLI-17583,29,144, ITALY, Right, Foil , D/7,  V/15,1
8953,2017-147,16,Miles-CHAMLEY_WATSON-12343,29,29, USA, Right, Foil ,Alexandre-SIDO-30808,22,123, FRANCE, Right, Foil , V/15,  D/10,0
8954,2017-147,16,Andrea-CASSARA-4423,35,7, ITALY, Left, Foil ,Erwan-LE_PECHOUX-2908,37,14, FRANCE, Left, Foil , V/15,  D/10,0
8955,2017-147,16,Kyosuke-MATSUYAMA-29076,22,35, JAPAN, Left, Foil ,Gerek-MEINHARDT-14397,28,13, USA, Right, Foil , D/8,  V/15,1
8956,2017-147,16,Nicholas_Edward-CHOI-20789,25,22, HONG KONG, Right, Foil ,Ka_Long-CHEUNG-30878,21,15, HONG KONG, Left, Foil , D/8,  V/15,1
8957,2017-147,16,Race-IMBODEN-23013,25,3, USA, Left, Foil ,Young_Ki-SON-13436,33,27, KOREA, Right, Foil , D/13,  V/15,1
8958,2017-147,16,Lorenzo-NISTA-21729,25,63, ITALY, Right, Foil ,Daniele-GAROZZO-19821,26,4, ITALY, Right, Foil , D/7,  V/15,1
8959,2017-147,8,Timur-SAFIN-25212,26,5, RUSSIA, Right, Foil ,Alessandro-PAROLI-17583,29,144, ITALY, Right, Foil , V/15,  D/6,0
8960,2017-147,8,Miles-CHAMLEY_WATSON-12343,29,29, USA, Right, Foil ,Andrea-CASSARA-4423,35,7, ITALY, Left, Foil , D/9,  V/15,1
8961,2017-147,8,Gerek-MEINHARDT-14397,28,13, USA, Right, Foil ,Ka_Long-CHEUNG-30878,21,15, HONG KONG, Left, Foil , D/11,  V/15,1
8962,2017-147,8,Young_Ki-SON-13436,33,27, KOREA, Right, Foil ,Daniele-GAROZZO-19821,26,4, ITALY, Right, Foil , D/9,  V/15,1
8963,2017-147,4,Timur-SAFIN-25212,26,5, RUSSIA, Right, Foil ,Andrea-CASSARA-4423,35,7, ITALY, Left, Foil , D/13,  V/15,1
8964,2017-147,4,Ka_Long-CHEUNG-30878,21,15, HONG KONG, Left, Foil ,Daniele-GAROZZO-19821,26,4, ITALY, Right, Foil , D/12,  V/15,1
8965,2017-147,2,Andrea-CASSARA-4423,35,7, ITALY, Left, Foil ,Daniele-GAROZZO-19821,26,4, ITALY, Right, Foil , D/13,  V/15,1
8966,2017-393,32,Anna-KICA-39135,25,517, POLAND, Right, Epée ,Annalise-MION-7606,49,9999999, IRELAND, Right, Epée , V/15,  D/6,0
8967,2017-393,32,Leonora-MACKINNON-23238,24,57, CANADA, Right, Epée ,Vanessa-DIB-39406,18,9999999, CANADA, Left, Epée , V/15,  D/4,0
8968,2017-393,32,Lucy-JOHNSON-39609,24,563, IRELAND, Right, Epée ,Brianna-JANSEN-44147,24,9999999, CANADA, Right, Epée , V/15,  D/11,0
8969,2017-393,32,Camille_Boelt-HINDSGAUL-39145,26,9999999, DENMARK, Right, Epée ,Jessica-GUNDRY-32080,22,9999999, GREAT BRITAIN, Right, Epée , D/6,  V/15,1
8970,2017-393,32,Francesca-SUMMERS-30076,22,796, GREAT BRITAIN, Right, Epée ,Stella-LANCEY-34330,30,753, GREAT BRITAIN, Right, Epée , V/14,  D/13,0
8971,2017-393,32,Holly-SNELLIN-42553,21,9999999, GREAT BRITAIN, Left, Epée ,Charlotte-SUMMERS-40728,19,9999999, GREAT BRITAIN, Right, Epée , V/15,  D/13,0
8972,2017-393,32,Olga-MIZERA-21667,27,448, POLAND, Right, Epée ,Juliana-BARRETT-28959,24,9999999, SOUTH AFRICA, Left, Epée , V/15,  D/6,0
8973,2017-393,32,Rachel-CONNER-35992,30,518, IRELAND, Right, Epée ,Victoria-MO-28659,30,255, USA, Right, Epée , D/12,  V/15,1
8974,2017-393,32,Rania_Herlina-RAHARDJA-27143,25,100, SINGAPORE, Left, Epée ,Caroline-NICKERSON-42110,40,9999999, GREAT BRITAIN, Right, Epée , V/15,  D/8,0
8975,2017-393,32,Sophie-SAUDO-42402,39,519, FRANCE, Right, Epée ,Abigail-WATKINS-44161,17,9999999, GREAT BRITAIN, Right, Epée , V/15,  D/8,0
8976,2017-393,32,Katrina-SMITH-26534,27,199, GREAT BRITAIN, Right, Epée ,Anhelina-HOSHKO-31798,23,9999999, UKRAINE, Right, Epée , V/15,  D/9,0
8977,2017-393,32,Amelia-MCCORMACK-37801,20,9999999, GREAT BRITAIN, Right, Epée ,Hannah_Elizabeth-LAWRENCE-17054,30,773, GREAT BRITAIN, Right, Epée , D/7,  V/15,1
8978,2017-393,32,Rebecca-WAKEFIELD-34172,20,9999999, GREAT BRITAIN, Right, Epée ,Aurora_Yingchun-VILLACELLINO-10250,34,366, SINGAPORE, Right, Epée , V/15,  D/8,0
8979,2017-393,32,Justine-GEROUDET-28545,26,468, SWITZERLAND, Right, Epée ,Julie-HENSON-32915,31,546, GREAT BRITAIN, Right, Epée , D/11,  V/15,1
8980,2017-393,32,Hannah-NESBITT-29349,23,453, GREAT BRITAIN, Right, Epée ,Paulina-BAJORUNAITE-24440,25,250, LITHUANIA, Right, Epée , V/15,  D/10,0
8981,2017-393,32,Catherine-WALKER-3395,46,9999999, GREAT BRITAIN, Right, Epée ,Danielle-LAWSON-34214,20,361, GREAT BRITAIN, Right, Epée , D/13,  V/15,1
8982,2017-393,16,Anna-KICA-39135,25,517, POLAND, Right, Epée ,Leonora-MACKINNON-23238,24,57, CANADA, Right, Epée , V/15,  D/13,0
8983,2017-393,16,Lucy-JOHNSON-39609,24,563, IRELAND, Right, Epée ,Jessica-GUNDRY-32080,22,9999999, GREAT BRITAIN, Right, Epée , D/5,  V/15,1
8984,2017-393,16,Francesca-SUMMERS-30076,22,796, GREAT BRITAIN, Right, Epée ,Holly-SNELLIN-42553,21,9999999, GREAT BRITAIN, Left, Epée , V/15,  D/6,0
8985,2017-393,16,Olga-MIZERA-21667,27,448, POLAND, Right, Epée ,Victoria-MO-28659,30,255, USA, Right, Epée , V/15,  D/11,0
8986,2017-393,16,Rania_Herlina-RAHARDJA-27143,25,100, SINGAPORE, Left, Epée ,Sophie-SAUDO-42402,39,519, FRANCE, Right, Epée , V/15,  D/6,0
8987,2017-393,16,Katrina-SMITH-26534,27,199, GREAT BRITAIN, Right, Epée ,Hannah_Elizabeth-LAWRENCE-17054,30,773, GREAT BRITAIN, Right, Epée , V/15,  D/9,0
8988,2017-393,16,Rebecca-WAKEFIELD-34172,20,9999999, GREAT BRITAIN, Right, Epée ,Julie-HENSON-32915,31,546, GREAT BRITAIN, Right, Epée , D/7,  V/15,1
8989,2017-393,16,Hannah-NESBITT-29349,23,453, GREAT BRITAIN, Right, Epée ,Danielle-LAWSON-34214,20,361, GREAT BRITAIN, Right, Epée , D/5,  V/15,1
8990,2017-393,8,Anna-KICA-39135,25,517, POLAND, Right, Epée ,Jessica-GUNDRY-32080,22,9999999, GREAT BRITAIN, Right, Epée , D/9,  V/15,1
8991,2017-393,8,Francesca-SUMMERS-30076,22,796, GREAT BRITAIN, Right, Epée ,Olga-MIZERA-21667,27,448, POLAND, Right, Epée , D/7,  V/15,1
8992,2017-393,8,Rania_Herlina-RAHARDJA-27143,25,100, SINGAPORE, Left, Epée ,Katrina-SMITH-26534,27,199, GREAT BRITAIN, Right, Epée , D/12,  V/15,1
8993,2017-393,8,Julie-HENSON-32915,31,546, GREAT BRITAIN, Right, Epée ,Danielle-LAWSON-34214,20,361, GREAT BRITAIN, Right, Epée , D/13,  V/15,1
8994,2017-393,4,Jessica-GUNDRY-32080,22,9999999, GREAT BRITAIN, Right, Epée ,Olga-MIZERA-21667,27,448, POLAND, Right, Epée , V/15,  D/11,0
8995,2017-393,4,Katrina-SMITH-26534,27,199, GREAT BRITAIN, Right, Epée ,Danielle-LAWSON-34214,20,361, GREAT BRITAIN, Right, Epée , D/11,  V/15,1
8996,2017-393,2,Jessica-GUNDRY-32080,22,9999999, GREAT BRITAIN, Right, Epée ,Danielle-LAWSON-34214,20,361, GREAT BRITAIN, Right, Epée , D/8,  V/15,1
8997,2017-122,32,Lee-KIEFER-21717,24,3, USA, Right, Foil ,Kristina-NOVALINSKA-18830,29,9999999, RUSSIA, Left, Foil , V/15,  D/12,0
8998,2017-122,32,Yana-ALBOROVA-25842,24,105, RUSSIA, Right, Foil ,Fruzsina-GOLYA-21661,25,209, HUNGARY, Right, Foil , V/15,  D/10,0
8999,2017-122,32,Fanny-KREISS-9426,29,26, HUNGARY, Right, Foil ,Dora-LUPKOVICS-17872,25,79, HUNGARY, Right, Foil , V/15,  D/5,0
9000,2017-122,32,Komaki-KIKUCHI-37023,21,15, JAPAN, Left, Foil ,Eleanor-HARVEY-23398,23,8, CANADA, Left, Foil , D/9,  V/15,1
9001,2017-122,32,Anastasia-IVANOVA-20744,28,41, RUSSIA, Right, Foil ,Adelina-ZAGIDULLINA-27237,26,33, RUSSIA, Right, Foil , V/15,  D/11,0
9002,2017-122,32,Pauline-RANVIER-25514,24,30, FRANCE, Right, Foil ,Charlotte-KRAUSE-24354,25,291, GERMANY, Right, Foil , V/15,  D/7,0
9003,2017-122,32,Beatrice-MONACO-21581,26,95, ITALY, Left, Foil ,Inna-DERIGLAZOVA-18831,28,1, RUSSIA, Right, Foil , D/12,  V/15,1
9004,2017-122,32,Ysaora-THIBUS-20514,27,7, FRANCE, Right, Foil ,Valentina-DE_COSTANZO-12591,29,31, ITALY, Left, Foil , V/15,  D/14,0
9005,2017-122,32,Martyna-JELINSKA-21705,26,50, POLAND, Right, Foil ,Carolin-GOLUBYTSKYI-3903,33,9999999, GERMANY, Right, Foil , D/6,  V/7,1
9006,2017-122,32,Aida-MOHAMED-4164,42,60, HUNGARY, Left, Foil ,Erica-CIPRESSA-28701,22,35, ITALY, Right, Foil , V/14,  D/12,0
9007,2017-122,32,Valentina-CIPRIANI-4437,35,230, ITALY, Left, Foil ,Nicole-ROSS-12269,29,13, USA, Right, Foil , D/7,  V/15,1
9008,2017-122,32,Astrid-GUYART-2860,35,27, FRANCE, Right, Foil ,Camilla-MANCINI-23445,24,9, ITALY, Right, Foil , V/15,  D/11,0
9009,2017-122,32,Leyla-PIRIEVA-28365,25,47, RUSSIA, Right, Foil ,Anne-SAUER-17481,27,12, GERMANY, Right, Foil , V/15,  D/9,0
9010,2017-122,32,Larisa-KOROBEYNIKOVA-10688,31,46, RUSSIA, Right, Foil ,Svetlana-TRIPAPINA-28162,24,10, RUSSIA, Right, Foil , D/8,  V/15,1
9011,2017-122,16,Lee-KIEFER-21717,24,3, USA, Right, Foil ,Yana-ALBOROVA-25842,24,105, RUSSIA, Right, Foil , V/15,  D/7,0
9012,2017-122,16,Fanny-KREISS-9426,29,26, HUNGARY, Right, Foil ,Eleanor-HARVEY-23398,23,8, CANADA, Left, Foil , V/14,  D/10,0
9013,2017-122,16,Pauline-RANVIER-25514,24,30, FRANCE, Right, Foil ,Inna-DERIGLAZOVA-18831,28,1, RUSSIA, Right, Foil , D/10,  V/14,1
9014,2017-122,16,Ysaora-THIBUS-20514,27,7, FRANCE, Right, Foil ,Carolin-GOLUBYTSKYI-3903,33,9999999, GERMANY, Right, Foil , D/14,  V/15,1
9015,2017-122,16,Aida-MOHAMED-4164,42,60, HUNGARY, Left, Foil ,Nicole-ROSS-12269,29,13, USA, Right, Foil , D/9,  V/15,1
9016,2017-122,16,Astrid-GUYART-2860,35,27, FRANCE, Right, Foil ,Leyla-PIRIEVA-28365,25,47, RUSSIA, Right, Foil , D/12,  V/15,1
9017,2017-122,8,Lee-KIEFER-21717,24,3, USA, Right, Foil ,Fanny-KREISS-9426,29,26, HUNGARY, Right, Foil , V/15,  D/10,0
9018,2017-122,8,Carolin-GOLUBYTSKYI-3903,33,9999999, GERMANY, Right, Foil ,Nicole-ROSS-12269,29,13, USA, Right, Foil , V/15,  D/11,0
9019,2017-122,4,Lee-KIEFER-21717,24,3, USA, Right, Foil ,Inna-DERIGLAZOVA-18831,28,1, RUSSIA, Right, Foil , V/15,  D/14,0
9020,2017-225,32,Marta-MARTYANOVA-34564,20,23, RUSSIA, Right, Foil ,Sumire-TSUJI-39195,19,81, JAPAN, Right, Foil , D/8,  V/15,1
9021,2017-225,32,Gabriela-CECCHINI-30930,21,80, BRAZIL, Right, Foil ,Elyssa-KLEINER-36485,21,294, USA, Right, Foil , V/15,  D/10,0
9022,2017-225,32,Karin-MIYAWAKI-21767,21,17, JAPAN, Right, Foil ,Elisabetta-BIANCHIN-30818,21,66, ITALY, Right, Foil , V/15,  D/8,0
9023,2017-225,32,Iman-BLOW-31682,21,92, USA, Right, Foil ,Victoria-YUSOVA-37880,20,157, RUSSIA, Left, Foil , V/15,  D/8,0
9024,2017-225,32,Alice-RECHER-36799,19,290, FRANCE, Right, Foil ,Csilla-KOKAI-38859,20,315, HUNGARY, Right, Foil , V/15,  D/7,0
9025,2017-225,32,Hee_Jin-LEE-37833,19,248, KOREA, Left, Foil ,Komaki-KIKUCHI-37023,21,15, JAPAN, Left, Foil , D/3,  V/15,1
9026,2017-225,32,Amita-BERTHIER-33614,18,117, SINGAPORE, Left, Foil ,Sera-AZUMA-40025,19,19, JAPAN, Right, Foil , D/10,  V/15,1
9027,2017-225,32,Elena-TANGHERLINI-33865,20,264, ITALY, Left, Foil ,Marie-DUCHESNE-32483,21,260, FRANCE, Left, Foil , D/10,  V/15,1
9028,2017-225,32,Leonie-EBERT-33746,19,6, GERMANY, Left, Foil ,Julia-CHRZANOWSKA-30140,21,148, POLAND, Right, Foil , D/13,  V/14,1
9029,2017-225,32,Ariane-BILODEAU-31414,21,292, CANADA, Right, Foil ,Rebeca-CANDESCU-35938,17,359, ROMANIA, Left, Foil , D/3,  V/15,1
9030,2017-225,32,Nicole_Mae_Hui_Shan-WONG-31042,20,476, SINGAPORE, Right, Foil ,Arantza-INOSTROZA-37252,18,189, CHILE, Right, Foil , V/15,  D/12,0
9031,2017-225,32,Mei-LU-41575,19,266, CHINA, Right, Foil ,Ali-HUANG-34888,21,199, CHINA, Right, Foil , D/3,  V/15,1
9032,2017-225,32,Solene-BUTRUILLE-32657,21,153, FRANCE, Right, Foil ,Sylvie-BINDER-35649,19,205, USA, Left, Foil , D/14,  V/15,1
9033,2017-225,32,Serena-ROSSINI-34449,19,101, ITALY, Right, Foil ,Beata-ZUROWSKA-31902,21,303, POLAND, Right, Foil , V/15,  D/5,0
9034,2017-225,32,Hyiyeon-KIM-43620,20,9999999, KOREA, Right, Foil ,Janka-TOTH-33779,20,310, HUNGARY, Right, Foil , D/12,  V/15,1
9035,2017-225,32,Julia-WALCZYK-30327,21,18, POLAND, Right, Foil ,Sabrina-MASSIALAS-28086,21,139, USA, Right, Foil , D/8,  V/15,1
9036,2017-225,16,Sumire-TSUJI-39195,19,81, JAPAN, Right, Foil ,Gabriela-CECCHINI-30930,21,80, BRAZIL, Right, Foil , V/14,  D/9,0
9037,2017-225,16,Karin-MIYAWAKI-21767,21,17, JAPAN, Right, Foil ,Iman-BLOW-31682,21,92, USA, Right, Foil , D/8,  V/15,1
9038,2017-225,16,Alice-RECHER-36799,19,290, FRANCE, Right, Foil ,Komaki-KIKUCHI-37023,21,15, JAPAN, Left, Foil , D/14,  V/15,1
9039,2017-225,16,Sera-AZUMA-40025,19,19, JAPAN, Right, Foil ,Marie-DUCHESNE-32483,21,260, FRANCE, Left, Foil , D/14,  V/15,1
9040,2017-225,16,Julia-CHRZANOWSKA-30140,21,148, POLAND, Right, Foil ,Rebeca-CANDESCU-35938,17,359, ROMANIA, Left, Foil , D/6,  V/15,1
9041,2017-225,16,Nicole_Mae_Hui_Shan-WONG-31042,20,476, SINGAPORE, Right, Foil ,Ali-HUANG-34888,21,199, CHINA, Right, Foil , D/9,  V/15,1
9042,2017-225,16,Sylvie-BINDER-35649,19,205, USA, Left, Foil ,Serena-ROSSINI-34449,19,101, ITALY, Right, Foil , D/11,  V/15,1
