,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,RESULT_C1,RESULT_C2,WINNER
8729,2017-145,32,Nick-ITKIN-36441,19,37, USA, Right, Foil ,Richard-KRUSE-3256,35,2, GREAT BRITAIN, Right, Foil , D/6,  V/15,1
8730,2017-145,32,Alexander-CHOUPENITCH-21765,24,19, CZECH REPUBLIC, Right, Foil ,Lorenzo-NISTA-21729,25,63, ITALY, Right, Foil , D/13,  V/15,1
8731,2017-145,32,Julien-MERTINE-17449,30,39, FRANCE, Right, Foil ,Timur-SAFIN-25212,26,5, RUSSIA, Right, Foil , V/15,  D/14,0
8732,2017-145,16,Maximilien-CHASTANET-30390,22,126, FRANCE, Right, Foil ,Young_Ki-SON-13436,33,27, KOREA, Right, Foil , V/15,  D/12,0
8733,2017-145,16,Alessio-FOCONI-15860,29,1, ITALY, Right, Foil ,Andrea-CASSARA-4423,35,7, ITALY, Left, Foil , V/10,  A/10,1
8734,2017-145,16,Dmitry-ZHEREBCHENKO-16396,29,30, RUSSIA, Left, Foil ,Enzo-LEFORT-22555,27,11, FRANCE, Right, Foil , V/15,  D/12,0
8735,2017-145,16,Takahiro-SHIKINE-31919,21,49, JAPAN, Right, Foil ,Giorgio-AVOLA-17823,29,9, ITALY, Right, Foil , V/15,  D/3,0
8736,2017-145,16,Jun-HEO-16436,30,10, KOREA, Right, Foil ,Haiwei-CHEN-32250,24,335, CHINA, Left, Foil , V/15,  D/8,0
8737,2017-145,16,Edoardo-LUPERI-21621,25,33, ITALY, Left, Foil ,Erwan-LE_PECHOUX-2908,37,14, FRANCE, Left, Foil , D/14,  V/15,1
8738,2017-145,16,Ka_Long-CHEUNG-30878,21,15, HONG KONG, Left, Foil ,Richard-KRUSE-3256,35,2, GREAT BRITAIN, Right, Foil , D/11,  V/15,1
8739,2017-145,16,Lorenzo-NISTA-21729,25,63, ITALY, Right, Foil ,Julien-MERTINE-17449,30,39, FRANCE, Right, Foil , V/15,  D/10,0
8740,2017-145,8,Maximilien-CHASTANET-30390,22,126, FRANCE, Right, Foil ,Alessio-FOCONI-15860,29,1, ITALY, Right, Foil , D/7,  V/15,1
8741,2017-145,8,Dmitry-ZHEREBCHENKO-16396,29,30, RUSSIA, Left, Foil ,Takahiro-SHIKINE-31919,21,49, JAPAN, Right, Foil , V/15,  D/14,0
8742,2017-145,8,Jun-HEO-16436,30,10, KOREA, Right, Foil ,Erwan-LE_PECHOUX-2908,37,14, FRANCE, Left, Foil , D/6,  V/15,1
8743,2017-145,8,Richard-KRUSE-3256,35,2, GREAT BRITAIN, Right, Foil ,Lorenzo-NISTA-21729,25,63, ITALY, Right, Foil , V/15,  D/8,0
8744,2017-145,4,Alessio-FOCONI-15860,29,1, ITALY, Right, Foil ,Dmitry-ZHEREBCHENKO-16396,29,30, RUSSIA, Left, Foil , V/15,  D/9,0
8745,2017-145,4,Erwan-LE_PECHOUX-2908,37,14, FRANCE, Left, Foil ,Richard-KRUSE-3256,35,2, GREAT BRITAIN, Right, Foil , D/13,  V/15,1
8746,2017-145,2,Alessio-FOCONI-15860,29,1, ITALY, Right, Foil ,Richard-KRUSE-3256,35,2, GREAT BRITAIN, Right, Foil , D/8,  V/15,1
8747,2017-457,32,Beatrice-MONACO-21581,26,95, ITALY, Left, Foil ,Pauline-RANVIER-25514,24,30, FRANCE, Right, Foil , V/15,  D/10,0
8748,2017-457,32,Martina-BATINI-12590,29,63, ITALY, Right, Epée ,Serena-TEO-4704,34,222, ITALY, Left, Foil , V/15,  D/5,0
8749,2017-457,32,Leyla-PIRIEVA-28365,25,47, RUSSIA, Right, Foil ,Astrid-GUYART-2860,35,27, FRANCE, Right, Foil , D/13,  V/15,1
8750,2017-457,32,Svetlana-TRIPAPINA-28162,24,10, RUSSIA, Right, Foil ,Jacqueline-DUBROVICH-28081,24,34, USA, Right, Foil , V/15,  D/9,0
8751,2017-457,32,Aida-MOHAMED-4164,42,60, HUNGARY, Left, Foil ,Marta-MARTYANOVA-34564,20,23, RUSSIA, Right, Foil , D/11,  V/15,1
8752,2017-457,32,Marika-CHRZANOWSKA-20461,23,116, POLAND, Right, Foil ,Nicole-ROSS-12269,29,13, USA, Right, Foil , D/10,  V/15,1
8753,2017-457,32,Ysaora-THIBUS-20514,27,7, FRANCE, Right, Foil ,Martyna-JELINSKA-21705,26,50, POLAND, Right, Foil , V/15,  D/4,0
8754,2017-457,32,Martyna-SYNORADZKA-9908,30,28, POLAND, Left, Foil ,Hee_Sook-JEON-13459,34,16, KOREA, Left, Foil , D/14,  V/15,1
8755,2017-457,32,Adelina-ZAGIDULLINA-27237,26,33, RUSSIA, Right, Foil ,Yana-ALBOROVA-25842,24,105, RUSSIA, Right, Foil , V/15,  D/7,0
8756,2017-457,32,Hanna-LYCZBINSKA-12780,28,21, POLAND, Right, Foil ,Eleanor-HARVEY-23398,23,8, CANADA, Left, Foil , D/4,  V/5,1
8757,2017-457,32,Hyunhee-NAM-5037,37,11, KOREA, Left, Foil ,Karin-MIYAWAKI-21767,21,17, JAPAN, Right, Foil , V/15,  D/11,0
8758,2017-457,32,Francesca-PALUMBO-23447,24,40, ITALY, Left, Foil ,Alice-VOLPI-19878,26,2, ITALY, Right, Foil , D/14,  V/15,1
8759,2017-457,32,Huilin-LE-25241,29,9999999, CHINA, Right, Foil ,Anita-BLAZE-16054,27,56, FRANCE, Right, Epée , V/15,  D/10,0
8760,2017-457,32,Irina-ELESINA-20765,27,190, RUSSIA, Right, Foil ,Inna-DERIGLAZOVA-18831,28,1, RUSSIA, Right, Foil , D/10,  V/15,1
8761,2017-457,16,Martina-BATINI-12590,29,63, ITALY, Right, Epée ,Astrid-GUYART-2860,35,27, FRANCE, Right, Foil , V/15,  D/9,0
8762,2017-457,16,Anne-SAUER-17481,27,12, GERMANY, Right, Foil ,Svetlana-TRIPAPINA-28162,24,10, RUSSIA, Right, Foil , D/5,  V/15,1
8763,2017-457,16,Marta-MARTYANOVA-34564,20,23, RUSSIA, Right, Foil ,Nicole-ROSS-12269,29,13, USA, Right, Foil , D/8,  V/15,1
8764,2017-457,16,Ysaora-THIBUS-20514,27,7, FRANCE, Right, Foil ,Hee_Sook-JEON-13459,34,16, KOREA, Left, Foil , V/15,  D/10,0
8765,2017-457,16,Adelina-ZAGIDULLINA-27237,26,33, RUSSIA, Right, Foil ,Eleanor-HARVEY-23398,23,8, CANADA, Left, Foil , D/13,  V/15,1
8766,2017-457,16,Hyunhee-NAM-5037,37,11, KOREA, Left, Foil ,Alice-VOLPI-19878,26,2, ITALY, Right, Foil , D/13,  V/15,1
8767,2017-457,16,Huilin-LE-25241,29,9999999, CHINA, Right, Foil ,Inna-DERIGLAZOVA-18831,28,1, RUSSIA, Right, Foil , D/5,  V/15,1
8768,2017-457,8,Beatrice-MONACO-21581,26,95, ITALY, Left, Foil ,Martina-BATINI-12590,29,63, ITALY, Right, Epée , D/12,  V/15,1
8769,2017-457,8,Svetlana-TRIPAPINA-28162,24,10, RUSSIA, Right, Foil ,Nicole-ROSS-12269,29,13, USA, Right, Foil , V/15,  D/13,0
8770,2017-457,8,Ysaora-THIBUS-20514,27,7, FRANCE, Right, Foil ,Eleanor-HARVEY-23398,23,8, CANADA, Left, Foil , V/15,  D/11,0
8771,2017-457,8,Alice-VOLPI-19878,26,2, ITALY, Right, Foil ,Inna-DERIGLAZOVA-18831,28,1, RUSSIA, Right, Foil , D/10,  V/15,1
8772,2017-457,4,Martina-BATINI-12590,29,63, ITALY, Right, Epée ,Svetlana-TRIPAPINA-28162,24,10, RUSSIA, Right, Foil , V/15,  D/10,0
8773,2017-457,4,Ysaora-THIBUS-20514,27,7, FRANCE, Right, Foil ,Inna-DERIGLAZOVA-18831,28,1, RUSSIA, Right, Foil , D/5,  V/15,1
8774,2017-457,2,Martina-BATINI-12590,29,63, ITALY, Right, Epée ,Inna-DERIGLAZOVA-18831,28,1, RUSSIA, Right, Foil , V/15,  D/14,0
8775,2017-474,32,Vincent-ANSTETT-2693,36,17, FRANCE, Right, Sabre ,Guillermo-MANCHENO-13138,28,257, SPAIN, Right, Sabre , D/13,  V/15,1
8776,2017-474,32,Alin-BADEA-16385,30,38, ROMANIA, Right, Sabre ,Aldo-MONTANO-4586,40,29, ITALY, Right, Sabre , V/15,  D/6,0
8777,2017-474,32,Matyas-SZABO-17458,27,22, GERMANY, Right, Sabre ,Benno-SCHNEIDER-30123,24,122, GERMANY, Left, Sabre , V/15,  D/6,0
8778,2017-474,32,William-DEARY-32237,21,70, GREAT BRITAIN, Right, Sabre ,Andras-SZATMARI-22449,25,8, HUNGARY, Right, Sabre , D/8,  V/15,1
8779,2017-474,32,Sandro-BAZADZE-22559,25,23, GEORGIA, Right, Sabre ,Dmitriy-DANILENKO-31163,23,26, RUSSIA, Left, Sabre , D/13,  V/15,1
8780,2017-474,32,Diego-OCCHIUZZI-4603,37,509, ITALY, Right, Sabre ,Tamas-DECSI-4057,36,52, HUNGARY, Right, Sabre , V/15,  D/10,0
8781,2017-474,32,Max-HARTUNG-12611,29,9, GERMANY, Right, Sabre ,Csanad-GEMESI-4081,32,32, HUNGARY, Right, Sabre , V/15,  D/13,0
8782,2017-474,32,Bjoern-HUEBNER-9387,32,118, GERMANY, Right, Sabre ,Mojtaba-ABEDINI-4276,34,20, IRAN, Right, Sabre , D/0,  V/15,1
8783,2017-474,32,Daryl-HOMER-14997,28,16, USA, Right, Sabre ,Riccardo-NUCCIO-21584,27,56, ITALY, Left, Sabre , D/13,  V/15,1
8784,2017-474,32,Enver-YILDIRIM-26872,23,55, TURKEY, Right, Sabre ,Eli-DERSHWITZ-27914,23,1, USA, Left, Sabre , D/10,  V/15,1
8785,2017-474,32,Luigi-SAMELE-9746,31,11, ITALY, Left, Sabre ,Bolade-APITHY-9733,33,10, FRANCE, Right, Sabre , V/15,  D/10,0
8786,2017-474,32,Dario-CAVALIERE-32262,21,43, ITALY, Right, Sabre ,Luca-CURATOLI-24460,24,7, ITALY, Left, Sabre , D/12,  V/15,1
8787,2017-474,32,Kamil-IBRAGIMOV-24920,25,6, RUSSIA, Right, Sabre ,Veniamin-RESHETNIKOV-15087,32,14, RUSSIA, Left, Sabre , V/15,  D/10,0
8788,2017-474,32,Francesco-DARMIENTO-24278,24,119, ITALY, Right, Sabre ,Enrico-BERRE-24259,26,12, ITALY, Right, Sabre , D/5,  V/15,1
8789,2017-474,32,Kostiantyn-VORONOV-21500,22,48, ISRAEL, Right, Sabre ,Alexey-YAKIMENKO-5861,35,9999999, RUSSIA, Left, Sabre , D/3,  V/15,1
8790,2017-474,32,Maximilian-KINDLER-21754,25,9999999, GERMANY, Right, Sabre ,Aron-SZILAGYI-13741,28,4, HUNGARY, Right, Sabre , D/9,  V/15,1
8791,2017-474,16,Guillermo-MANCHENO-13138,28,257, SPAIN, Right, Sabre ,Alin-BADEA-16385,30,38, ROMANIA, Right, Sabre , V/15,  D/13,0
8792,2017-474,16,Matyas-SZABO-17458,27,22, GERMANY, Right, Sabre ,Andras-SZATMARI-22449,25,8, HUNGARY, Right, Sabre , D/13,  V/15,1
8793,2017-474,16,Dmitriy-DANILENKO-31163,23,26, RUSSIA, Left, Sabre ,Diego-OCCHIUZZI-4603,37,509, ITALY, Right, Sabre , V/15,  D/14,0
8794,2017-474,16,Max-HARTUNG-12611,29,9, GERMANY, Right, Sabre ,Mojtaba-ABEDINI-4276,34,20, IRAN, Right, Sabre , V/15,  D/7,0
8795,2017-474,16,Riccardo-NUCCIO-21584,27,56, ITALY, Left, Sabre ,Eli-DERSHWITZ-27914,23,1, USA, Left, Sabre , D/9,  V/15,1
8796,2017-474,16,Luigi-SAMELE-9746,31,11, ITALY, Left, Sabre ,Luca-CURATOLI-24460,24,7, ITALY, Left, Sabre , V/15,  D/7,0
8797,2017-474,16,Kamil-IBRAGIMOV-24920,25,6, RUSSIA, Right, Sabre ,Enrico-BERRE-24259,26,12, ITALY, Right, Sabre , D/12,  V/15,1
8798,2017-474,16,Alexey-YAKIMENKO-5861,35,9999999, RUSSIA, Left, Sabre ,Aron-SZILAGYI-13741,28,4, HUNGARY, Right, Sabre , D/14,  V/15,1
8799,2017-474,8,Guillermo-MANCHENO-13138,28,257, SPAIN, Right, Sabre ,Andras-SZATMARI-22449,25,8, HUNGARY, Right, Sabre , D/7,  V/15,1
8800,2017-474,8,Dmitriy-DANILENKO-31163,23,26, RUSSIA, Left, Sabre ,Max-HARTUNG-12611,29,9, GERMANY, Right, Sabre , D/5,  V/15,1
8801,2017-474,8,Eli-DERSHWITZ-27914,23,1, USA, Left, Sabre ,Luigi-SAMELE-9746,31,11, ITALY, Left, Sabre , V/15,  D/10,0
8802,2017-474,8,Enrico-BERRE-24259,26,12, ITALY, Right, Sabre ,Aron-SZILAGYI-13741,28,4, HUNGARY, Right, Sabre , D/13,  V/15,1
8803,2017-474,4,Andras-SZATMARI-22449,25,8, HUNGARY, Right, Sabre ,Max-HARTUNG-12611,29,9, GERMANY, Right, Sabre , D/7,  V/15,1
8804,2017-474,4,Eli-DERSHWITZ-27914,23,1, USA, Left, Sabre ,Aron-SZILAGYI-13741,28,4, HUNGARY, Right, Sabre , V/15,  D/8,0
8805,2017-474,2,Max-HARTUNG-12611,29,9, GERMANY, Right, Sabre ,Eli-DERSHWITZ-27914,23,1, USA, Left, Sabre , V/15,  D/14,0
8806,2017-394,32,Edoardo-MUNZONE-12125,30,85, ITALY, Right, Epée ,Diego_Alejandro-PACHON_GOMEZ-44187,25,9999999, COLOMBIA, Right, Epée , V/15,  D/2,0
8807,2017-394,32,Udaypaul-CHILANA-44189,20,9999999, USA, Right, Epée ,Alexander-BOGERT-35611,19,9999999, USA, Right, Epée , D/11,  V/15,1
8808,2017-394,32,Froylan_Emanuel-MURRAY_RAMIREZ-27422,26,9999999, NICARAGUA, Right, Epée ,Jeyman-GONZALEZ-31791,24,9999999, GUATEMALA, Right, Epée , V/13,  D/12,0
8809,2017-394,32,Bradley-JOHNSTON_LEYER-24994,29,260, COSTA RICA, Right, Epée ,Savitoz-CHILANA-42485,17,9999999, USA, Right, Epée , V/15,  D/5,0
8810,2017-394,32,Francis-MARCOGLIESE-23612,27,9999999, CANADA, Left, Epée ,Francois-OUIMET-43037,24,488, CANADA, Right, Epée , D/7,  V/15,1
8811,2017-394,32,Julian-GODOY-25132,25,9999999, COSTA RICA, Right, Epée ,Oscar_Eliezer-CISNEROS_RIZO-41596,25,9999999, NICARAGUA, Right, Epée , V/15,  D/7,0
8812,2017-394,32,Alonso-VARGAS_VARGAS-44215,30,9999999, COSTA RICA, Left, Epée ,Arturo_Isaac-DORATI_AMEGLIO-27489,32,114, PANAMA, Left, Epée , D/6,  V/15,1
8813,2017-394,32,Andres_Felipe-RODRIGUEZ_ULLOA-44181,22,534, COLOMBIA, Left, Epée ,Gabriel-MORALES_CASTRO-42257,19,506, COSTA RICA, Left, Epée , V/15,  D/12,0
8814,2017-394,32,David-DOSS-44196,27,9999999, USA, Right, Epée ,Vicente_Antonio-ROJAS_CRUZ-36497,20,9999999, NICARAGUA, Right, Epée , V/15,  D/8,0
8815,2017-394,32,Pablo_Stefan-AGUERO_GONZALES-27745,29,466, COSTA RICA, Right, Epée ,Severin-DE_SEPIBUS-5956,35,364, SWITZERLAND, Right, Epée , V/15,  D/13,0
8816,2017-394,32,Moises-HERNANDEZ-31719,23,338, GUATEMALA, Right, Epée ,Nicolas-OSPINA_PEREZ-33728,20,563, COSTA RICA, Right, Epée , V/15,  D/4,0
8817,2017-394,32,Flavio_Roberto-PAGUAGA_AGUILAR-27617,26,9999999, NICARAGUA, Right, Foil ,Daniel-TUERKIS-21797,32,492, GERMANY, Right, Foil , D/12,  V/15,1
8818,2017-394,16,Edoardo-MUNZONE-12125,30,85, ITALY, Right, Epée ,Alexander-BOGERT-35611,19,9999999, USA, Right, Epée , V/15,  D/7,0
8819,2017-394,16,Bradley-JOHNSTON_LEYER-24994,29,260, COSTA RICA, Right, Epée ,Francois-OUIMET-43037,24,488, CANADA, Right, Epée , V/15,  D/11,0
8820,2017-394,16,Julian-GODOY-25132,25,9999999, COSTA RICA, Right, Epée ,Arturo_Isaac-DORATI_AMEGLIO-27489,32,114, PANAMA, Left, Epée , D/7,  V/15,1
8821,2017-394,16,Jose-QUIROS-39272,22,478, PANAMA, Right, Epée ,Daniel-CAPALDO-24663,31,579, SWITZERLAND, Right, Epée , V/5,  D/4,0
8822,2017-394,16,David-DOSS-44196,27,9999999, USA, Right, Epée ,Pablo_Stefan-AGUERO_GONZALES-27745,29,466, COSTA RICA, Right, Epée , V/15,  D/9,0
8823,2017-394,16,Moises-HERNANDEZ-31719,23,338, GUATEMALA, Right, Epée ,Daniel-TUERKIS-21797,32,492, GERMANY, Right, Foil , D/9,  V/12,1
8824,2017-394,8,Bradley-JOHNSTON_LEYER-24994,29,260, COSTA RICA, Right, Epée ,Arturo_Isaac-DORATI_AMEGLIO-27489,32,114, PANAMA, Left, Epée , D/11,  V/15,1
8825,2017-394,8,David-DOSS-44196,27,9999999, USA, Right, Epée ,Daniel-TUERKIS-21797,32,492, GERMANY, Right, Foil , D/8,  V/15,1
8826,2017-394,4,Edoardo-MUNZONE-12125,30,85, ITALY, Right, Epée ,Arturo_Isaac-DORATI_AMEGLIO-27489,32,114, PANAMA, Left, Epée , V/15,  D/8,0
8827,2017-486,32,Rosina-STANISLAVOVA-32095,43,9999999, BULGARIA, Right, Epée ,Ekaterina-LULEVA-44240,16,9999999, BULGARIA, Right, Epée , V/15,  D/7,0
8828,2017-486,32,Stephanie-BIEBER-26490,27,600, GERMANY, Right, Epée ,Ipek-AKSIN-36782,22,758, TURKEY, Right, Epée , V/15,  D/13,0
8829,2017-486,32,Trayana-HRISTOVA-44236,16,9999999, BULGARIA, Right, Epée ,Marta-MOSCOVA-42562,19,9999999, BULGARIA, Left, Epée , V/13,  D/12,0
8830,2017-486,32,Desislava-SIMEONOVA-1903,33,9999999, BULGARIA, Right, Epée ,Anna_Lea-ULM-29996,25,9999999, GERMANY, Right, Epée , D/11,  V/15,1
8831,2017-486,16,Monika-SOZANSKA-5472,35,75, GERMANY, Right, Epée ,Rosina-STANISLAVOVA-32095,43,9999999, BULGARIA, Right, Epée , V/15,  D/5,0
8832,2017-486,16,Marina-BOCHENKOVA-37047,19,9999999, USA, Right, Epée ,Gokce-GUNAC-10760,32,9999999, TURKEY, Right, Epée , D/12,  V/15,1
8833,2017-486,16,Stephanie-BIEBER-26490,27,600, GERMANY, Right, Epée ,Maria_Victoria-RAMOS-27710,25,599, COLOMBIA, Right, Epée , D/9,  V/15,1
8834,2017-486,16,Fani-VARVERI-20708,32,570, GREECE, Right, Epée ,Trayana-HRISTOVA-44236,16,9999999, BULGARIA, Right, Epée , V/15,  D/8,0
8835,2017-486,16,Dilara-UNAL-30669,22,9999999, TURKEY, Right, Epée ,Ida-KAMENISCAKOVA-36251,35,389, SLOVAKIA, Right, Epée , V/15,  D/13,0
8836,2017-486,16,Maia-GUCHMAZOVA-44198,27,135, GEORGIA, Right, Epée ,Maria_De_Los_Angeles-JARAMILLO_QUEVEDO-40292,17,590, COLOMBIA, Right, Epée , V/15,  D/10,0
8837,2017-486,16,Anna_Lea-ULM-29996,25,9999999, GERMANY, Right, Epée ,Pauline-BRUNNER-26244,24,58, SWITZERLAND, Left, Epée , D/8,  V/15,1
8838,2017-486,8,Monika-SOZANSKA-5472,35,75, GERMANY, Right, Epée ,Gokce-GUNAC-10760,32,9999999, TURKEY, Right, Epée , V/15,  D/8,0
8839,2017-486,8,Fani-VARVERI-20708,32,570, GREECE, Right, Epée ,Dilara-UNAL-30669,22,9999999, TURKEY, Right, Epée , D/14,  V/15,1
8840,2017-486,8,Maia-GUCHMAZOVA-44198,27,135, GEORGIA, Right, Epée ,Pauline-BRUNNER-26244,24,58, SWITZERLAND, Left, Epée , D/9,  V/15,1
8841,2017-486,4,Dilara-UNAL-30669,22,9999999, TURKEY, Right, Epée ,Pauline-BRUNNER-26244,24,58, SWITZERLAND, Left, Epée , D/6,  V/15,1
8842,2017-486,2,Monika-SOZANSKA-5472,35,75, GERMANY, Right, Epée ,Pauline-BRUNNER-26244,24,58, SWITZERLAND, Left, Epée , D/14,  V/15,1
8843,2017-111,32,Sangyoung-PARK-31102,23,3, KOREA, Right, Epée ,Andras-REDLI-4202,35,58, HUNGARY, Right, Epée , V/15,  D/11,0
8844,2017-111,32,Mathias-BIABIANY-31940,24,221, FRANCE, Left, Epée ,Marco-FICHERA-24097,25,21, ITALY, Right, Epée , D/4,  V/15,1
8845,2017-111,32,Nikolai-NOVOSJOLOV-2620,38,10, ESTONIA, Right, Epée ,Ruben-LIMARDO_GASCON-10222,33,4, VENEZUELA, Left, Epée , V/15,  D/8,0
8846,2017-111,32,Matteo-TAGLIARIOL-4701,36,227, ITALY, Right, Epée ,Benjamin-STEFFEN-6086,36,25, SWITZERLAND, Left, Epée , V/15,  D/9,0
8847,2017-111,32,Ievgen-MYRGORODSKYI-10556,32,335, UKRAINE, Right, Epée ,Sergey-KHODOS-13869,32,22, RUSSIA, Right, Epée , D/10,  V/14,1
8848,2017-111,32,Lorenzo-BUZZI-26539,24,152, ITALY, Right, Epée ,Koki-KANO-34385,21,9, JAPAN, Right, Epée , D/13,  V/14,1
8849,2017-111,32,Hongjie-SONG-42066,22,96, CHINA, Left, Epée ,Ronan-GUSTIN-23021,31,31, FRANCE, Right, Epée , D/13,  V/15,1
8850,2017-111,32,Sten-PRIINITS-9367,31,76, ESTONIA, Right, Epée ,Alexandre-BLASZYCK-12425,31,341, FRANCE, Right, Epée , D/7,  V/15,1
8851,2017-111,32,Anatolii-HEREY-15354,29,148, UKRAINE, Right, Epée ,Jacob-HOYLE-42751,24,26, USA, Left, Epée , D/9,  V/15,1
8852,2017-111,32,Jinsun-JUNG-4958,34,5, KOREA, Right, Epée ,Vadim-ANOKHIN-22390,27,34, RUSSIA, Right, Epée , D/8,  V/15,1
8853,2017-111,32,Karol-KOSTKA-5397,32,169, POLAND, Right, Epée ,Ryosuke-NARITA-32523,24,9999999, JAPAN, Right, Epée , V/15,  D/11,0
8854,2017-111,32,Igor-REIZLIN-6433,34,72, UKRAINE, Right, Epée ,Kazuyasu-MINOBE-20488,31,8, JAPAN, Left, Epée , D/10,  V/11,1
8855,2017-111,32,Enrico-GAROZZO-15163,29,32, ITALY, Right, Epée ,Peter-SOMFAI-4212,38,126, HUNGARY, Right, Epée , V/15,  D/12,0
8856,2017-111,32,Paolo-PIZZO-4633,35,37, ITALY, Right, Epée ,Daniel-JERENT-22557,27,17, FRANCE, Right, Epée , D/11,  V/15,1
8857,2017-111,32,Virgile-MARCHAL-17746,28,283, FRANCE, Right, Epée ,Bas-VERWIJLEN-5250,35,19, NETHERLANDS, Right, Epée , V/14,  D/13,0
8858,2017-111,32,Grigori-BESKIN-7227,31,68, ISRAEL, Right, Epée ,Yannick-BOREL-19856,30,1, FRANCE, Right, Epée , D/14,  V/15,1
8859,2017-111,16,Sangyoung-PARK-31102,23,3, KOREA, Right, Epée ,Marco-FICHERA-24097,25,21, ITALY, Right, Epée , D/9,  V/15,1
8860,2017-111,16,Nikolai-NOVOSJOLOV-2620,38,10, ESTONIA, Right, Epée ,Matteo-TAGLIARIOL-4701,36,227, ITALY, Right, Epée , V/15,  D/14,0
8861,2017-111,16,Sergey-KHODOS-13869,32,22, RUSSIA, Right, Epée ,Koki-KANO-34385,21,9, JAPAN, Right, Epée , D/12,  V/15,1
8862,2017-111,16,Ronan-GUSTIN-23021,31,31, FRANCE, Right, Epée ,Alexandre-BLASZYCK-12425,31,341, FRANCE, Right, Epée , V/15,  D/12,0
8863,2017-111,16,Jacob-HOYLE-42751,24,26, USA, Left, Epée ,Vadim-ANOKHIN-22390,27,34, RUSSIA, Right, Epée , D/14,  V/15,1
8864,2017-111,16,Karol-KOSTKA-5397,32,169, POLAND, Right, Epée ,Kazuyasu-MINOBE-20488,31,8, JAPAN, Left, Epée , V/15,  D/6,0
8865,2017-111,16,Enrico-GAROZZO-15163,29,32, ITALY, Right, Epée ,Daniel-JERENT-22557,27,17, FRANCE, Right, Epée , D/14,  V/15,1
8866,2017-111,16,Virgile-MARCHAL-17746,28,283, FRANCE, Right, Epée ,Yannick-BOREL-19856,30,1, FRANCE, Right, Epée , D/10,  V/15,1
8867,2017-111,8,Marco-FICHERA-24097,25,21, ITALY, Right, Epée ,Nikolai-NOVOSJOLOV-2620,38,10, ESTONIA, Right, Epée , V/15,  D/10,0
8868,2017-111,8,Koki-KANO-34385,21,9, JAPAN, Right, Epée ,Ronan-GUSTIN-23021,31,31, FRANCE, Right, Epée , V/15,  D/14,0
8869,2017-111,8,Vadim-ANOKHIN-22390,27,34, RUSSIA, Right, Epée ,Karol-KOSTKA-5397,32,169, POLAND, Right, Epée , D/12,  V/15,1
8870,2017-111,8,Daniel-JERENT-22557,27,17, FRANCE, Right, Epée ,Yannick-BOREL-19856,30,1, FRANCE, Right, Epée , D/13,  V/15,1
8871,2017-111,4,Marco-FICHERA-24097,25,21, ITALY, Right, Epée ,Koki-KANO-34385,21,9, JAPAN, Right, Epée , V/15,  D/10,0
8872,2017-111,4,Karol-KOSTKA-5397,32,169, POLAND, Right, Epée ,Yannick-BOREL-19856,30,1, FRANCE, Right, Epée , D/9,  V/15,1
8873,2017-111,2,Marco-FICHERA-24097,25,21, ITALY, Right, Epée ,Yannick-BOREL-19856,30,1, FRANCE, Right, Epée , V/15,  D/12,0
8874,2017-471,32,Yana-EGORIAN-25208,25,6, RUSSIA, Left, Sabre ,Valeriya-BOLSHAKOVA-29188,23,129, RUSSIA, Left, Sabre , V/15,  D/12,0
8875,2017-471,32,Bianca-PASCU-9283,30,5, ROMANIA, Right, Sabre ,Laura-REGUIGNE-22078,26,180, FRANCE, Right, Sabre , V/15,  D/3,0
8876,2017-471,32,Rossella-GREGORIO-15098,28,12, ITALY, Left, Sabre ,Iryna-SHCHUKLA-28351,23,44, TURKEY, Right, Sabre , V/15,  D/8,0
8877,2017-471,32,Charleine-TAILLANDIER-18448,27,105, FRANCE, Right, Sabre ,Ibtihaj-MUHAMMAD-22258,33,9999999, USA, Right, Sabre , V/15,  D/12,0
8878,2017-471,32,Charlotte-LEMBACH-13452,30,17, FRANCE, Right, Sabre ,Lucia-MARTIN_PORTUGUES-10145,28,34, SPAIN, Right, Sabre , D/6,  V/15,1
8879,2017-471,32,Liza-PUSZTAI-39147,17,16, HUNGARY, Right, Sabre ,Martina-CRISCIO-26008,24,15, ITALY, Left, Sabre , D/11,  V/15,1
8880,2017-471,32,Saoussen-BOUDIAF-26533,25,53, FRANCE, Right, Sabre ,Nora-GARAM-17965,28,400, HUNGARY, Right, Sabre , V/15,  D/8,0
8881,2017-471,32,Dina-GALIAKBAROVA-21815,27,88, RUSSIA, Right, Sabre ,Olga-KHARLAN-13715,28,1, UKRAINE, Right, Sabre , D/8,  V/15,1
8882,2017-471,32,Manon-BRUNET-30542,22,11, FRANCE, Right, Sabre ,Caroline-QUEROLI-33874,20,32, FRANCE, Right, Sabre , V/15,  D/12,0
8883,2017-471,32,Sara-BALZER-29003,23,127, FRANCE, Left, Sabre ,Alejandra_Jhonay-BENITEZ_ROMERO-8745,38,46, VENEZUELA, Right, Sabre , D/14,  V/15,1
8884,2017-471,32,Malgorzata-KOZACZUK-10286,30,38, POLAND, Left, Sabre ,Yana-OBVINTSEVA-29189,23,144, RUSSIA, Right, Sabre , V/15,  D/7,0
