TABLEU,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,WINNER
16,21,32, ITALY, Right, Foil ,22,729, RUSSIA, Right, Foil ,0
16,21,24, JAPAN, Right, Foil ,20,732, ITALY, Right, Foil ,0
16,21,180, FRANCE, Right, Foil ,22,264, JAPAN, Right, Foil ,0
16,22,53, HUNGARY, Left, Foil ,23,9999999, SLOVAKIA, Right, Foil ,0
16,23,9999999, FRANCE, Right, Foil ,23,660, EGYPT, Right, Foil ,0
16,22,35, JAPAN, Left, Foil ,23,244, RUSSIA, Left, Foil ,0
8,23,34, ITALY, Right, Foil ,23,9999999, ITALY, Right, Foil ,0
8,21,32, ITALY, Right, Foil ,21,24, JAPAN, Right, Foil ,0
8,21,180, FRANCE, Right, Foil ,22,53, HUNGARY, Left, Foil ,0
8,23,9999999, FRANCE, Right, Foil ,22,35, JAPAN, Left, Foil ,1
4,23,34, ITALY, Right, Foil ,21,32, ITALY, Right, Foil ,1
4,21,180, FRANCE, Right, Foil ,22,35, JAPAN, Left, Foil ,1
2,21,32, ITALY, Right, Foil ,22,35, JAPAN, Left, Foil ,1
32,27,9999999, GREAT BRITAIN, Right, Foil ,20,9999999, TURKEY, Right, Foil ,0
32,33,369, CANADA, Right, Foil ,25,132, AUSTRALIA, Right, Sabre ,1
32,27,9999999, RUSSIA, Right, Foil ,27,597, GREAT BRITAIN, Left, Foil ,1
32,24,542, GREAT BRITAIN, Right, Foil ,22,744, TURKEY, Left, Foil ,1
32,25,322, TURKEY, Right, Foil ,19,9999999, TURKEY, Right, Foil ,0
32,22,9999999, TURKEY, Right, Foil ,23,9999999, SLOVAKIA, Right, Foil ,1
32,29,384, GREAT BRITAIN, Left, Foil ,22,9999999, TURKEY, Right, Foil ,0
32,20,336, TURKEY, Right, Foil ,30,31, TURKEY, Right, Foil ,1
32,29,365, AUSTRIA, Right, Foil ,55,9999999, TURKEY, Right, Foil ,0
32,24,9999999, PORTUGAL, Right, Foil ,24,9999999, ITALY, Right, Foil ,1
32,21,747, TURKEY, Right, Foil ,24,9999999, PORTUGAL, Right, Foil ,0
32,21,9999999, TURKEY, Right, Foil ,22,9999999, RUSSIA, Left, Foil ,1
32,24,9999999, ITALY, Right, Foil ,21,9999999, TURKEY, Right, Foil ,0
32,19,9999999, TURKEY, Right, Foil ,28,168, KUWAIT, Right, Foil ,1
32,22,753, TURKEY, Right, Foil ,23,9999999, TURKEY, Right, Foil ,1
32,23,9999999, SLOVAKIA, Right, Foil ,23,9999999, ITALY, Right, Foil ,1
16,27,9999999, GREAT BRITAIN, Right, Foil ,25,132, AUSTRALIA, Right, Sabre ,0
16,27,597, GREAT BRITAIN, Left, Foil ,22,744, TURKEY, Left, Foil ,1
16,25,322, TURKEY, Right, Foil ,23,9999999, SLOVAKIA, Right, Foil ,0
16,29,384, GREAT BRITAIN, Left, Foil ,30,31, TURKEY, Right, Foil ,1
16,29,365, AUSTRIA, Right, Foil ,24,9999999, ITALY, Right, Foil ,1
16,21,747, TURKEY, Right, Foil ,22,9999999, RUSSIA, Left, Foil ,1
16,24,9999999, ITALY, Right, Foil ,28,168, KUWAIT, Right, Foil ,1
16,23,9999999, TURKEY, Right, Foil ,23,9999999, ITALY, Right, Foil ,1
8,27,9999999, GREAT BRITAIN, Right, Foil ,22,744, TURKEY, Left, Foil ,1
8,25,322, TURKEY, Right, Foil ,30,31, TURKEY, Right, Foil ,0
8,24,9999999, ITALY, Right, Foil ,22,9999999, RUSSIA, Left, Foil ,0
8,28,168, KUWAIT, Right, Foil ,23,9999999, ITALY, Right, Foil ,0
4,22,744, TURKEY, Left, Foil ,25,322, TURKEY, Right, Foil ,1
4,24,9999999, ITALY, Right, Foil ,28,168, KUWAIT, Right, Foil ,0
2,25,322, TURKEY, Right, Foil ,24,9999999, ITALY, Right, Foil ,1
32,19,9999999, TURKEY, Right, Foil ,20,9999999, TURKEY, Right, Foil ,0
32,18,9999999, TURKEY, Right, Foil ,18,9999999, TURKEY, Right, Foil ,0
16,21,106, SLOVAKIA, Right, Foil ,19,9999999, TURKEY, Right, Foil ,0
16,41,313, FINLAND, Right, Foil ,24,275, SLOVAKIA, Right, Foil ,1
16,23,9999999, TURKEY, Right, Foil ,23,9999999, TURKEY, Right, Foil ,0
16,42,9999999, GREAT BRITAIN, Right, Foil ,29,9999999, TURKEY, Left, Foil ,1
16,25,9999999, BRAZIL, Right, Foil ,20,9999999, TURKEY, Right, Foil ,0
16,19,9999999, TURKEY, Right, Foil ,30,314, GREAT BRITAIN, Right, Foil ,1
16,23,9999999, TURKEY, Right, Foil ,22,9999999, TURKEY, Right, Foil ,0
16,18,9999999, TURKEY, Right, Foil ,25,61, TURKEY, Right, Foil ,1
8,21,106, SLOVAKIA, Right, Foil ,24,275, SLOVAKIA, Right, Foil ,1
8,23,9999999, TURKEY, Right, Foil ,29,9999999, TURKEY, Left, Foil ,1
8,25,9999999, BRAZIL, Right, Foil ,30,314, GREAT BRITAIN, Right, Foil ,0
8,23,9999999, TURKEY, Right, Foil ,25,61, TURKEY, Right, Foil ,1
4,24,275, SLOVAKIA, Right, Foil ,29,9999999, TURKEY, Left, Foil ,0
4,25,9999999, BRAZIL, Right, Foil ,25,61, TURKEY, Right, Foil ,1
2,24,275, SLOVAKIA, Right, Foil ,25,61, TURKEY, Right, Foil ,1
32,24,9999999, GERMANY, Left, Epée ,22,80, HUNGARY, Left, Epée ,1
32,28,44, FRANCE, Right, Epée ,29,148, UKRAINE, Right, Epée ,1
32,40,9999999, FRANCE, Left, Epée ,31,16, KOREA, Right, Epée ,1
32,36,25, SWITZERLAND, Left, Epée ,33,225, SWITZERLAND, Right, Epée ,1
32,36,119, CZECH REPUBLIC, Right, Epée ,30,110, HUNGARY, Right, Epée ,0
32,47,9999999, FRANCE, Left, Epée ,39,9999999, GERMANY, Right, Epée ,1
32,38,10, ESTONIA, Right, Epée ,37,887, CANADA, Right, Epée ,0
32,31,31, FRANCE, Right, Epée ,29,50, FINLAND, Left, Epée ,0
32,29,32, ITALY, Right, Epée ,38,9999999, LATVIA, Right, Epée ,0
32,31,326, HUNGARY, Right, Epée ,32,9999999, RUSSIA, Left, Epée ,1
32,34,5, KOREA, Right, Epée ,44,9999999, HUNGARY, Left, Epée ,0
32,27,34, RUSSIA, Right, Epée ,34,9999999, FRANCE, Left, Epée ,1
32,33,9999999, CHINA, Right, Epée ,34,18, KOREA, Right, Epée ,1
32,35,37, ITALY, Right, Epée ,28,283, FRANCE, Right, Epée ,0
32,38,397, UKRAINE, Right, Epée ,36,9999999, FRANCE, Right, Epée ,1
16,22,80, HUNGARY, Left, Epée ,29,148, UKRAINE, Right, Epée ,1
16,31,16, KOREA, Right, Epée ,33,225, SWITZERLAND, Right, Epée ,1
16,36,119, CZECH REPUBLIC, Right, Epée ,39,9999999, GERMANY, Right, Epée ,1
16,38,10, ESTONIA, Right, Epée ,31,31, FRANCE, Right, Epée ,1
16,29,32, ITALY, Right, Epée ,32,9999999, RUSSIA, Left, Epée ,0
16,34,5, KOREA, Right, Epée ,34,9999999, FRANCE, Left, Epée ,1
16,35,37, ITALY, Right, Epée ,36,9999999, FRANCE, Right, Epée ,0
8,29,148, UKRAINE, Right, Epée ,33,225, SWITZERLAND, Right, Epée ,1
8,39,9999999, GERMANY, Right, Epée ,31,31, FRANCE, Right, Epée ,0
8,29,32, ITALY, Right, Epée ,34,9999999, FRANCE, Left, Epée ,1
4,33,225, SWITZERLAND, Right, Epée ,39,9999999, GERMANY, Right, Epée ,1
4,34,9999999, FRANCE, Left, Epée ,35,37, ITALY, Right, Epée ,0
2,39,9999999, GERMANY, Right, Epée ,34,9999999, FRANCE, Left, Epée ,1
32,35,344, FINLAND, Right, Epée ,28,742, NORWAY, Right, Epée ,1
32,24,163, BRAZIL, Right, Epée ,25,9999999, SWEDEN, Right, Epée ,0
32,29,9999999, BRAZIL, Right, Epée ,27,9999999, GERMANY, Right, Epée ,1
32,30,292, GERMANY, Left, Epée ,26,9999999, CROATIA, Right, Epée ,0
32,25,329, ESTONIA, Right, Epée ,33,9999999, FINLAND, Right, Epée ,1
32,24,9999999, ITALY, Right, Epée ,24,770, SWEDEN, Right, Epée ,0
32,47,9999999, LITHUANIA, Right, Epée ,24,144, POLAND, Left, Epée ,0
32,27,9999999, BRAZIL, Right, Epée ,47,667, SERBIA, Right, Epée ,0
32,30,9999999, SWEDEN, Left, Epée ,26,218, FINLAND, Right, Epée ,0
32,28,9999999, DENMARK, Right, Epée ,27,9999999, GERMANY, Left, Epée ,1
32,24,549, PORTUGAL, Right, Epée ,30,9999999, ITALY, Right, Epée ,1
32,26,9999999, GERMANY, Right, Epée ,25,9999999, GERMANY, Left, Epée ,0
32,24,83, VENEZUELA, Right, Epée ,31,105, LUXEMBOURG, Left, Epée ,1
32,40,9999999, DENMARK, Right, Epée ,27,743, FINLAND, Right, Epée ,1
16,24,163, BRAZIL, Right, Epée ,27,9999999, GERMANY, Right, Epée ,1
16,30,292, GERMANY, Left, Epée ,33,9999999, FINLAND, Right, Epée ,0
16,24,9999999, ITALY, Right, Epée ,47,9999999, LITHUANIA, Right, Epée ,1
16,27,9999999, BRAZIL, Right, Epée ,30,9999999, SWEDEN, Left, Epée ,1
16,27,9999999, GERMANY, Left, Epée ,30,9999999, ITALY, Right, Epée ,1
16,26,9999999, GERMANY, Right, Epée ,32,9999999, VENEZUELA, Right, Foil ,0
16,31,105, LUXEMBOURG, Left, Epée ,27,743, FINLAND, Right, Epée ,1
8,28,742, NORWAY, Right, Epée ,27,9999999, GERMANY, Right, Epée ,0
8,30,292, GERMANY, Left, Epée ,47,9999999, LITHUANIA, Right, Epée ,0
8,30,9999999, SWEDEN, Left, Epée ,30,9999999, ITALY, Right, Epée ,1
8,26,9999999, GERMANY, Right, Epée ,27,743, FINLAND, Right, Epée ,0
4,28,742, NORWAY, Right, Epée ,30,292, GERMANY, Left, Epée ,1
4,30,9999999, ITALY, Right, Epée ,26,9999999, GERMANY, Right, Epée ,0
2,30,292, GERMANY, Left, Epée ,30,9999999, ITALY, Right, Epée ,1
32,33,4, VENEZUELA, Left, Epée ,21,316, DENMARK, Left, Epée ,0
32,26,222, GREECE, Right, Foil ,26,9999999, BELARUS, Right, Epée ,1
32,22,833, VENEZUELA, Right, Epée ,31,40, VENEZUELA, Right, Epée ,1
32,25,82, POLAND, Right, Epée ,27,9999999, SPAIN, Right, Epée ,1
32,31,254, PORTUGAL, Left, Epée ,32,114, PANAMA, Left, Epée ,0
32,21,9999999, DENMARK, Right, Epée ,26,9999999, USA, Right, Epée ,0
32,22,87, VENEZUELA, Right, Epée ,25,171, PORTUGAL, Left, Epée ,1
32,30,173, PORTUGAL, Right, Epée ,37,9999999, FINLAND, Right, Epée ,0
32,27,9999999, GREAT BRITAIN, Right, Epée ,24,9999999, FINLAND, Right, Epée ,1
32,34,9999999, HUNGARY, Right, Epée ,26,477, SWEDEN, Left, Epée ,1
32,41,900, SWEDEN, Right, Epée ,25,9999999, DENMARK, Right, Epée ,0
32,24,9999999, TURKEY, Right, Epée ,34,9999999, LITHUANIA, Right, Epée ,1
32,25,344, POLAND, Right, Epée ,34,9999999, BRAZIL, Right, Epée ,1
16,33,4, VENEZUELA, Left, Epée ,33,125, BRAZIL, Right, Epée ,0
16,26,9999999, BELARUS, Right, Epée ,31,40, VENEZUELA, Right, Epée ,1
16,27,9999999, SPAIN, Right, Epée ,31,254, PORTUGAL, Left, Epée ,1
16,21,9999999, DENMARK, Right, Epée ,25,171, PORTUGAL, Left, Epée ,1
16,30,173, PORTUGAL, Right, Epée ,24,9999999, FINLAND, Right, Epée ,0
16,41,900, SWEDEN, Right, Epée ,34,9999999, LITHUANIA, Right, Epée ,0
16,34,9999999, BRAZIL, Right, Epée ,31,659, VENEZUELA, Right, Epée ,1
8,33,4, VENEZUELA, Left, Epée ,31,40, VENEZUELA, Right, Epée ,1
8,31,254, PORTUGAL, Left, Epée ,25,171, PORTUGAL, Left, Epée ,0
8,41,900, SWEDEN, Right, Epée ,31,659, VENEZUELA, Right, Epée ,1
4,31,40, VENEZUELA, Right, Epée ,31,254, PORTUGAL, Left, Epée ,1
32,20,9999999, DENMARK, Right, Epée ,23,82, ITALY, Right, Epée ,1
32,21,164, FRANCE, Right, Epée ,22,216, GERMANY, Right, Epée ,0
32,23,50, POLAND, Right, Epée ,23,288, SWITZERLAND, Left, Epée ,1
32,23,9999999, FRANCE, Right, Epée ,22,97, ITALY, Left, Epée ,1
32,23,143, GERMANY, Right, Epée ,22,89, RUSSIA, Left, Epée ,1
32,21,9999999, FRANCE, Right, Epée ,21,9999999, ITALY, Right, Epée ,0
32,23,109, GERMANY, Right, Epée ,23,95, HUNGARY, Left, Epée ,0
32,21,9999999, GREAT BRITAIN, Right, Epée ,21,9999999, POLAND, Right, Epée ,1
32,23,9999999, GREAT BRITAIN, Right, Epée ,22,274, FINLAND, Right, Epée ,0
32,23,9999999, GERMANY, Left, Epée ,23,9999999, ITALY, Right, Epée ,1
32,21,103, UKRAINE, Left, Epée ,21,74, POLAND, Right, Epée ,0
32,23,9999999, USA, Right, Epée ,23,10, FRANCE, Right, Epée ,1
32,22,66, ITALY, Right, Epée ,23,621, RUSSIA, Right, Epée ,1
32,22,202, USA, Right, Epée ,23,712, ITALY, Right, Epée ,0
32,21,9999999, ITALY, Right, Epée ,23,300, GERMANY, Right, Epée ,1
32,21,208, GERMANY, Right, Epée ,23,44, POLAND, Left, Epée ,1
16,23,82, ITALY, Right, Epée ,21,164, FRANCE, Right, Epée ,0
16,23,288, SWITZERLAND, Left, Epée ,22,97, ITALY, Left, Epée ,1
16,22,89, RUSSIA, Left, Epée ,21,9999999, FRANCE, Right, Epée ,1
16,23,109, GERMANY, Right, Epée ,21,9999999, POLAND, Right, Epée ,1
16,23,9999999, GREAT BRITAIN, Right, Epée ,23,9999999, ITALY, Right, Epée ,1
16,21,103, UKRAINE, Left, Epée ,23,10, FRANCE, Right, Epée ,0
16,23,621, RUSSIA, Right, Epée ,22,202, USA, Right, Epée ,1
16,23,300, GERMANY, Right, Epée ,23,44, POLAND, Left, Epée ,1
8,23,82, ITALY, Right, Epée ,22,97, ITALY, Left, Epée ,0
8,21,9999999, FRANCE, Right, Epée ,21,9999999, POLAND, Right, Epée ,0
8,23,9999999, ITALY, Right, Epée ,21,103, UKRAINE, Left, Epée ,0
8,22,202, USA, Right, Epée ,23,44, POLAND, Left, Epée ,0
4,23,82, ITALY, Right, Epée ,21,9999999, FRANCE, Right, Epée ,0
4,23,9999999, ITALY, Right, Epée ,22,202, USA, Right, Epée ,1
2,23,82, ITALY, Right, Epée ,22,202, USA, Right, Epée ,0
16,19,9999999, EL SALVADOR, Right, Foil ,20,9999999, NICARAGUA, Right, Epée ,0
16,20,511, EL SALVADOR, Right, Epée ,22,9999999, NICARAGUA, Right, Epée ,0
16,22,9999999, EL SALVADOR, Right, Epée ,23,352, COLOMBIA, Right, Epée ,1
16,21,262, EL SALVADOR, Right, Epée ,23,9999999, VENEZUELA, Right, Epée ,1
16,20,563, COSTA RICA, Right, Epée ,18,238, EL SALVADOR, Right, Foil ,1
8,22,156, EL SALVADOR, Right, Epée ,19,9999999, EL SALVADOR, Right, Foil ,0
8,20,511, EL SALVADOR, Right, Epée ,23,352, COLOMBIA, Right, Epée ,1
8,22,747, AUSTRIA, Right, Epée ,23,9999999, VENEZUELA, Right, Epée ,0
8,18,238, EL SALVADOR, Right, Foil ,22,853, COLOMBIA, Right, Epée ,1
4,22,156, EL SALVADOR, Right, Epée ,23,352, COLOMBIA, Right, Epée ,0
4,22,747, AUSTRIA, Right, Epée ,22,853, COLOMBIA, Right, Epée ,0
2,22,156, EL SALVADOR, Right, Epée ,22,747, AUSTRIA, Right, Epée ,0
32,34,9999999, JAPAN, Right, Foil ,29,29, USA, Right, Foil ,1
32,30,39, FRANCE, Right, Foil ,36,41, GERMANY, Right, Foil ,0
32,25,63, ITALY, Right, Foil ,33,9999999, ITALY, Left, Foil ,0
32,24,19, CZECH REPUBLIC, Right, Foil ,35,2, GREAT BRITAIN, Right, Foil ,0
32,29,1, ITALY, Right, Foil ,35,7, ITALY, Left, Foil ,1
32,32,9999999, GERMANY, Right, Foil ,34,9999999, RUSSIA, Left, Foil ,1
32,35,87, POLAND, Right, Foil ,28,13, USA, Right, Foil ,1
32,27,11, FRANCE, Right, Foil ,33,27, KOREA, Right, Foil ,0
32,31,96, KOREA, Right, Foil ,26,4, ITALY, Right, Foil ,1
32,34,9999999, CHINA, Left, Foil ,25,21, FRANCE, Right, Foil ,0
32,29,306, JAPAN, Left, Foil ,29,78, AUSTRIA, Right, Foil ,1
32,30,60, UKRAINE, Left, Foil ,34,9999999, FRANCE, Right, Foil ,0
32,28,102, FRANCE, Right, Foil ,25,3, USA, Left, Foil ,1
32,28,62, FRANCE, Right, Foil ,29,18, KOREA, Left, Foil ,1
32,21,15, HONG KONG, Left, Foil ,34,299, CHINA, Right, Foil ,1
16,29,29, USA, Right, Foil ,30,39, FRANCE, Right, Foil ,0
16,24,19, CZECH REPUBLIC, Right, Foil ,35,7, ITALY, Left, Foil ,1
16,34,9999999, RUSSIA, Left, Foil ,28,13, USA, Right, Foil ,0
16,27,11, FRANCE, Right, Foil ,26,4, ITALY, Right, Foil ,0
16,34,9999999, CHINA, Left, Foil ,29,78, AUSTRIA, Right, Foil ,0
16,30,60, UKRAINE, Left, Foil ,25,3, USA, Left, Foil ,1
16,29,18, KOREA, Left, Foil ,34,299, CHINA, Right, Foil ,1
8,35,7, ITALY, Left, Foil ,34,9999999, RUSSIA, Left, Foil ,0
8,27,11, FRANCE, Right, Foil ,34,9999999, CHINA, Left, Foil ,0
8,25,3, USA, Left, Foil ,34,299, CHINA, Right, Foil ,0
4,27,11, FRANCE, Right, Foil ,25,3, USA, Left, Foil ,1
32,36,43, ITALY, Right, Foil ,29,13, USA, Right, Foil ,0
32,27,12, GERMANY, Right, Foil ,33,9999999, GERMANY, Right, Foil ,1
32,33,9999999, RUSSIA, Left, Foil ,25,47, RUSSIA, Right, Foil ,0
32,37,9999999, POLAND, Right, Foil ,24,3, USA, Right, Foil ,1
32,28,1, RUSSIA, Right, Foil ,29,9999999, RUSSIA, Left, Foil ,0
32,26,50, POLAND, Right, Foil ,24,38, CANADA, Right, Foil ,1
32,34,185, KOREA, Right, Foil ,27,56, FRANCE, Right, Epée ,0
32,41,9999999, UKRAINE, Right, Foil ,26,2, ITALY, Right, Foil ,1
32,29,178, JAPAN, Right, Foil ,24,123, USA, Right, Foil ,0
32,29,9999999, CHINA, Right, Foil ,34,222, ITALY, Left, Foil ,0
32,28,9999999, CHINA, Left, Foil ,44,9999999, ITALY, Right, Foil ,1
32,24,30, FRANCE, Right, Foil ,24,122, FRANCE, Left, Foil ,1
32,36,478, POLAND, Right, Foil ,31,46, RUSSIA, Right, Foil ,1
32,35,27, FRANCE, Right, Foil ,36,270, HUNGARY, Right, Foil ,1
16,36,43, ITALY, Right, Foil ,33,9999999, GERMANY, Right, Foil ,0
16,33,9999999, RUSSIA, Left, Foil ,24,3, USA, Right, Foil ,1
16,28,1, RUSSIA, Right, Foil ,24,38, CANADA, Right, Foil ,0
16,34,185, KOREA, Right, Foil ,26,2, ITALY, Right, Foil ,1
16,28,20, ITALY, Left, Foil ,29,178, JAPAN, Right, Foil ,0
16,29,9999999, CHINA, Right, Foil ,44,9999999, ITALY, Right, Foil ,1
16,24,122, FRANCE, Left, Foil ,31,46, RUSSIA, Right, Foil ,1
8,36,43, ITALY, Right, Foil ,24,3, USA, Right, Foil ,1
8,28,1, RUSSIA, Right, Foil ,26,2, ITALY, Right, Foil ,0
8,28,20, ITALY, Left, Foil ,44,9999999, ITALY, Right, Foil ,0
4,24,3, USA, Right, Foil ,28,1, RUSSIA, Right, Foil ,0
32,21,9999999, POLAND, Right, Foil ,21,106, SLOVAKIA, Right, Foil ,0
32,20,9999999, GERMANY, Left, Foil ,20,96, HUNGARY, Right, Foil ,1
32,22,9999999, ITALY, Right, Foil ,21,66, ITALY, Right, Foil ,0
32,22,93, POLAND, Left, Foil ,23,9999999, RUSSIA, Right, Foil ,0
32,21,154, GREECE, Right, Foil ,19,101, ITALY, Right, Foil ,1
32,22,9999999, ITALY, Right, Foil ,23,194, RUSSIA, Left, Foil ,1
32,23,9999999, GERMANY, Right, Foil ,23,9999999, HUNGARY, Right, Foil ,0
32,22,293, HUNGARY, Right, Foil ,22,129, GERMANY, Right, Foil ,1
32,22,284, POLAND, Right, Foil ,19,6, GERMANY, Left, Foil ,0
32,22,35, ITALY, Right, Foil ,23,9999999, POLAND, Left, Foil ,1
32,22,191, GREAT BRITAIN, Right, Foil ,22,242, ITALY, Right, Foil ,1
32,23,9999999, HUNGARY, Right, Foil ,22,87, GERMANY, Right, Foil ,0
32,23,69, FRANCE, Right, Foil ,21,9999999, RUSSIA, Right, Foil ,0
32,23,9999999, FRANCE, Right, Foil ,20,147, HUNGARY, Right, Foil ,1
32,23,128, FRANCE, Right, Foil ,20,264, ITALY, Left, Foil ,1
32,22,475, FRANCE, Right, Foil ,21,148, POLAND, Right, Foil ,1
16,21,9999999, POLAND, Right, Foil ,20,96, HUNGARY, Right, Foil ,0
16,22,9999999, ITALY, Right, Foil ,22,93, POLAND, Left, Foil ,0
16,19,101, ITALY, Right, Foil ,23,194, RUSSIA, Left, Foil ,1
16,23,9999999, GERMANY, Right, Foil ,22,129, GERMANY, Right, Foil ,1
16,22,284, POLAND, Right, Foil ,23,9999999, POLAND, Left, Foil ,1
16,22,242, ITALY, Right, Foil ,23,9999999, HUNGARY, Right, Foil ,0
16,23,69, FRANCE, Right, Foil ,20,147, HUNGARY, Right, Foil ,0
16,20,264, ITALY, Left, Foil ,21,148, POLAND, Right, Foil ,1
8,21,9999999, POLAND, Right, Foil ,22,9999999, ITALY, Right, Foil ,1
8,23,194, RUSSIA, Left, Foil ,22,129, GERMANY, Right, Foil ,0
8,23,9999999, POLAND, Left, Foil ,22,242, ITALY, Right, Foil ,1
8,23,69, FRANCE, Right, Foil ,21,148, POLAND, Right, Foil ,0
4,22,9999999, ITALY, Right, Foil ,23,194, RUSSIA, Left, Foil ,0
4,22,242, ITALY, Right, Foil ,23,69, FRANCE, Right, Foil ,0
2,22,9999999, ITALY, Right, Foil ,22,242, ITALY, Right, Foil ,1
32,32,9999999, DENMARK, Right, Epée ,21,9999999, DENMARK, Right, Epée ,0
32,26,9999999, DENMARK, Right, Epée ,24,770, SWEDEN, Right, Epée ,1
16,26,9999999, CROATIA, Right, Epée ,40,9999999, DENMARK, Right, Epée ,0
16,30,292, GERMANY, Left, Epée ,28,9999999, NORWAY, Right, Epée ,0
16,32,9999999, DENMARK, Right, Epée ,31,105, LUXEMBOURG, Left, Epée ,1
16,29,9999999, SLOVAKIA, Right, Epée ,24,770, SWEDEN, Right, Epée ,0
16,28,9999999, DENMARK, Right, Epée ,25,9999999, SWEDEN, Right, Epée ,0
16,20,9999999, DENMARK, Right, Epée ,31,9999999, COSTA RICA, Right, Epée ,1
16,21,411, CROATIA, Right, Epée ,22,125, AUSTRIA, Right, Epée ,1
8,28,742, NORWAY, Right, Epée ,26,9999999, CROATIA, Right, Epée ,1
8,30,292, GERMANY, Left, Epée ,31,105, LUXEMBOURG, Left, Epée ,0
8,29,9999999, SLOVAKIA, Right, Epée ,28,9999999, DENMARK, Right, Epée ,1
8,31,9999999, COSTA RICA, Right, Epée ,22,125, AUSTRIA, Right, Epée ,1
4,26,9999999, CROATIA, Right, Epée ,30,292, GERMANY, Left, Epée ,1
4,28,9999999, DENMARK, Right, Epée ,22,125, AUSTRIA, Right, Epée ,1
2,30,292, GERMANY, Left, Epée ,22,125, AUSTRIA, Right, Epée ,1
32,33,29, USA, Left, Sabre ,28,43, JAPAN, Right, Sabre ,0
32,28,34, SPAIN, Right, Sabre ,38,9999999, ITALY, Right, Sabre ,1
32,33,9999999, USA, Right, Sabre ,28,45, USA, Right, Sabre ,1
32,26,152, ITALY, Right, Sabre ,25,6, RUSSIA, Left, Sabre ,1
32,28,9999999, CHINA, Right, Sabre ,29,24, SPAIN, Right, Sabre ,1
32,23,9999999, CHINA, Right, Sabre ,28,12, ITALY, Left, Sabre ,1
32,26,180, FRANCE, Right, Sabre ,33,2, RUSSIA, Right, Sabre ,1
32,35,240, POLAND, Right, Sabre ,30,9, USA, Left, Sabre ,1
32,32,9999999, GREECE, Right, Foil ,31,9999999, USA, Right, Sabre ,0
32,28,63, SPAIN, Right, Sabre ,26,9999999, FRANCE, Right, Sabre ,0
32,29,4, FRANCE, Right, Sabre ,29,82, RUSSIA, Right, Sabre ,1
32,22,13, CHINA, Right, Sabre ,30,17, FRANCE, Right, Sabre ,1
32,36,40, USA, Right, Sabre ,24,9999999, MEXICO, Right, Sabre ,0
32,29,9999999, RUSSIA, Right, Sabre ,29,23, ITALY, Right, Sabre ,0
32,24,115, VENEZUELA, Right, Sabre ,26,9999999, FRANCE, Right, Sabre ,0
32,29,20, GERMANY, Right, Foil ,31,9999999, RUSSIA, Right, Sabre ,0
16,33,29, USA, Left, Sabre ,38,9999999, ITALY, Right, Sabre ,0
16,28,45, USA, Right, Sabre ,25,6, RUSSIA, Left, Sabre ,1
16,29,24, SPAIN, Right, Sabre ,28,12, ITALY, Left, Sabre ,1
16,33,2, RUSSIA, Right, Sabre ,30,9, USA, Left, Sabre ,0
16,32,9999999, GREECE, Right, Foil ,28,63, SPAIN, Right, Sabre ,0
16,29,82, RUSSIA, Right, Sabre ,30,17, FRANCE, Right, Sabre ,1
16,36,40, USA, Right, Sabre ,29,9999999, RUSSIA, Right, Sabre ,0
16,24,115, VENEZUELA, Right, Sabre ,29,20, GERMANY, Right, Foil ,1
8,33,29, USA, Left, Sabre ,25,6, RUSSIA, Left, Sabre ,0
8,28,12, ITALY, Left, Sabre ,33,2, RUSSIA, Right, Sabre ,1
8,32,9999999, GREECE, Right, Foil ,30,17, FRANCE, Right, Sabre ,1
8,36,40, USA, Right, Sabre ,29,20, GERMANY, Right, Foil ,0
4,33,29, USA, Left, Sabre ,33,2, RUSSIA, Right, Sabre ,1
4,30,17, FRANCE, Right, Sabre ,36,40, USA, Right, Sabre ,0
2,33,2, RUSSIA, Right, Sabre ,30,17, FRANCE, Right, Sabre ,0
32,27,9999999, ITALY, Right, Epée ,45,9999999, DENMARK, Right, Epée ,0
32,38,9999999, RUSSIA, Left, Epée ,36,9999999, USA, Right, Epée ,0
32,27,9999999, GERMANY, Right, Epée ,29,260, COSTA RICA, Right, Epée ,1
32,35,9999999, RUSSIA, Right, Epée ,41,9999999, RUSSIA, Right, Epée ,1
32,26,9999999, ITALY, Right, Epée ,30,9999999, DENMARK, Right, Epée ,0
32,51,621, GERMANY, Right, Epée ,26,9999999, ITALY, Right, Epée ,0
32,21,490, DENMARK, Right, Epée ,32,114, PANAMA, Left, Epée ,1
32,21,304, DENMARK, Right, Epée ,25,9999999, DENMARK, Right, Epée ,0
16,30,9999999, SLOVAKIA, Right, Epée ,27,9999999, ITALY, Right, Epée ,0
16,38,9999999, RUSSIA, Left, Epée ,25,171, PORTUGAL, Left, Epée ,0
16,49,9999999, ITALY, Right, Epée ,29,260, COSTA RICA, Right, Epée ,0
16,41,9999999, RUSSIA, Right, Epée ,26,9999999, BELARUS, Right, Epée ,1
16,53,9999999, GERMANY, Right, Epée ,26,9999999, ITALY, Right, Epée ,0
16,26,9999999, DENMARK, Right, Epée ,32,114, PANAMA, Left, Epée ,1
16,21,304, DENMARK, Right, Epée ,21,486, SLOVAKIA, Right, Epée ,1
