,,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON
10011,2017-811,16,Wesley-JOHNSON-33403,21, None, USA, Right, Epée ,Agustin_Adolfo-GUSMAN-37605,20, 275, ARGENTINA, Right, Epée , V/15
10012,2017-811,16,Gabriel-BONAMIGO-32477,19, 973, BRAZIL, Right, Epée ,Alexandre-CAMARGO-34743,19, 98, BRAZIL, Left, Epée , V/15
10013,2017-811,16,Fynn-FAFARD-37376,18, 353, CANADA, Right, Epée ,Oliver-SHINDLER-41369,21, None, USA, Right, Epée , D/11
10014,2017-811,16,Jack-BRADFORD-37602,20, None, USA, Right, Epée ,Leopoldo-GUBERT-37223,18, 449, BRAZIL, Right, Epée , V/15
10015,2017-811,16,Fabrizio-LAZAROTO-34744,19, 249, BRAZIL, Right, Epée ,Loup_Yann-FERRE-26464,21, 888, CANADA, Right, Epée , D/12
10016,2017-811,16,Yordano_De_La_Caridad-SUAREZ_SANTIUSTE-43512,18, None, CUBA, Right, Epée ,Matthew-LITWIN-40239,19, None, CANADA, Right, Epée , V/10
10017,2017-811,16,Aldo-SANCHEZ-43530,20, None, MEXICO, Right, Epée ,Henry-LANGE-41635,20, None, USA, Left, Epée , V/15
10018,2017-811,8,Wesley-JOHNSON-33403,21, None, USA, Right, Epée ,Gabriel-BONAMIGO-32477,19, 973, BRAZIL, Right, Epée , V/15
10019,2017-811,8,Oliver-SHINDLER-41369,21, None, USA, Right, Epée ,Jack-BRADFORD-37602,20, None, USA, Right, Epée , V/15
10020,2017-811,8,Yordano_De_La_Caridad-SUAREZ_SANTIUSTE-43512,18, None, CUBA, Right, Epée ,Aldo-SANCHEZ-43530,20, None, MEXICO, Right, Epée , V/15
10021,2017-811,4,Wesley-JOHNSON-33403,21, None, USA, Right, Epée ,Oliver-SHINDLER-41369,21, None, USA, Right, Epée , V/15
10022,2017-811,2,Wesley-JOHNSON-33403,21, None, USA, Right, Epée ,Yordano_De_La_Caridad-SUAREZ_SANTIUSTE-43512,18, None, CUBA, Right, Epée , V/15
10023,2017-815,32,Khalil-THOMPSON-41737,21, 152, USA, Left, Sabre ,Jose_Luis-BAERGAS_NUNEZ-37181,18, None, PUERTO RICO, Right, Sabre , V/15
10024,2017-815,32,Sergio-ZAMORANO-37156,21, None, CHILE, Right, Sabre ,Camilo_Alfonso-MOSQUERA_BELTRAN-34440,19, 514, COLOMBIA, Right, Sabre , V/15
10025,2017-815,32,Josue-MORALES-39043,21, 516, MEXICO, Right, Sabre ,Ricardo-ALVAREZ-34722,20, 62, CHILE, Right, Sabre , D/5
10026,2017-815,32,Edgar-CARVAJAL-40404,19, None, VENEZUELA, Right, Sabre ,Hunter-MORICZ-32317,19, None, CANADA, Right, Sabre , D/8
10027,2017-815,32,Karol-METRYKA-33383,21, 175, USA, Left, Sabre ,Mario_Daniel-FANG_VALBUENA-34870,20, 500, COLOMBIA, Right, Sabre , V/15
10028,2017-815,32,David-JIMENEZ-37152,17, 621, CHILE, Right, Sabre ,Stefano_Ivan-LUCCHETTI-29223,21, 53, ARGENTINA, Right, Sabre , D/7
10029,2017-815,32,Brandon-ROMO-39052,18, 169, MEXICO, Right, Sabre ,Christian-CRESPO-43342,19, None, VENEZUELA, Right, Sabre , V/15
10030,2017-815,32,Emanuel-ROSARIO_CORREA-40124,18, 221, PUERTO RICO, Right, Sabre ,Calvin-LIANG-30744,21, None, USA, Left, Sabre , D/12
10031,2017-815,32,Pablo-TROCHEZ-31017,20, 155, COLOMBIA, Right, Sabre ,Roberto-MONSALVA-42802,17, 157, CHILE, Right, Sabre , V/15
10032,2017-815,32,Angelo-CHIARA-38774,18, 443, CANADA, Right, Sabre ,Spencer-MCPHEDRAN-31282,20, None, CANADA, Right, Sabre , V/15
10033,2017-815,32,Boris_Daniel-RODRIGUEZ_CASTELLANOS-43489,20, None, CUBA, Right, Sabre ,Rogelio_Jesus-WANTON_CASAMAYOR-43507,21, None, CUBA, Right, Sabre , V/15
10034,2017-815,32,Ramon-GONZALEZ-36060,19, None, MEXICO, Right, Sabre ,Francois-CAUCHON-38863,18, 320, CANADA, Right, Sabre , V/15
10035,2017-815,32,Mikolaj-BAK-31679,21, None, USA, Left, Sabre ,Hender-MEDINA-40430,17, None, VENEZUELA, Right, Sabre , V/15
10036,2017-815,32,Nicolas_Giovanni-GOMEZ_MORENO-42972,20, None, COLOMBIA, Right, Sabre ,Tomas-MACRI-32226,21, None, ARGENTINA, Right, Sabre , D/9
10037,2017-815,32,Angel_Omar-VALDEZ-35976,21, 509, MEXICO, Right, Sabre ,Hansel_Julian-RODRIGUEZ_MARTINEZ-43495,21, 166, CUBA, Right, Sabre , D/7
10038,2017-815,32,Miguel-SUAREZ-43346,18, None, VENEZUELA, Right, Sabre ,Erick-HERNANDEZ_CARDENAS-43531,21, None, CUBA, Right, Sabre , D/5
10039,2017-815,16,Khalil-THOMPSON-41737,21, 152, USA, Left, Sabre ,Sergio-ZAMORANO-37156,21, None, CHILE, Right, Sabre , V/15
10040,2017-815,16,Ricardo-ALVAREZ-34722,20, 62, CHILE, Right, Sabre ,Hunter-MORICZ-32317,19, None, CANADA, Right, Sabre , D/11
10041,2017-815,16,Karol-METRYKA-33383,21, 175, USA, Left, Sabre ,Stefano_Ivan-LUCCHETTI-29223,21, 53, ARGENTINA, Right, Sabre , V/15
10042,2017-815,16,Brandon-ROMO-39052,18, 169, MEXICO, Right, Sabre ,Calvin-LIANG-30744,21, None, USA, Left, Sabre , D/14
10043,2017-815,16,Pablo-TROCHEZ-31017,20, 155, COLOMBIA, Right, Sabre ,Angelo-CHIARA-38774,18, 443, CANADA, Right, Sabre , V/15
10044,2017-815,16,Boris_Daniel-RODRIGUEZ_CASTELLANOS-43489,20, None, CUBA, Right, Sabre ,Ramon-GONZALEZ-36060,19, None, MEXICO, Right, Sabre , D/6
10045,2017-815,16,Mikolaj-BAK-31679,21, None, USA, Left, Sabre ,Tomas-MACRI-32226,21, None, ARGENTINA, Right, Sabre , V/15
10046,2017-815,16,Hansel_Julian-RODRIGUEZ_MARTINEZ-43495,21, 166, CUBA, Right, Sabre ,Erick-HERNANDEZ_CARDENAS-43531,21, None, CUBA, Right, Sabre , V/15
10047,2017-815,8,Khalil-THOMPSON-41737,21, 152, USA, Left, Sabre ,Hunter-MORICZ-32317,19, None, CANADA, Right, Sabre , V/15
10048,2017-815,8,Karol-METRYKA-33383,21, 175, USA, Left, Sabre ,Calvin-LIANG-30744,21, None, USA, Left, Sabre , V/15
10049,2017-815,8,Pablo-TROCHEZ-31017,20, 155, COLOMBIA, Right, Sabre ,Ramon-GONZALEZ-36060,19, None, MEXICO, Right, Sabre , V/15
10050,2017-815,8,Mikolaj-BAK-31679,21, None, USA, Left, Sabre ,Hansel_Julian-RODRIGUEZ_MARTINEZ-43495,21, 166, CUBA, Right, Sabre , D/12
10051,2017-815,4,Khalil-THOMPSON-41737,21, 152, USA, Left, Sabre ,Karol-METRYKA-33383,21, 175, USA, Left, Sabre , V/15
10052,2017-815,4,Pablo-TROCHEZ-31017,20, 155, COLOMBIA, Right, Sabre ,Hansel_Julian-RODRIGUEZ_MARTINEZ-43495,21, 166, CUBA, Right, Sabre , V/15
10053,2017-815,2,Khalil-THOMPSON-41737,21, 152, USA, Left, Sabre ,Pablo-TROCHEZ-31017,20, 155, COLOMBIA, Right, Sabre , V/15
10054,2017-813,32,Erik_Gabriel-VARAS-32569,20, 475, ARGENTINA, Right, Foil ,Karol-RIVERO_VIAMONTES-35407,20, None, CUBA, Left, Foil , D/14
10055,2017-813,32,Carlos_Andres-LEDEZMA_ESPARZA-43388,20, None, ECUADOR, Right, Foil ,Daniel_Andres-MEJIA_RUIZ-36989,20, None, COLOMBIA, Right, Foil , V/15
10056,2017-813,32,Geoffrey-TOURETTE-31783,19, 94, USA, Right, Foil ,Mathias_Xavier-VILLACRESES_BRAVO-40411,18, None, ECUADOR, Right, Foil , V/15
10057,2017-813,32,Samuel-MOELIS-29613,20, 184, USA, Left, Foil ,Cesar-COLON_LOPEZ-40032,16, 167, PUERTO RICO, Right, Foil , V/15
10058,2017-813,32,Brandon-JALOWICA-36823,19, None, CANADA, Right, Foil ,Hector-COVARRUBIAS-37268,20, None, MEXICO, Right, Foil , D/14
10059,2017-813,32,Juvenal-ALARCON-28892,22, 263, CHILE, Left, Foil ,Pedro-MAROSTEGA-30935,21, 644, BRAZIL, Right, Foil , V/15
10060,2017-813,32,Daniel-ZANETTE-30933,21, None, BRAZIL, Left, Foil ,Blake-BROSZUS-39391,18, 146, CANADA, Left, Foil , D/10
10061,2017-813,32,Nick-ITKIN-36441,19, 37, USA, Right, Foil ,Elvis-VIDARRUETA_PEREZ-43493,21, None, CUBA, Right, Foil , V/15
10062,2017-813,32,Bernard-KUNZ_MALAGAMBA-37616,17, 301, MEXICO, Right, Foil ,Adam-NAZARALI-33412,21, None, CANADA, Left, Foil , V/15
10063,2017-813,32,Gustavo-ALARCON-34357,19, 76, CHILE, Right, Foil ,Nicolas-MARINO-39515,19, 216, ARGENTINA, Left, Foil , D/7
10064,2017-813,32,Leopoldo-ALARCON-42942,17, None, CHILE, Left, Foil ,Sebastian_A_-TIRADO-36813,18, 200, PUERTO RICO, Right, Foil , D/5
10065,2017-813,32,Augusto_Antonio-SERVELLO-32232,19, 106, ARGENTINA, Left, Foil ,Alex-CAI-39143,18, 340, CANADA, Right, Foil , V/15
10066,2017-813,32,Angel-RIVERA-34766,19, None, GUATEMALA, Right, Foil ,Carlos_M_-PADUA-34666,20, 166, PUERTO RICO, Right, Foil , D/9
10067,2017-813,32,Juan_Carlos-DELGADO_LLAMAS-37619,18, 403, MEXICO, Left, Foil ,Jose-NARVAEZ_PALIZA-34162,20, None, MEXICO, Right, Foil , D/6
10068,2017-813,32,Andres_Camilo-CAMAYO_ROSERO-34555,19, None, COLOMBIA, Left, Foil ,Sidarth-KUMBLA-35857,20, 72, USA, Right, Foil , D/3
10069,2017-813,16,Karol-RIVERO_VIAMONTES-35407,20, None, CUBA, Left, Foil ,Carlos_Andres-LEDEZMA_ESPARZA-43388,20, None, ECUADOR, Right, Foil , V/15
10070,2017-813,16,Geoffrey-TOURETTE-31783,19, 94, USA, Right, Foil ,Vicente-OTAYZA-35026,18, 86, CHILE, Left, Foil , V/15
10071,2017-813,16,Samuel-MOELIS-29613,20, 184, USA, Left, Foil ,Hector-COVARRUBIAS-37268,20, None, MEXICO, Right, Foil , V/15
10072,2017-813,16,Juvenal-ALARCON-28892,22, 263, CHILE, Left, Foil ,Blake-BROSZUS-39391,18, 146, CANADA, Left, Foil , D/4
10073,2017-813,16,Nick-ITKIN-36441,19, 37, USA, Right, Foil ,Bernard-KUNZ_MALAGAMBA-37616,17, 301, MEXICO, Right, Foil , V/15
10074,2017-813,16,Nicolas-MARINO-39515,19, 216, ARGENTINA, Left, Foil ,Sebastian_A_-TIRADO-36813,18, 200, PUERTO RICO, Right, Foil , V/15
10075,2017-813,16,Augusto_Antonio-SERVELLO-32232,19, 106, ARGENTINA, Left, Foil ,Carlos_M_-PADUA-34666,20, 166, PUERTO RICO, Right, Foil , V/15
10076,2017-813,16,Jose-NARVAEZ_PALIZA-34162,20, None, MEXICO, Right, Foil ,Sidarth-KUMBLA-35857,20, 72, USA, Right, Foil , D/8
10077,2017-813,8,Karol-RIVERO_VIAMONTES-35407,20, None, CUBA, Left, Foil ,Geoffrey-TOURETTE-31783,19, 94, USA, Right, Foil , D/5
10078,2017-813,8,Samuel-MOELIS-29613,20, 184, USA, Left, Foil ,Blake-BROSZUS-39391,18, 146, CANADA, Left, Foil , V/15
10079,2017-813,8,Nick-ITKIN-36441,19, 37, USA, Right, Foil ,Nicolas-MARINO-39515,19, 216, ARGENTINA, Left, Foil , V/15
10080,2017-813,8,Augusto_Antonio-SERVELLO-32232,19, 106, ARGENTINA, Left, Foil ,Sidarth-KUMBLA-35857,20, 72, USA, Right, Foil , D/7
10081,2017-813,4,Geoffrey-TOURETTE-31783,19, 94, USA, Right, Foil ,Samuel-MOELIS-29613,20, 184, USA, Left, Foil , V/15
10082,2017-813,4,Nick-ITKIN-36441,19, 37, USA, Right, Foil ,Sidarth-KUMBLA-35857,20, 72, USA, Right, Foil , V/15
10083,2017-813,2,Geoffrey-TOURETTE-31783,19, 94, USA, Right, Foil ,Nick-ITKIN-36441,19, 37, USA, Right, Foil , V/15
10084,2017-1111,32,Roxana-FERRER_MOREJON-43508,18, None, CUBA, Right, Foil ,Diana-PRECIADO-39086,19, 490, MEXICO, Right, Foil , V/15
10085,2017-1111,32,Sara-CONTRERAS-40453,18, None, MEXICO, Right, Foil ,Andrea-PINEDA-42163,17, None, MEXICO, Right, Foil , V/15
10086,2017-1111,32,Valentina-OLIVERA-34562,19, None, URUGUAY, Right, Foil ,Arantza-INOSTROZA-37252,18, 189, CHILE, Right, Foil , D/4
10087,2017-1111,32,Susanne-HERNANDEZ-41633,17, None, VENEZUELA, Right, Foil ,Lisa-MONTECINOS-42963,16, None, CHILE, Right, Foil , V/15
10088,2017-1111,32,Daphne-BECKER-40427,18, None, BRAZIL, Right, Foil ,Ying-CAO-36820,17, None, CANADA, Right, Foil , D/5
10089,2017-1111,32,Ashley-LO-43155,17, None, USA, Left, None ,Angie_Paola-CASTRO_GONZALEZ-37046,18, None, VENEZUELA, Left, Foil , V/15
10090,2017-1111,32,Athina-GONZALEZ_CIAVARELLA-34527,18, None, ARGENTINA, Right, Foil ,Anabella-ACURERO_GONZALEZ-37044,17, 85, VENEZUELA, Left, Foil , D/10
10091,2017-1111,32,Alondra-HERNANDEZ-39077,18, None, MEXICO, Right, Foil ,Angelica_Maria-GIRAO_RODRIGUEZ-43482,16, None, CUBA, Left, Foil , V/15
10092,2017-1111,32,Sofia-DIAZ_MARTINEZ-43032,18, None, COLOMBIA, Right, Foil ,Katina-PROESTAKIS-39615,16, 485, CHILE, Right, Foil , D/2
10093,2017-1111,32,Haley-KOO-43174,16, None, USA, Right, None ,Maria_Jose-FIGUEREDO_SIERRA-40293,17, None, COLOMBIA, Right, Foil , V/0
10094,2017-1111,32,Juanita-GUALTERO_MOSQUERA-42909,16, None, COLOMBIA, Right, Foil ,Sara_Ann-MARTOS-40223,16, 271, USA, Right, Foil , D/2
10095,2017-1111,32,Gabriela_Del_C_-PADUA-34667,18, 338, PUERTO RICO, Right, Foil ,Wendy_De_La_Caridad-PORTE_MEDINA-43510,17, None, CUBA, Right, None , V/15
10096,2017-1111,16,Paige-LUONG-43073,17, None, USA, Right, Foil ,Roxana-FERRER_MOREJON-43508,18, None, CUBA, Right, Foil , V/15
10097,2017-1111,16,Sara-CONTRERAS-40453,18, None, MEXICO, Right, Foil ,Arantza-INOSTROZA-37252,18, 189, CHILE, Right, Foil , D/6
10098,2017-1111,16,Susanne-HERNANDEZ-41633,17, None, VENEZUELA, Right, Foil ,Ying-CAO-36820,17, None, CANADA, Right, Foil , D/3
10099,2017-1111,16,Ashley-LO-43155,17, None, USA, Left, None ,Karina-LI-33791,18, None, CANADA, Right, Foil , V/13
10100,2017-1111,16,Cynthia-LIU-38647,18, 472, CANADA, Right, Foil ,Anabella-ACURERO_GONZALEZ-37044,17, 85, VENEZUELA, Left, Foil , D/12
10101,2017-1111,16,Alondra-HERNANDEZ-39077,18, None, MEXICO, Right, Foil ,Katina-PROESTAKIS-39615,16, 485, CHILE, Right, Foil , D/5
10102,2017-1111,16,Haley-KOO-43174,16, None, USA, Right, None ,Sara_Ann-MARTOS-40223,16, 271, USA, Right, Foil , D/6
10103,2017-1111,16,Gabriela_Del_C_-PADUA-34667,18, 338, PUERTO RICO, Right, Foil ,Jane-CAULFIELD-36821,17, 307, CANADA, Right, Foil , D/13
10104,2017-1111,8,Paige-LUONG-43073,17, None, USA, Right, Foil ,Arantza-INOSTROZA-37252,18, 189, CHILE, Right, Foil , D/11
10105,2017-1111,8,Ying-CAO-36820,17, None, CANADA, Right, Foil ,Ashley-LO-43155,17, None, USA, Left, None , V/13
10106,2017-1111,8,Anabella-ACURERO_GONZALEZ-37044,17, 85, VENEZUELA, Left, Foil ,Katina-PROESTAKIS-39615,16, 485, CHILE, Right, Foil , D/13
10107,2017-1111,8,Sara_Ann-MARTOS-40223,16, 271, USA, Right, Foil ,Jane-CAULFIELD-36821,17, 307, CANADA, Right, Foil , D/9
10108,2017-1111,4,Arantza-INOSTROZA-37252,18, 189, CHILE, Right, Foil ,Ying-CAO-36820,17, None, CANADA, Right, Foil , D/14
10109,2017-1111,4,Katina-PROESTAKIS-39615,16, 485, CHILE, Right, Foil ,Jane-CAULFIELD-36821,17, 307, CANADA, Right, Foil , V/15
10110,2017-1111,2,Ying-CAO-36820,17, None, CANADA, Right, Foil ,Katina-PROESTAKIS-39615,16, 485, CHILE, Right, Foil , D/7
10111,2017-773,32,Misaki-EMURA-32026,20, 37, JAPAN, Right, Sabre ,Nicole_Sher_Tinn-WEE-35758,18, None, SINGAPORE, Right, Sabre , V/15
10112,2017-773,32,Josna_Christy-JOSE-31538,21, 357, INDIA, Right, Sabre ,Alexandra-HELY-36945,17, None, AUSTRALIA, Right, Sabre , D/14
10113,2017-773,32,Soyeon-YUN-37837,20, 243, KOREA, Right, Sabre ,Lok_Man_Laren-LEUNG-43041,16, None, HONG KONG, Right, Sabre , V/15
10114,2017-773,32,Thi_Hong_Van-NGUYEN-43398,20, None, VIETNAM, Right, Sabre ,Ngai_See_Moriah-MAN-43040,17, 419, HONG KONG, Right, Sabre , D/9
10115,2017-773,32,Yin_Fei-CHAN-37315,18, 104, HONG KONG, Right, Sabre ,Minh_Hang-LE-43399,20, None, VIETNAM, Right, Sabre , V/15
10116,2017-773,32,Ho_Chee-MA-40155,17, None, HONG KONG, Right, Sabre ,Candice_Kar_Hwei-LEE-31047,21, 151, SINGAPORE, Right, Sabre , D/10
10117,2017-773,32,Anastassiya-GULIK-37580,21, None, KAZAKHSTAN, Right, Sabre ,Mireu-LEE-43221,19, None, KOREA, Right, Sabre , D/9
10118,2017-773,32,Thi_Khanh_Linh-PHUNG-43400,17, None, VIETNAM, Right, Sabre ,Tonpan-POKEAW-34943,20, 160, THAILAND, Right, Sabre , V/15
10119,2017-773,32,Aigerim-SARYBAY-32989,21, 143, KAZAKHSTAN, Right, Sabre ,Hasti-ZABIHI-37397,18, None, IRAN, Right, Sabre , V/15
10120,2017-773,32,Yuna-LEE-43222,20, None, KOREA, Right, Sabre ,Yi_Shan-YE-34675,21, 153, CHINESE TAIPEI, Left, Sabre , V/15
10121,2017-773,32,Allaine_Nicole-CORTEY-43465,21, None, PHILIPPINES, Right, Sabre ,Jumi-WAKITA-31867,19, 193, JAPAN, Left, Sabre , D/12
10122,2017-773,32,Ywen-LAU-34821,18, 85, SINGAPORE, Right, Sabre ,Jing_Yun-CHANG-43377,19, None, CHINESE TAIPEI, Right, Sabre , V/15
10123,2017-773,32,Karina-DOSPAY-39246,21, 410, KAZAKHSTAN, Right, Sabre ,Zaynab-DAYIBEKOVA-43131,16, None, UZBEKISTAN, Right, Sabre , V/15
10124,2017-773,32,Gayeong-GIM-43223,21, None, KOREA, Left, Sabre ,Kanae-KOBAYASHI-33997,21, 278, JAPAN, Right, Sabre , V/15
10125,2017-773,32,Aysuliu-USNATDINOVA-43113,18, None, UZBEKISTAN, Right, Sabre ,Ayaka-MUKAE-31866,20, 170, JAPAN, Right, Sabre , D/11
10126,2017-773,16,Misaki-EMURA-32026,20, 37, JAPAN, Right, Sabre ,Alexandra-HELY-36945,17, None, AUSTRALIA, Right, Sabre , V/15
10127,2017-773,16,Soyeon-YUN-37837,20, 243, KOREA, Right, Sabre ,Ngai_See_Moriah-MAN-43040,17, 419, HONG KONG, Right, Sabre , V/15
10128,2017-773,16,Yin_Fei-CHAN-37315,18, 104, HONG KONG, Right, Sabre ,Candice_Kar_Hwei-LEE-31047,21, 151, SINGAPORE, Right, Sabre , V/15
10129,2017-773,16,Mireu-LEE-43221,19, None, KOREA, Right, Sabre ,Thi_Khanh_Linh-PHUNG-43400,17, None, VIETNAM, Right, Sabre , V/15
10130,2017-773,16,Aigerim-SARYBAY-32989,21, 143, KAZAKHSTAN, Right, Sabre ,Jolie_Kar_Yi-LEE-32991,20, 196, SINGAPORE, Right, Sabre , D/11
10131,2017-773,16,Yuna-LEE-43222,20, None, KOREA, Right, Sabre ,Jumi-WAKITA-31867,19, 193, JAPAN, Left, Sabre , V/15
10132,2017-773,16,Ywen-LAU-34821,18, 85, SINGAPORE, Right, Sabre ,Karina-DOSPAY-39246,21, 410, KAZAKHSTAN, Right, Sabre , V/15
10133,2017-773,16,Gayeong-GIM-43223,21, None, KOREA, Left, Sabre ,Ayaka-MUKAE-31866,20, 170, JAPAN, Right, Sabre , D/14
10134,2017-773,8,Misaki-EMURA-32026,20, 37, JAPAN, Right, Sabre ,Soyeon-YUN-37837,20, 243, KOREA, Right, Sabre , D/14
10135,2017-773,8,Yin_Fei-CHAN-37315,18, 104, HONG KONG, Right, Sabre ,Mireu-LEE-43221,19, None, KOREA, Right, Sabre , V/15
10136,2017-773,8,Jolie_Kar_Yi-LEE-32991,20, 196, SINGAPORE, Right, Sabre ,Yuna-LEE-43222,20, None, KOREA, Right, Sabre , D/8
10137,2017-773,8,Ywen-LAU-34821,18, 85, SINGAPORE, Right, Sabre ,Ayaka-MUKAE-31866,20, 170, JAPAN, Right, Sabre , D/8
10138,2017-773,4,Soyeon-YUN-37837,20, 243, KOREA, Right, Sabre ,Yin_Fei-CHAN-37315,18, 104, HONG KONG, Right, Sabre , D/13
10139,2017-773,4,Yuna-LEE-43222,20, None, KOREA, Right, Sabre ,Ayaka-MUKAE-31866,20, 170, JAPAN, Right, Sabre , V/15
10140,2017-773,2,Yin_Fei-CHAN-37315,18, 104, HONG KONG, Right, Sabre ,Yuna-LEE-43222,20, None, KOREA, Right, Sabre , D/14
10141,2017-1110,32,Joaquin-BUSTOS-42505,17, None, CHILE, Right, Epée ,Fernando-TALAMANTES-43484,18, None, MEXICO, Right, Epée , D/8
10142,2017-1110,32,Seraphim-HSIEH_JAROV-38686,17, 908, CANADA, Right, Epée ,Lucae-ORO-43526,18, None, BRAZIL, Right, None , V/15
10143,2017-1110,32,Jose-RODRIGUEZ-43349,16, None, VENEZUELA, Right, Epée ,Carlos-SANUDO-40451,18, 210, MEXICO, Right, Epée , D/10
10144,2017-1110,32,Leopoldo-GUBERT-37223,18, 449, BRAZIL, Right, Epée ,Derek-SMITH_ESTRADA-43318,17, None, URUGUAY, Left, Epée , V/15
10145,2017-1110,32,Luis-CABALLERO-43350,16, None, VENEZUELA, Right, Epée ,Victor_Cheng-JI-41834,17, None, CANADA, Right, Epée , D/7
10146,2017-1110,32,Finn-MILLER-43129,18, 855, USA, Right, Epée ,Pedro-BELISARIO-43337,18, None, VENEZUELA, Right, Epée , V/15
10147,2017-1110,32,Joseph_G_-SANTIAGO_TIRADO-43123,15, None, PUERTO RICO, Right, Epée ,Fynn-FAFARD-37376,18, 353, CANADA, Right, Epée , D/5
10148,2017-1110,32,Eriel-HERNANDEZ_HERNANDEZ-43494,18, None, CUBA, Left, None ,Daniel-URIBE_ARCILA-42991,17, None, COLOMBIA, Right, None , V/15
10149,2017-1110,32,Yordano_De_La_Caridad-SUAREZ_SANTIUSTE-43512,18, None, CUBA, Right, Epée ,Ariel-SOTOLONGO_CUTINO-43483,18, None, CUBA, Right, None , V/9
10150,2017-1110,32,Mariano-MORALES-40444,18, None, MEXICO, Right, None ,Desley-ROMERO_VICTORES-43492,17, None, CUBA, Right, None , V/15
10151,2017-1110,32,Diego-PULIDO-43338,18, None, VENEZUELA, Right, Epée ,Daniel-CAMPBELL-43057,18, None, USA, Left, None , D/10
10152,2017-1110,32,Leandro-SAURI-40452,18, None, MEXICO, Right, Epée ,Simon-LOMBANA_MARTINEZ-43016,16, 435, COLOMBIA, Right, Epée , V/15
10153,2017-1110,32,Pedro-PETRICH-43149,15, None, BRAZIL, Right, None ,Bennett-COHEN-39529,18, None, USA, Right, Epée , D/7
10154,2017-1110,32,Felipe-GONZALEZ-43270,18, None, CHILE, Right, Epée ,Jorge-VALDERRAMA-43271,17, None, CHILE, Left, Epée , V/15
10155,2017-1110,32,Guido_Nicolas-LIWSKI-43051,17, None, ARGENTINA, Right, Epée ,Lucio-PEREZ_ONDARTS-42429,16, None, ARGENTINA, Right, Epée , D/9
10156,2017-1110,16,Daniel-ZHANG-43430,18, None, CANADA, Right, Epée ,Fernando-TALAMANTES-43484,18, None, MEXICO, Right, Epée , D/12
10157,2017-1110,16,Seraphim-HSIEH_JAROV-38686,17, 908, CANADA, Right, Epée ,Carlos-SANUDO-40451,18, 210, MEXICO, Right, Epée , D/9
10158,2017-1110,16,Leopoldo-GUBERT-37223,18, 449, BRAZIL, Right, Epée ,Victor_Cheng-JI-41834,17, None, CANADA, Right, Epée , V/13
10159,2017-1110,16,Finn-MILLER-43129,18, 855, USA, Right, Epée ,Fynn-FAFARD-37376,18, 353, CANADA, Right, Epée , D/12
10160,2017-1110,16,Eriel-HERNANDEZ_HERNANDEZ-43494,18, None, CUBA, Left, None ,Yordano_De_La_Caridad-SUAREZ_SANTIUSTE-43512,18, None, CUBA, Right, Epée , D/13
10161,2017-1110,16,Mariano-MORALES-40444,18, None, MEXICO, Right, None ,Daniel-CAMPBELL-43057,18, None, USA, Left, None , D/14
10162,2017-1110,16,Leandro-SAURI-40452,18, None, MEXICO, Right, Epée ,Bennett-COHEN-39529,18, None, USA, Right, Epée , D/9
10163,2017-1110,16,Felipe-GONZALEZ-43270,18, None, CHILE, Right, Epée ,Lucio-PEREZ_ONDARTS-42429,16, None, ARGENTINA, Right, Epée , D/14
10164,2017-1110,8,Fernando-TALAMANTES-43484,18, None, MEXICO, Right, Epée ,Carlos-SANUDO-40451,18, 210, MEXICO, Right, Epée , V/15
10165,2017-1110,8,Leopoldo-GUBERT-37223,18, 449, BRAZIL, Right, Epée ,Fynn-FAFARD-37376,18, 353, CANADA, Right, Epée , V/15
10166,2017-1110,8,Yordano_De_La_Caridad-SUAREZ_SANTIUSTE-43512,18, None, CUBA, Right, Epée ,Daniel-CAMPBELL-43057,18, None, USA, Left, None , V/15
10167,2017-1110,8,Bennett-COHEN-39529,18, None, USA, Right, Epée ,Lucio-PEREZ_ONDARTS-42429,16, None, ARGENTINA, Right, Epée , D/12
10168,2017-1110,4,Fernando-TALAMANTES-43484,18, None, MEXICO, Right, Epée ,Leopoldo-GUBERT-37223,18, 449, BRAZIL, Right, Epée , V/15
10169,2017-1110,4,Yordano_De_La_Caridad-SUAREZ_SANTIUSTE-43512,18, None, CUBA, Right, Epée ,Lucio-PEREZ_ONDARTS-42429,16, None, ARGENTINA, Right, Epée , D/11
10170,2017-1110,2,Fernando-TALAMANTES-43484,18, None, MEXICO, Right, Epée ,Lucio-PEREZ_ONDARTS-42429,16, None, ARGENTINA, Right, Epée , V/15
10171,2017-1114,32,Andres-JIMENEZ-40288,17, 606, CHILE, Right, Sabre ,Rafael_Amado-ROSABAL_RODRIGUEZ-43503,17, None, CUBA, Left, None , V/15
10172,2017-1114,32,Christofer_Luis-FROMETA_OFARRIL-43490,16, None, CUBA, Right, None ,Hender-MEDINA-40430,17, None, VENEZUELA, Right, Sabre , V/15
10173,2017-1114,32,Daimel-CANTERO_SANTOS-43491,17, None, CUBA, Left, None ,Angelo-CHIARA-38774,18, 443, CANADA, Right, Sabre , D/7
10174,2017-1114,32,Benjamin-LEVITT-43154,17, None, USA, Right, Sabre ,Fernando-GONZALEZ_MORALES-42820,17, None, CHILE, Right, Sabre , V/15
