,,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON
9846,2017-352,32,Petar-FILES-30087,21, 90, CROATIA, Right, Foil ,Iskander-AKHMETOV-35108,22, 82, RUSSIA, Right, Foil , D/6
9847,2017-352,32,Alvise-DAL_SANTO-33860,20, 447, ITALY, Right, Foil ,Alexander-SIROTKIN-38622,21, 75, RUSSIA, Right, Foil , V/15
9848,2017-352,32,Ludwik-DE_BAZELAIRE-32196,21, None, POLAND, Right, Foil ,Luis_Alfonso-DELBERGUE-32516,20, 567, SPAIN, Right, Foil , D/14
9849,2017-352,32,Henrik-EGYENES_PORSOK-34828,19, None, SLOVAKIA, Left, Foil ,Vitalijs-KUCEBA-33022,21, 128, LATVIA, Left, Foil , D/12
9850,2017-352,32,Fabian-BRAUN-33898,21, 267, GERMANY, Right, Foil ,Davide-FILIPPI-34446,20, 151, ITALY, Right, Foil , V/15
9851,2017-352,32,Tamas-MESZAROS-31831,20, 135, HUNGARY, Right, Foil ,Stef-DE_GREEF-35143,21, 134, BELGIUM, Left, Foil , D/12
9852,2017-352,32,Kamal-MINOTT-31990,21, 325, GREAT BRITAIN, Right, Foil ,Wallerand-ROGER-34789,20, 121, FRANCE, Right, Foil , D/12
9853,2017-352,32,Guillaume-BIANCHI-32275,21, 32, ITALY, Right, Foil ,Uladzislau-KURYLOVICH-39019,19, 311, BELARUS, Right, Foil , V/15
9854,2017-352,32,Harry-BIRD-34833,20, 281, GREAT BRITAIN, Right, Foil ,Tyvan-BIBARD-40104,19, 645, FRANCE, Right, Foil , V/15
9855,2017-352,32,Pietro-VELLUTI_FRANZI-36128,19, 404, ITALY, Right, Foil ,Szymon-CZARTORYJSKI-37802,19, 307, POLAND, Right, Foil , V/15
9856,2017-352,32,Maksym-HARAVSKYI-32936,20, 213, UKRAINE, Left, Foil ,Grigoriy-SEMENYUK-37875,20, 129, RUSSIA, Left, Foil , D/10
9857,2017-352,16,Andrzej-RZADKOWSKI-30289,21, 47, POLAND, Right, Foil ,Pierre-LOISEL-36874,20, 130, FRANCE, Right, Foil , V/15
9858,2017-352,16,Kirill-BORODACHEV-37878,18, 92, RUSSIA, Left, Foil ,Conrad_Seibaek-KONGSTAD-34540,21, 156, DENMARK, Right, Foil , V/15
9859,2017-352,16,Alexandre-EDIRI-34638,20, 125, FRANCE, Right, Foil ,Iskander-AKHMETOV-35108,22, 82, RUSSIA, Right, Foil , V/15
9860,2017-352,16,Alvise-DAL_SANTO-33860,20, 447, ITALY, Right, Foil ,Luis_Alfonso-DELBERGUE-32516,20, 567, SPAIN, Right, Foil , V/15
9861,2017-352,16,Vitalijs-KUCEBA-33022,21, 128, LATVIA, Left, Foil ,Fabian-BRAUN-33898,21, 267, GERMANY, Right, Foil , D/14
9862,2017-352,16,Stef-DE_GREEF-35143,21, 134, BELGIUM, Left, Foil ,Wallerand-ROGER-34789,20, 121, FRANCE, Right, Foil , D/11
9863,2017-352,16,Guillaume-BIANCHI-32275,21, 32, ITALY, Right, Foil ,Harry-BIRD-34833,20, 281, GREAT BRITAIN, Right, Foil , V/15
9864,2017-352,16,Pietro-VELLUTI_FRANZI-36128,19, 404, ITALY, Right, Foil ,Grigoriy-SEMENYUK-37875,20, 129, RUSSIA, Left, Foil , D/9
9865,2017-352,8,Andrzej-RZADKOWSKI-30289,21, 47, POLAND, Right, Foil ,Kirill-BORODACHEV-37878,18, 92, RUSSIA, Left, Foil , D/10
9866,2017-352,8,Alexandre-EDIRI-34638,20, 125, FRANCE, Right, Foil ,Alvise-DAL_SANTO-33860,20, 447, ITALY, Right, Foil , V/15
9867,2017-352,8,Fabian-BRAUN-33898,21, 267, GERMANY, Right, Foil ,Wallerand-ROGER-34789,20, 121, FRANCE, Right, Foil , A/0
9868,2017-352,8,Guillaume-BIANCHI-32275,21, 32, ITALY, Right, Foil ,Grigoriy-SEMENYUK-37875,20, 129, RUSSIA, Left, Foil , V/15
9869,2017-352,4,Kirill-BORODACHEV-37878,18, 92, RUSSIA, Left, Foil ,Alexandre-EDIRI-34638,20, 125, FRANCE, Right, Foil , V/15
9870,2017-352,4,Wallerand-ROGER-34789,20, 121, FRANCE, Right, Foil ,Guillaume-BIANCHI-32275,21, 32, ITALY, Right, Foil , D/12
9871,2017-352,2,Kirill-BORODACHEV-37878,18, 92, RUSSIA, Left, Foil ,Guillaume-BIANCHI-32275,21, 32, ITALY, Right, Foil , D/12
9872,2017-353,32,Petra-ZAHONYI-32720,21, 186, HUNGARY, Right, Sabre ,Margarita-SMIRNOVA-33720,19, 396, UKRAINE, Right, Sabre , D/9
9873,2017-353,32,Caitlin-MAXWELL-34133,19, 242, GREAT BRITAIN, Left, Sabre ,Olga-NIKITINA-37871,20, 52, RUSSIA, Right, Sabre , D/2
9874,2017-353,32,Julika-FUNKE-36389,18, 106, GERMANY, Right, Sabre ,Maria-CHART-34121,20, 260, GREAT BRITAIN, Right, Sabre , D/9
9875,2017-353,32,Margaux-GIMALAC-32383,21, 126, FRANCE, Left, Sabre ,Sofia-POZDNIAKOVA-31161,21, 7, RUSSIA, Right, Sabre , D/5
9876,2017-353,32,Larissa-EIFLER-34051,19, 187, GERMANY, Left, Sabre ,Lisa-GETTE-36729,18, 94, GERMANY, Right, Sabre , V/15
9877,2017-353,32,Rachel-PALLOT-39160,20, 279, FRANCE, Right, Sabre ,Michela-BATTISTON-31927,21, 69, ITALY, Right, Sabre , D/12
9878,2017-353,32,Chiara-CROVARI-33760,21, None, ITALY, Left, Sabre ,Sabina-MARTIS-35177,18, None, ROMANIA, Right, Sabre , D/14
9879,2017-353,32,Melis-SARICAM-36194,19, 262, TURKEY, Right, Sabre ,Svetlana-SHEVELEVA-35113,21, 21, RUSSIA, Left, Sabre , D/8
9880,2017-353,32,Liza-PUSZTAI-39147,17, 16, HUNGARY, Right, Sabre ,Jessica-CORBY-36230,20, 275, GREAT BRITAIN, Right, Sabre , V/15
9881,2017-353,32,Cerasela-DRAGAN-35277,20, None, ROMANIA, Right, Sabre ,Eloisa-PASSARO-32052,21, 147, ITALY, Right, Sabre , V/15
9882,2017-353,32,Evgenia-PODPASKOVA-37872,20, 220, RUSSIA, Right, Sabre ,Yoana-ILIEVA-37754,17, 72, BULGARIA, Left, Sabre , V/0
9883,2017-353,32,Anne-POUPINET-39466,18, 233, FRANCE, Left, Sabre ,Lucia-LUCARINI-34297,20, 101, ITALY, Right, Sabre , D/6
9884,2017-353,32,Sarah-NOUTCHA-36394,19, 47, FRANCE, Right, Sabre ,Olena-PYSARENKO-41121,18, 237, UKRAINE, Left, Sabre , V/15
9885,2017-353,32,Alisa-UTLIK-37343,20, None, BELARUS, Right, Sabre ,Dorottya-BERCZY-34625,19, 280, HUNGARY, Right, Sabre , D/6
9886,2017-353,32,Aylin-CAKIR-40992,17, 258, TURKEY, Right, Sabre ,Valentina-NAGY-42087,17, 266, HUNGARY, Right, Sabre , D/11
9887,2017-353,32,Deniz_Selin-UNLUDAG-39155,17, 175, TURKEY, Right, Sabre ,Theodora-GKOUNTOURA-32856,21, 22, GREECE, Right, Sabre , D/10
9888,2017-353,16,Margarita-SMIRNOVA-33720,19, 396, UKRAINE, Right, Sabre ,Olga-NIKITINA-37871,20, 52, RUSSIA, Right, Sabre , D/8
9889,2017-353,16,Maria-CHART-34121,20, 260, GREAT BRITAIN, Right, Sabre ,Sofia-POZDNIAKOVA-31161,21, 7, RUSSIA, Right, Sabre , D/9
9890,2017-353,16,Larissa-EIFLER-34051,19, 187, GERMANY, Left, Sabre ,Michela-BATTISTON-31927,21, 69, ITALY, Right, Sabre , V/15
9891,2017-353,16,Sabina-MARTIS-35177,18, None, ROMANIA, Right, Sabre ,Svetlana-SHEVELEVA-35113,21, 21, RUSSIA, Left, Sabre , D/10
9892,2017-353,16,Liza-PUSZTAI-39147,17, 16, HUNGARY, Right, Sabre ,Cerasela-DRAGAN-35277,20, None, ROMANIA, Right, Sabre , V/15
9893,2017-353,16,Evgenia-PODPASKOVA-37872,20, 220, RUSSIA, Right, Sabre ,Lucia-LUCARINI-34297,20, 101, ITALY, Right, Sabre , D/13
9894,2017-353,16,Sarah-NOUTCHA-36394,19, 47, FRANCE, Right, Sabre ,Dorottya-BERCZY-34625,19, 280, HUNGARY, Right, Sabre , V/15
9895,2017-353,16,Valentina-NAGY-42087,17, 266, HUNGARY, Right, Sabre ,Theodora-GKOUNTOURA-32856,21, 22, GREECE, Right, Sabre , D/7
9896,2017-353,8,Olga-NIKITINA-37871,20, 52, RUSSIA, Right, Sabre ,Sofia-POZDNIAKOVA-31161,21, 7, RUSSIA, Right, Sabre , D/7
9897,2017-353,8,Larissa-EIFLER-34051,19, 187, GERMANY, Left, Sabre ,Svetlana-SHEVELEVA-35113,21, 21, RUSSIA, Left, Sabre , D/12
9898,2017-353,8,Liza-PUSZTAI-39147,17, 16, HUNGARY, Right, Sabre ,Lucia-LUCARINI-34297,20, 101, ITALY, Right, Sabre , V/15
9899,2017-353,8,Sarah-NOUTCHA-36394,19, 47, FRANCE, Right, Sabre ,Theodora-GKOUNTOURA-32856,21, 22, GREECE, Right, Sabre , D/11
9900,2017-353,4,Sofia-POZDNIAKOVA-31161,21, 7, RUSSIA, Right, Sabre ,Svetlana-SHEVELEVA-35113,21, 21, RUSSIA, Left, Sabre , V/15
9901,2017-353,4,Liza-PUSZTAI-39147,17, 16, HUNGARY, Right, Sabre ,Theodora-GKOUNTOURA-32856,21, 22, GREECE, Right, Sabre , V/15
9902,2017-353,2,Sofia-POZDNIAKOVA-31161,21, 7, RUSSIA, Right, Sabre ,Liza-PUSZTAI-39147,17, 16, HUNGARY, Right, Sabre , V/15
9903,2017-770,32,Akira-KOMATA-34396,20, 358, JAPAN, Right, Epée ,Tanishvir-SINGH-40365,20, None, INDIA, Right, Epée , V/15
9904,2017-770,32,Samuel-LEE-31043,21, 925, SINGAPORE, Right, Epée ,Yegor-FATEYEV-37582,18, None, KAZAKHSTAN, Left, Epée , D/10
9905,2017-770,32,Po_Yu-CHUANG-34634,21, 274, CHINESE TAIPEI, Left, Epée ,Fayzulla-ALIMOV-34991,20, 56, UZBEKISTAN, Right, Epée , V/15
9906,2017-770,32,Abdulbosid-NASIRDINOV-32975,21, 362, UZBEKISTAN, Left, Epée ,Mohammadreza-VOSOUGHI-34103,20, None, IRAN, Left, Epée , V/15
9907,2017-770,32,Seyun-JEONG-42536,20, None, KOREA, Right, Epée ,Tuan_Anh-DANG-43392,20, 1003, VIETNAM, Left, Epée , V/15
9908,2017-770,32,Yerlik-SERTAY-37142,20, 433, KAZAKHSTAN, Right, Epée ,Khasan-BOUDUNOV-37970,17, 134, KYRGYZSTAN, Left, Epée , V/14
9909,2017-770,32,Mohammad-REZAEI-43258,17, 922, IRAN, Left, Epée ,Alibek-SULEIMENOV-43303,20, None, KAZAKHSTAN, Right, Epée , V/15
9910,2017-770,32,Sanjarbek-SOBIROB-45401,19, 509, UZBEKISTAN, Right, Epée ,Meysam-NOROUZI-34108,21, None, IRAN, Right, Epée , D/10
9911,2017-770,32,Koki-KANO-34385,21, 9, JAPAN, Right, Epée ,Muhammad-FAJRI-43274,20, 202, INDONESIA, Right, Epée , D/11
9912,2017-770,32,Weixuan-TAN-37346,20, 873, SINGAPORE, Right, Epée ,Jawad-ALDAWOOD-34315,19, None, SAUDI ARABIA, Right, Epée , D/9
9913,2017-770,32,Ho-LIM-43210,20, None, KOREA, Left, Epée ,Svyatoslav-AXENOV-37584,18, 560, KAZAKHSTAN, Left, Epée , V/15
9914,2017-770,32,Yu_Chen-CHANG-42691,21, None, CHINESE TAIPEI, Right, Epée ,Daeeon-KIM-37384,21, None, KOREA, Left, Epée , D/5
9915,2017-770,32,Yuya-HIRANO-34307,21, None, JAPAN, Left, Epée ,Faisal-ABED-34975,20, None, SAUDI ARABIA, Right, Epée , D/14
9916,2017-770,32,Alexander-ENGLISH-38614,18, 983, AUSTRALIA, Left, Epée ,Kentaro-MURAYAMA-34419,20, 998, JAPAN, Right, Epée , D/8
9917,2017-770,32,Javokhirbek-NURMATOV-32977,21, 161, UZBEKISTAN, Right, Epée ,Noelito-JOSE-37563,21, None, PHILIPPINES, Right, Epée , V/15
9918,2017-770,32,Waleed-ALMUWALLAD-34650,20, None, SAUDI ARABIA, Right, Epée ,Jaewon-JEONG-33025,21, None, KOREA, Right, Epée , D/8
9919,2017-770,16,Akira-KOMATA-34396,20, 358, JAPAN, Right, Epée ,Yegor-FATEYEV-37582,18, None, KAZAKHSTAN, Left, Epée , V/15
9920,2017-770,16,Po_Yu-CHUANG-34634,21, 274, CHINESE TAIPEI, Left, Epée ,Abdulbosid-NASIRDINOV-32975,21, 362, UZBEKISTAN, Left, Epée , V/15
9921,2017-770,16,Seyun-JEONG-42536,20, None, KOREA, Right, Epée ,Yerlik-SERTAY-37142,20, 433, KAZAKHSTAN, Right, Epée , V/15
9922,2017-770,16,Mohammad-REZAEI-43258,17, 922, IRAN, Left, Epée ,Meysam-NOROUZI-34108,21, None, IRAN, Right, Epée , D/14
9923,2017-770,16,Muhammad-FAJRI-43274,20, 202, INDONESIA, Right, Epée ,Jawad-ALDAWOOD-34315,19, None, SAUDI ARABIA, Right, Epée , D/6
9924,2017-770,16,Ho-LIM-43210,20, None, KOREA, Left, Epée ,Daeeon-KIM-37384,21, None, KOREA, Left, Epée , V/15
9925,2017-770,16,Faisal-ABED-34975,20, None, SAUDI ARABIA, Right, Epée ,Kentaro-MURAYAMA-34419,20, 998, JAPAN, Right, Epée , D/8
9926,2017-770,16,Javokhirbek-NURMATOV-32977,21, 161, UZBEKISTAN, Right, Epée ,Jaewon-JEONG-33025,21, None, KOREA, Right, Epée , D/6
9927,2017-770,8,Akira-KOMATA-34396,20, 358, JAPAN, Right, Epée ,Po_Yu-CHUANG-34634,21, 274, CHINESE TAIPEI, Left, Epée , V/15
9928,2017-770,8,Seyun-JEONG-42536,20, None, KOREA, Right, Epée ,Meysam-NOROUZI-34108,21, None, IRAN, Right, Epée , V/15
9929,2017-770,8,Jawad-ALDAWOOD-34315,19, None, SAUDI ARABIA, Right, Epée ,Ho-LIM-43210,20, None, KOREA, Left, Epée , D/8
9930,2017-770,8,Kentaro-MURAYAMA-34419,20, 998, JAPAN, Right, Epée ,Jaewon-JEONG-33025,21, None, KOREA, Right, Epée , D/8
9931,2017-770,4,Akira-KOMATA-34396,20, 358, JAPAN, Right, Epée ,Seyun-JEONG-42536,20, None, KOREA, Right, Epée , D/9
9932,2017-770,4,Ho-LIM-43210,20, None, KOREA, Left, Epée ,Jaewon-JEONG-33025,21, None, KOREA, Right, Epée , D/9
9933,2017-770,2,Seyun-JEONG-42536,20, None, KOREA, Right, Epée ,Jaewon-JEONG-33025,21, None, KOREA, Right, Epée , D/14
9934,2017-771,32,Xueying-XIONG-34887,21, 498, CHINA, Left, Foil ,Michela-SICARI-41523,18, None, AUSTRALIA, Left, Foil , V/15
9935,2017-771,32,Qingyuan-CHEN-34890,21, 49, CHINA, Right, Foil ,Chin_Man-YANG-34670,19, 158, CHINESE TAIPEI, Right, Foil , V/15
9936,2017-771,32,Minseo-CHOI-35207,19, None, KOREA, Right, Foil ,Thi_Thu_Phuong-NGUYEN-43403,20, 230, VIETNAM, Right, Foil , V/15
9937,2017-771,32,Violet-HULL-36830,18, 295, AUSTRALIA, Right, Foil ,Thi_Mai-NGHIEM-43401,20, None, VIETNAM, Left, Foil , V/12
9938,2017-771,32,Sumire-TSUJI-39195,19, 81, JAPAN, Right, Foil ,Kajal-KAJAL-37660,19, None, INDIA, Right, Foil , V/15
9939,2017-771,32,Maxine_Jie_Xin-WONG-33825,17, 112, SINGAPORE, Left, Foil ,Nok_Kan_Icy-KEUNG-37737,19, None, HONG KONG, Right, Foil , V/15
9940,2017-771,32,Sera-AZUMA-40025,19, 19, JAPAN, Right, Foil ,Areta-LEE-32965,18, 319, HONG KONG, Right, Foil , V/15
9941,2017-771,32,Negar-MOKALAEI-43255,18, None, IRAN, Right, Foil ,Anna-JANG-43216,19, None, KOREA, Right, Foil , D/3
9942,2017-771,32,Komaki-KIKUCHI-37023,21, 15, JAPAN, Left, Foil ,Heesoo-KWON-43217,19, None, KOREA, Right, Foil , V/15
9943,2017-771,32,Tatiana_Yu_Rong-WONG-33609,19, 229, SINGAPORE, Left, Foil ,Qianqian-HUANG-43551,16, 515, CHINA, Left, Foil , D/11
9944,2017-771,32,Cheuk_Yu-LAU-34878,21, 482, HONG KONG, Right, Foil ,Freya-CLARKE-38144,19, 91, AUSTRALIA, Right, Foil , V/15
9945,2017-771,32,Maxine_Isabel-ESTEBAN-35564,18, 141, PHILIPPINES, Right, Foil ,Sophia-WU-42799,16, 206, HONG KONG, Right, Foil , D/13
9946,2017-771,32,Amita-BERTHIER-33614,18, 117, SINGAPORE, Left, Foil ,Samin-LATIFI-43257,18, None, IRAN, Right, Foil , V/15
9947,2017-771,32,Kulzhan-TUSSUPBEKOVA-36500,20, None, KAZAKHSTAN, Left, Foil ,Nicole_Mae_Hui_Shan-WONG-31042,20, 476, SINGAPORE, Right, Foil , D/6
9948,2017-771,32,Hee_Jin-LEE-37833,19, 248, KOREA, Left, Foil ,Yingying-FU-43550,17, 287, CHINA, Right, Foil , V/15
9949,2017-771,32,Kristina-PROVODNIKOVA-30437,20, 188, KAZAKHSTAN, Right, Foil ,Karin-MIYAWAKI-21767,21, 17, JAPAN, Right, Foil , D/7
9950,2017-771,16,Xueying-XIONG-34887,21, 498, CHINA, Left, Foil ,Qingyuan-CHEN-34890,21, 49, CHINA, Right, Foil , D/13
9951,2017-771,16,Minseo-CHOI-35207,19, None, KOREA, Right, Foil ,Violet-HULL-36830,18, 295, AUSTRALIA, Right, Foil , V/15
9952,2017-771,16,Sumire-TSUJI-39195,19, 81, JAPAN, Right, Foil ,Maxine_Jie_Xin-WONG-33825,17, 112, SINGAPORE, Left, Foil , V/14
9953,2017-771,16,Sera-AZUMA-40025,19, 19, JAPAN, Right, Foil ,Anna-JANG-43216,19, None, KOREA, Right, Foil , V/15
9954,2017-771,16,Komaki-KIKUCHI-37023,21, 15, JAPAN, Left, Foil ,Qianqian-HUANG-43551,16, 515, CHINA, Left, Foil , V/15
9955,2017-771,16,Cheuk_Yu-LAU-34878,21, 482, HONG KONG, Right, Foil ,Sophia-WU-42799,16, 206, HONG KONG, Right, Foil , V/15
9956,2017-771,16,Amita-BERTHIER-33614,18, 117, SINGAPORE, Left, Foil ,Nicole_Mae_Hui_Shan-WONG-31042,20, 476, SINGAPORE, Right, Foil , D/11
9957,2017-771,16,Hee_Jin-LEE-37833,19, 248, KOREA, Left, Foil ,Karin-MIYAWAKI-21767,21, 17, JAPAN, Right, Foil , D/9
9958,2017-771,8,Qingyuan-CHEN-34890,21, 49, CHINA, Right, Foil ,Minseo-CHOI-35207,19, None, KOREA, Right, Foil , V/15
9959,2017-771,8,Sumire-TSUJI-39195,19, 81, JAPAN, Right, Foil ,Sera-AZUMA-40025,19, 19, JAPAN, Right, Foil , D/8
9960,2017-771,8,Komaki-KIKUCHI-37023,21, 15, JAPAN, Left, Foil ,Cheuk_Yu-LAU-34878,21, 482, HONG KONG, Right, Foil , V/15
9961,2017-771,8,Nicole_Mae_Hui_Shan-WONG-31042,20, 476, SINGAPORE, Right, Foil ,Karin-MIYAWAKI-21767,21, 17, JAPAN, Right, Foil , D/11
9962,2017-771,4,Qingyuan-CHEN-34890,21, 49, CHINA, Right, Foil ,Sera-AZUMA-40025,19, 19, JAPAN, Right, Foil , D/13
9963,2017-771,4,Komaki-KIKUCHI-37023,21, 15, JAPAN, Left, Foil ,Karin-MIYAWAKI-21767,21, 17, JAPAN, Right, Foil , V/15
9964,2017-771,2,Sera-AZUMA-40025,19, 19, JAPAN, Right, Foil ,Komaki-KIKUCHI-37023,21, 15, JAPAN, Left, Foil , V/15
9965,2017-1112,32,Diego-CERVANTES-42177,17, 198, MEXICO, Right, Foil ,Ignacio-DACUNA-42943,16, None, CHILE, Right, Foil , V/15
9966,2017-1112,32,Tommaso-ARCHILEI-42797,17, None, MEXICO, Right, Foil ,Jose_Ignacio-MCGOFF_MEDERO-37178,17, None, PUERTO RICO, Right, Foil , V/15
9967,2017-1112,32,Mathias_Xavier-VILLACRESES_BRAVO-40411,18, None, ECUADOR, Right, Foil ,Dante_Leonel-CERQUETTI-43104,16, None, ARGENTINA, Right, Foil , D/9
9968,2017-1112,32,Nerson_Ariel-SUAREZ_JIMENEZ-43533,18, None, CUBA, Left, Foil ,Juan_Carlos-DELGADO_LLAMAS-37619,18, 403, MEXICO, Left, Foil , D/4
9969,2017-1112,32,Ashton-DANIEL-43175,17, 689, USA, Right, Foil ,Angel_Alberto-CALVO_FERNANDEZ-43481,16, None, CUBA, Right, None , V/15
9970,2017-1112,32,Ismael-PINA-43334,17, None, VENEZUELA, Right, None ,Andres-ARGOTE-42818,16, None, VENEZUELA, Right, Foil , D/9
9971,2017-1112,32,Samuel-GRUBER-43021,18, 368, USA, Left, Foil ,Paulo-MORAIS-43145,15, None, BRAZIL, Right, Foil , V/15
9972,2017-1112,32,Santiago_Joaquin-FADA-42832,18, None, ARGENTINA, Right, Foil ,Marcello-OLIVARES-43020,17, 202, USA, Right, Foil , D/4
9973,2017-1112,32,Kenji-BRAVO-41743,17, 176, USA, Right, Foil ,Tobias_Agustin-FERNANDEZ-43102,16, None, ARGENTINA, Right, Foil , V/15
9974,2017-1112,32,Lekian_David-VALDES_ARCAYA-43501,17, None, CUBA, Right, Foil ,Alex-CAI-39143,18, 340, CANADA, Right, Foil , D/5
9975,2017-1112,32,Sebastian-URIBE_GOMEZ-40300,18, None, COLOMBIA, Left, Foil ,Daniel-LI-35781,18, None, CANADA, Right, Foil , V/15
9976,2017-1112,32,Leopoldo-ALARCON-42942,17, None, CHILE, Left, Foil ,Blake-BROSZUS-39391,18, 146, CANADA, Left, Foil , D/8
9977,2017-1112,32,Sebastian_A_-TIRADO-36813,18, 200, PUERTO RICO, Right, Foil ,Jorge_Eduardo-MURILLO_DIAZ-43031,18, 779, COLOMBIA, Right, Foil , V/15
9978,2017-1112,32,Roswell-CHIRINOS-43339,18, None, VENEZUELA, Right, Foil ,Cesar-COLON_LOPEZ-40032,16, 167, PUERTO RICO, Right, Foil , D/13
9979,2017-1112,32,Andre-IZARRA-43340,18, None, VENEZUELA, Right, Foil ,Gareth-MARKS-39407,19, None, CANADA, Right, None , D/9
9980,2017-1112,32,Tomas-VARGAS_ESCOBAR-42455,17, None, COLOMBIA, Right, Foil ,Vicente-OTAYZA-35026,18, 86, CHILE, Left, Foil , D/4
9981,2017-1112,16,Diego-CERVANTES-42177,17, 198, MEXICO, Right, Foil ,Tommaso-ARCHILEI-42797,17, None, MEXICO, Right, Foil , V/15
9982,2017-1112,16,Dante_Leonel-CERQUETTI-43104,16, None, ARGENTINA, Right, Foil ,Juan_Carlos-DELGADO_LLAMAS-37619,18, 403, MEXICO, Left, Foil , D/3
9983,2017-1112,16,Ashton-DANIEL-43175,17, 689, USA, Right, Foil ,Andres-ARGOTE-42818,16, None, VENEZUELA, Right, Foil , V/15
9984,2017-1112,16,Samuel-GRUBER-43021,18, 368, USA, Left, Foil ,Marcello-OLIVARES-43020,17, 202, USA, Right, Foil , D/9
9985,2017-1112,16,Kenji-BRAVO-41743,17, 176, USA, Right, Foil ,Alex-CAI-39143,18, 340, CANADA, Right, Foil , V/15
9986,2017-1112,16,Sebastian-URIBE_GOMEZ-40300,18, None, COLOMBIA, Left, Foil ,Blake-BROSZUS-39391,18, 146, CANADA, Left, Foil , D/6
9987,2017-1112,16,Sebastian_A_-TIRADO-36813,18, 200, PUERTO RICO, Right, Foil ,Cesar-COLON_LOPEZ-40032,16, 167, PUERTO RICO, Right, Foil , V/15
9988,2017-1112,16,Gareth-MARKS-39407,19, None, CANADA, Right, None ,Vicente-OTAYZA-35026,18, 86, CHILE, Left, Foil , D/10
9989,2017-1112,8,Diego-CERVANTES-42177,17, 198, MEXICO, Right, Foil ,Juan_Carlos-DELGADO_LLAMAS-37619,18, 403, MEXICO, Left, Foil , V/15
9990,2017-1112,8,Ashton-DANIEL-43175,17, 689, USA, Right, Foil ,Marcello-OLIVARES-43020,17, 202, USA, Right, Foil , D/9
9991,2017-1112,8,Kenji-BRAVO-41743,17, 176, USA, Right, Foil ,Blake-BROSZUS-39391,18, 146, CANADA, Left, Foil , V/15
9992,2017-1112,8,Sebastian_A_-TIRADO-36813,18, 200, PUERTO RICO, Right, Foil ,Vicente-OTAYZA-35026,18, 86, CHILE, Left, Foil , V/15
9993,2017-1112,4,Diego-CERVANTES-42177,17, 198, MEXICO, Right, Foil ,Marcello-OLIVARES-43020,17, 202, USA, Right, Foil , D/12
9994,2017-1112,4,Kenji-BRAVO-41743,17, 176, USA, Right, Foil ,Sebastian_A_-TIRADO-36813,18, 200, PUERTO RICO, Right, Foil , V/15
9995,2017-1112,2,Marcello-OLIVARES-43020,17, 202, USA, Right, Foil ,Kenji-BRAVO-41743,17, 176, USA, Right, Foil , V/15
9996,2017-811,32,Wesley-JOHNSON-33403,21, None, USA, Right, Epée ,Joaquin-BUSTOS-42505,17, None, CHILE, Right, Epée , V/15
9997,2017-811,32,Rodrigo-GONZALEZ-34720,21, 162, CHILE, Right, Epée ,Agustin_Adolfo-GUSMAN-37605,20, 275, ARGENTINA, Right, Epée , D/6
9998,2017-811,32,Mario_Barbaro-FEBLES_PERES-43635,21, None, CUBA, Right, Epée ,Gabriel-BONAMIGO-32477,19, 973, BRAZIL, Right, Epée , D/8
9999,2017-811,32,Fernando-TALAMANTES-43484,18, None, MEXICO, Right, Epée ,Alexandre-CAMARGO-34743,19, 98, BRAZIL, Left, Epée , D/10
10000,2017-811,32,Fynn-FAFARD-37376,18, 353, CANADA, Right, Epée ,Jose-CASCO-41584,19, None, PARAGUAY, Right, Epée , V/15
10001,2017-811,32,Stahelyn_Jose-AGAMEZ_LONDONO-42992,18, 348, COLOMBIA, Right, Epée ,Oliver-SHINDLER-41369,21, None, USA, Right, Epée , D/4
10002,2017-811,32,Jack-BRADFORD-37602,20, None, USA, Right, Epée ,Julio_Cesar-MUSTELIER_HILTON-43499,19, None, CUBA, Right, Epée , V/15
10003,2017-811,32,Leopoldo-GUBERT-37223,18, 449, BRAZIL, Right, Epée ,Loic-BEAULIEU-36814,20, 325, CANADA, Right, Epée , V/15
10004,2017-811,32,Fabrizio-LAZAROTO-34744,19, 249, BRAZIL, Right, Epée ,Cristofer-HERMOSILLA-34721,19, None, CHILE, Right, Epée , V/15
10005,2017-811,32,Yunior_Antonio-MORALES_LOYOLA-43513,22, None, CUBA, Right, Epée ,Loup_Yann-FERRE-26464,21, 888, CANADA, Right, Epée , D/11
10006,2017-811,32,Jorge-DIAZ-37269,20, 267, MEXICO, Right, Epée ,Santiago-JURADO_SOSSA-40304,20, None, COLOMBIA, Right, Epée , V/15
10007,2017-811,32,Juan_Pablo-GARCIA-42454,21, None, CHILE, Right, Epée ,Yordano_De_La_Caridad-SUAREZ_SANTIUSTE-43512,18, None, CUBA, Right, Epée , D/3
10008,2017-811,32,Carlos-SANUDO-40451,18, 210, MEXICO, Right, Epée ,Matthew-LITWIN-40239,19, None, CANADA, Right, Epée , D/10
10009,2017-811,32,Aldo-SANCHEZ-43530,20, None, MEXICO, Right, Epée ,Nicolas-OSPINA_PEREZ-33728,20, 563, COSTA RICA, Right, Epée , V/15
10010,2017-811,32,Esteban_Camilo-JAIME-37139,19, 866, COLOMBIA, Right, Epée ,Henry-LANGE-41635,20, None, USA, Left, Epée , D/8
