ID, TABLEU, C1_ID, C1_AGE, C1_RANKING, C1_NATIONALITY,C1_HANDNESS, C1_WEAPON, C2_ID, C2_AGE, C2_RANKING, C2_NATIONALITY,C2_HANDNESS, C2_WEAPON, RESULT_C1, RESULT_C2
2018-1360, 32,Annette_W_-PETERSON-41949,73, None, DENMARK, Right, Foil ,Margaret-MYERS-3303,71, None, GREAT BRITAIN, Right, Epée , D/5,  V/10
2018-1360, 32,Iris-GARDINI-11254,70, None, ITALY, Right, Sabre ,Juliet-MCMASTER-38868,81, None, CANADA, Right, None , V/10,  D/1
2018-1360, 32,Marie_Josephe-LEPELTIER-2918,70, None, FRANCE, Right, None ,Oksun_Gemin-CHANNING-44807,71, None, USA, Left, Foil , V/10,  D/3
2018-1360, 32,Liubov-MAYOROVA-23432,70, None, RUSSIA, Right, Foil ,Maria_Luisa-GRANDE-38829,75, None, ITALY, Right, Foil , V/8,  D/3
2018-1360, 32,Sandra-SCHWARZ-41604,71, None, AUSTRALIA, Right, Sabre ,Marja_Liisa_Tuulikki-SOMEROJA-2680,72, None, FINLAND, Right, Epée , D/2,  V/10
2018-1360, 32,Diane-RECKLING-17025,76, None, USA, Right, Foil ,Joanne-STEVENS-25850,70, None, USA, Right, None , D/1,  V/10
2018-1360, 32,Brigitte-GREUNKE-3565,76, None, GERMANY, Right, Sabre ,Eva-SCHLEDE-3498,79, None, GERMANY, Left, Foil , V/9,  D/5
2018-1360, 32,Heidrun-WEST-3894,72, None, GERMANY, Right, Sabre ,Linda-NOWELL-6672,70, None, USA, Right, None , D/1,  V/10
2018-1360, 32,Barbel-GORIUS-8908,77, None, GERMANY, Left, Foil ,Martine-SCHIRMER-3029,70, None, FRANCE, Right, None , V/10,  D/1
2018-1360, 32,Susan-STEWART-45010,72, None, CANADA, Left, Foil ,Susan-UFF-33327,70, None, GREAT BRITAIN, Left, None , V/10,  D/4
2018-1360, 32,Antoinette-WILLARD-3072,70, None, FRANCE, Right, None ,Coraine-SOPRU-164,71, None, AUSTRALIA, Right, Foil , V/8,  D/5
2018-1360, 16,Marie_Chantal-DEMAILLE-11202,77, None, FRANCE, Left, Sabre ,Janet-COOKSEY-3152,78, None, GREAT BRITAIN, Left, Epée , V/6,  D/2
2018-1360, 16,Ahniya-BAKHTSIHAREYEVA-48220,70, None, BELARUS, Right, None ,Margaret-MYERS-3303,71, None, GREAT BRITAIN, Right, Epée , D/7,  V/10
2018-1360, 16,Iris-GARDINI-11254,70, None, ITALY, Right, Sabre ,Marie_Josephe-LEPELTIER-2918,70, None, FRANCE, Right, None , V/10,  D/4
2018-1360, 16,Liubov-MAYOROVA-23432,70, None, RUSSIA, Right, Foil ,Marja_Liisa_Tuulikki-SOMEROJA-2680,72, None, FINLAND, Right, Epée , D/5,  V/10
2018-1360, 16,Nadejda-ARSKAYA-16903,73, None, RUSSIA, Right, Foil ,Joanne-STEVENS-25850,70, None, USA, Right, None , D/7,  V/10
2018-1360, 16,Brigitte-GREUNKE-3565,76, None, GERMANY, Right, Sabre ,Linda-NOWELL-6672,70, None, USA, Right, None , D/5,  V/7
2018-1360, 16,Barbel-GORIUS-8908,77, None, GERMANY, Left, Foil ,Susan-STEWART-45010,72, None, CANADA, Left, Foil , D/9,  V/10
2018-1360, 16,Antoinette-WILLARD-3072,70, None, FRANCE, Right, None ,Clare-HALSTED-3203,70, None, GREAT BRITAIN, Right, Foil , V/6,  D/5
2018-1360, 8,Marie_Chantal-DEMAILLE-11202,77, None, FRANCE, Left, Sabre ,Margaret-MYERS-3303,71, None, GREAT BRITAIN, Right, Epée , V/10,  D/3
2018-1360, 8,Iris-GARDINI-11254,70, None, ITALY, Right, Sabre ,Marja_Liisa_Tuulikki-SOMEROJA-2680,72, None, FINLAND, Right, Epée , D/3,  V/10
2018-1360, 8,Joanne-STEVENS-25850,70, None, USA, Right, None ,Linda-NOWELL-6672,70, None, USA, Right, None , V/10,  D/8
2018-1360, 8,Susan-STEWART-45010,72, None, CANADA, Left, Foil ,Antoinette-WILLARD-3072,70, None, FRANCE, Right, None , D/6,  V/10
2018-1360, 4,Marie_Chantal-DEMAILLE-11202,77, None, FRANCE, Left, Sabre ,Marja_Liisa_Tuulikki-SOMEROJA-2680,72, None, FINLAND, Right, Epée , V/7,  D/6
2018-1360, 4,Joanne-STEVENS-25850,70, None, USA, Right, None ,Antoinette-WILLARD-3072,70, None, FRANCE, Right, None , D/7,  V/10
2018-1360, 2,Marie_Chantal-DEMAILLE-11202,77, None, FRANCE, Left, Sabre ,Antoinette-WILLARD-3072,70, None, FRANCE, Right, None , V/10,  D/1
2018-1108, 32,Stefano-LANCIOTTI-44826,51, None, ITALY, Right, Sabre ,Konstantin-VOLKOV-23675,56, None, RUSSIA, Right, Sabre , V/10,  D/6
2018-1108, 32,Mikhail-MIRONOVAS-47975,50, None, USA, Right, None ,Andrey-KOBYAKOV-38888,56, None, GERMANY, Right, Sabre , V/10,  D/9
2018-1108, 32,Didier-ASSELIN-33475,56, None, FRANCE, Right, Sabre ,Dale-DOROSH-36142,54, None, CANADA, Right, Sabre , V/10,  D/4
2018-1108, 32,Mike-KRASNICH-31405,57, None, CANADA, Left, Sabre ,Dmitri-KOPYLOV-29565,58, None, USA, Right, Sabre , D/8,  V/10
2018-1108, 32,Farhad-KASSIMOV-41942,54, None, AZERBAIJAN, Right, Sabre ,Bernd-BROCK-27854,59, None, GERMANY, Right, Sabre , V/10,  D/5
2018-1108, 32,Thorsten-BRANDT-616,56, None, GERMANY, Right, None ,David-CYMBALUK-45005,51, None, CANADA, Right, Sabre , V/10,  D/9
2018-1108, 32,Sergey-KUSHPIL-45142,53, None, RUSSIA, Right, Sabre ,Duncan-ROWLANDS-3348,52, None, GREAT BRITAIN, Left, Sabre , V/10,  D/5
2018-1108, 32,Masayoshi-KONDOH-44841,51, None, JAPAN, Right, Foil ,Filippo-CARLUCCI-36132,54, None, ITALY, Right, Sabre , D/6,  V/10
2018-1108, 32,Carlo-NICASTRO-44827,51, None, ITALY, Right, Sabre ,Aleh-PIMENAU-28251,57, 338, NETHERLANDS, Right, Sabre , V/10,  D/6
2018-1108, 32,Laszlo-TAKACSY-31601,56, None, HUNGARY, Right, None ,Olivier-ESQUERRE-8424,50, None, FRANCE, Right, Sabre , V/10,  D/7
2018-1108, 32,Adrian-GRIFFIN-36362,51, None, GREAT BRITAIN, Left, Epée ,Sergey-LAPSHIN-45144,52, None, RUSSIA, Right, Sabre , D/9,  V/10
2018-1108, 32,Steve-JOHNSON-27807,55, None, AUSTRALIA, Right, Foil ,Dominique-QUEGUINER-8421,51, None, FRANCE, Right, Sabre , D/3,  V/10
2018-1108, 32,Hartmut-WRASE-19017,52, None, GERMANY, Right, Sabre ,William-BECKER-18257,53, None, USA, Left, Sabre , V/10,  D/6
2018-1108, 32,Roberto-CODON_MIRAVALLE-427,53, None, SPAIN, Right, Epée ,Bojan-PRIJATELJ-45166,56, None, SLOVENIA, Right, Sabre , V/10,  D/6
2018-1108, 32,Yury-ALIAKSEYENKA-33604,50, None, BELARUS, Right, None ,Oliver-EMMERICH-44824,51, None, ITALY, Right, Sabre , V/10,  D/6
2018-1108, 32,Karoly-GASZTONYI_DR_-29445,57, None, HUNGARY, Right, Sabre ,Andrej-REBENOK-31735,53, None, BELARUS, Right, Sabre , V/10,  D/6
2018-1108, 16,Stefano-LANCIOTTI-44826,51, None, ITALY, Right, Sabre ,Mikhail-MIRONOVAS-47975,50, None, USA, Right, None , D/9,  V/10
2018-1108, 16,Didier-ASSELIN-33475,56, None, FRANCE, Right, Sabre ,Dmitri-KOPYLOV-29565,58, None, USA, Right, Sabre , D/6,  V/10
2018-1108, 16,Farhad-KASSIMOV-41942,54, None, AZERBAIJAN, Right, Sabre ,Thorsten-BRANDT-616,56, None, GERMANY, Right, None , V/10,  D/4
2018-1108, 16,Sergey-KUSHPIL-45142,53, None, RUSSIA, Right, Sabre ,Filippo-CARLUCCI-36132,54, None, ITALY, Right, Sabre , D/9,  V/10
2018-1108, 16,Carlo-NICASTRO-44827,51, None, ITALY, Right, Sabre ,Laszlo-TAKACSY-31601,56, None, HUNGARY, Right, None , V/10,  D/7
2018-1108, 16,Sergey-LAPSHIN-45144,52, None, RUSSIA, Right, Sabre ,Dominique-QUEGUINER-8421,51, None, FRANCE, Right, Sabre , V/10,  D/9
2018-1108, 16,Hartmut-WRASE-19017,52, None, GERMANY, Right, Sabre ,Roberto-CODON_MIRAVALLE-427,53, None, SPAIN, Right, Epée , V/10,  D/6
2018-1108, 16,Yury-ALIAKSEYENKA-33604,50, None, BELARUS, Right, None ,Karoly-GASZTONYI_DR_-29445,57, None, HUNGARY, Right, Sabre , V/10,  D/3
2018-1108, 8,Mikhail-MIRONOVAS-47975,50, None, USA, Right, None ,Dmitri-KOPYLOV-29565,58, None, USA, Right, Sabre , V/10,  D/3
2018-1108, 8,Farhad-KASSIMOV-41942,54, None, AZERBAIJAN, Right, Sabre ,Filippo-CARLUCCI-36132,54, None, ITALY, Right, Sabre , D/9,  V/10
2018-1108, 8,Carlo-NICASTRO-44827,51, None, ITALY, Right, Sabre ,Sergey-LAPSHIN-45144,52, None, RUSSIA, Right, Sabre , V/10,  D/9
2018-1108, 8,Hartmut-WRASE-19017,52, None, GERMANY, Right, Sabre ,Yury-ALIAKSEYENKA-33604,50, None, BELARUS, Right, None , V/10,  D/8
2018-1108, 4,Mikhail-MIRONOVAS-47975,50, None, USA, Right, None ,Filippo-CARLUCCI-36132,54, None, ITALY, Right, Sabre , D/8,  V/10
2018-1108, 4,Carlo-NICASTRO-44827,51, None, ITALY, Right, Sabre ,Hartmut-WRASE-19017,52, None, GERMANY, Right, Sabre , V/10,  D/9
2018-1108, 2,Filippo-CARLUCCI-36132,54, None, ITALY, Right, Sabre ,Carlo-NICASTRO-44827,51, None, ITALY, Right, Sabre , V/10,  D/8
2018-1359, 32,Jenette-STARKS_FAULKNER-21457,64, None, USA, Right, Sabre ,Yoriko-YAMADA-11201,66, None, JAPAN, Right, None , V/10,  D/3
2018-1359, 32,Akiko-TANAKA-17799,62, None, JAPAN, Right, None ,Astrid-KIRCHEIS-19332,63, None, GERMANY, Right, Foil , D/5,  V/7
2018-1359, 32,Gianna-CIRILLO-19254,62, None, ITALY, Right, Foil ,Ursula-HINTERSEER-8556,61, None, AUSTRIA, Right, Epée , V/10,  D/5
2018-1359, 32,Claire-MARTINOT-33500,62, None, FRANCE, Right, Foil ,Anne_Marie-WALTERS-19302,64, None, USA, Right, Foil , D/2,  V/10
2018-1359, 32,Jane-CLAYTON-19232,64, None, GREAT BRITAIN, Right, Foil ,Frances-SLOAN_SAINAS-38813,61, None, CANADA, Right, Epée , V/7,  D/1
2018-1359, 32,Tatiana-ZHDANOVA-23430,62, None, RUSSIA, Right, Foil ,Ludmila-CHERNOVA-11394,61, None, RUSSIA, Right, Foil , D/2,  V/7
2018-1359, 32,Laura-GRANDE-38828,64, None, ITALY, Right, Foil ,Yoshiko-CHIKUBU-14645,64, None, JAPAN, Right, Sabre , D/1,  V/10
2018-1359, 32,Ildiko-FELLEGI-44967,64, None, HUNGARY, Right, Foil ,Corinne-AUBAILLY-2696,63, None, FRANCE, Left, Sabre , V/10,  D/8
2018-1359, 32,Sheila-ANDERSON-36152,62, None, GREAT BRITAIN, Right, Foil ,Maria_Franca-COL-47932,64, None, ITALY, Right, None , V/10,  D/4
2018-1359, 32,Ernone-KOLCZONAY-36409,63, None, HUNGARY, Right, Epée ,Veronique-GLASSER_CARETTE-27769,60, None, FRANCE, Right, Foil , D/2,  V/10
2018-1359, 32,Mieke-DE_GRAAF_STOEL-16486,61, None, NETHERLANDS, Left, Foil ,Annabelle-BALLARD-21338,63, None, AUSTRALIA, Right, Foil , D/6,  V/10
2018-1359, 32,Jennifer-MORRIS-3301,63, None, GREAT BRITAIN, Right, Sabre ,Ute-WESSEL-11319,65, None, GERMANY, Right, None , D/5,  V/10
2018-1359, 32,Kaoru-AMARI-14290,64, None, JAPAN, Left, Sabre ,Suzanne-MARX-29617,62, None, USA, Right, Foil , V/3,  D/2
2018-1359, 32,Brigitte-DELACOUR-11217,66, None, FRANCE, Right, Foil ,Judith-OFFERLE-9016,67, None, USA, Left, Foil , V/10,  D/2
2018-1359, 32,Gianna-DELLA_CORTE-23172,61, None, ITALY, Left, Epée ,Karin-JANSEN-11314,65, None, GERMANY, Right, Sabre , D/7,  V/10
2018-1359, 32,Christa-SZYMANSKI-3849,69, None, GERMANY, Right, Foil ,Jujie-LUAN-234,60, None, CANADA, Left, Foil , D/2,  V/3
2018-1359, 16,Jenette-STARKS_FAULKNER-21457,64, None, USA, Right, Sabre ,Astrid-KIRCHEIS-19332,63, None, GERMANY, Right, Foil , D/6,  V/10
2018-1359, 16,Gianna-CIRILLO-19254,62, None, ITALY, Right, Foil ,Anne_Marie-WALTERS-19302,64, None, USA, Right, Foil , V/8,  D/7
2018-1359, 16,Jane-CLAYTON-19232,64, None, GREAT BRITAIN, Right, Foil ,Ludmila-CHERNOVA-11394,61, None, RUSSIA, Right, Foil , D/1,  V/8
2018-1359, 16,Yoshiko-CHIKUBU-14645,64, None, JAPAN, Right, Sabre ,Ildiko-FELLEGI-44967,64, None, HUNGARY, Right, Foil , V/10,  D/2
2018-1359, 16,Sheila-ANDERSON-36152,62, None, GREAT BRITAIN, Right, Foil ,Veronique-GLASSER_CARETTE-27769,60, None, FRANCE, Right, Foil , V/10,  D/7
2018-1359, 16,Annabelle-BALLARD-21338,63, None, AUSTRALIA, Right, Foil ,Ute-WESSEL-11319,65, None, GERMANY, Right, None , V/10,  D/2
2018-1359, 16,Kaoru-AMARI-14290,64, None, JAPAN, Left, Sabre ,Brigitte-DELACOUR-11217,66, None, FRANCE, Right, Foil , V/10,  D/1
2018-1359, 16,Karin-JANSEN-11314,65, None, GERMANY, Right, Sabre ,Jujie-LUAN-234,60, None, CANADA, Left, Foil , D/2,  V/7
2018-1359, 8,Astrid-KIRCHEIS-19332,63, None, GERMANY, Right, Foil ,Gianna-CIRILLO-19254,62, None, ITALY, Right, Foil , V/4,  D/3
2018-1359, 8,Ludmila-CHERNOVA-11394,61, None, RUSSIA, Right, Foil ,Yoshiko-CHIKUBU-14645,64, None, JAPAN, Right, Sabre , V/10,  D/3
2018-1359, 8,Sheila-ANDERSON-36152,62, None, GREAT BRITAIN, Right, Foil ,Annabelle-BALLARD-21338,63, None, AUSTRALIA, Right, Foil , V/10,  D/2
2018-1359, 8,Kaoru-AMARI-14290,64, None, JAPAN, Left, Sabre ,Jujie-LUAN-234,60, None, CANADA, Left, Foil , D/1,  V/10
2018-1359, 4,Astrid-KIRCHEIS-19332,63, None, GERMANY, Right, Foil ,Ludmila-CHERNOVA-11394,61, None, RUSSIA, Right, Foil , D/4,  V/6
2018-1359, 4,Sheila-ANDERSON-36152,62, None, GREAT BRITAIN, Right, Foil ,Jujie-LUAN-234,60, None, CANADA, Left, Foil , D/4,  V/8
2018-1359, 2,Ludmila-CHERNOVA-11394,61, None, RUSSIA, Right, Foil ,Jujie-LUAN-234,60, None, CANADA, Left, Foil , D/2,  V/3
2018-1105, 32,Jane-CARTER-44958,51, None, USA, Left, Foil ,Kate-MORWELL_NEAVE-44731,51, None, GREAT BRITAIN, Right, Epée , V/10,  D/3
2018-1105, 32,Margaret-FAGAN-8135,51, None, USA, Left, Foil ,Eniko-PALOTAI-48196,54, None, HUNGARY, Right, None , V/10,  D/3
2018-1105, 32,Asako-SHIMADA-48086,50, None, JAPAN, Right, None ,Anait-SHAGINYAN-48166,50, None, RUSSIA, Left, None , D/3,  V/7
2018-1105, 32,Tatiana-PETROVA-41679,56, None, FRANCE, Left, Foil ,Cornelia-HOPPE-48011,50, None, GERMANY, Right, None , V/7,  D/2
2018-1105, 32,Amelie-GERVAISE-48075,50, None, CANADA, Right, None ,Caron-HALE-25629,59, None, GREAT BRITAIN, Right, Foil , D/2,  V/10
2018-1105, 32,Silke-WELTZIEN-38729,51, None, GERMANY, Right, Foil ,Georgina-LOVE-41631,59, None, USA, Left, Foil , V/10,  D/4
2018-1105, 32,Natalia-VOLOVODENKO-48163,50, None, RUSSIA, Right, None ,Fabienne-BROUSSE_BRUNEL-41676,53, None, FRANCE, Left, Epée , V/10,  D/7
2018-1105, 32,Coreen-SHEARDOWN-48150,57, None, CANADA, Left, None ,Maria_Grazia-LATTANZIO-44819,51, None, ITALY, Right, Foil , V/10,  D/9
2018-1105, 32,Galina-SAFRONOVA-35704,54, None, RUSSIA, Left, Sabre ,Maya-YUMOTO-47964,50, None, JAPAN, Left, None , V/10,  D/4
2018-1105, 32,Marion-DEGENKOLB-48012,55, None, GERMANY, Right, None ,Lynn-BOTELHO-21203,55, None, USA, Right, Foil , D/8,  V/10
2018-1105, 32,Judit-GYIURKAN-39024,53, None, HUNGARY, Right, Epée ,Stefanie-REESE-35963,54, None, GERMANY, Right, Foil , D/4,  V/10
2018-1105, 32,Gillian-WORMAN-27693,58, None, GREAT BRITAIN, Right, Foil ,Benedicte-BISSON-38645,53, None, FRANCE, Left, Foil , D/5,  V/10
2018-1105, 16,Jane-CARTER-44958,51, None, USA, Left, Foil ,Margaret-FAGAN-8135,51, None, USA, Left, Foil , V/10,  D/5
2018-1105, 16,Nathalia-CHALON-47750,50, None, SWITZERLAND, Right, None ,Anait-SHAGINYAN-48166,50, None, RUSSIA, Left, None , D/1,  V/10
2018-1105, 16,Tatiana-PETROVA-41679,56, None, FRANCE, Left, Foil ,Dorothea-TANZMEISTER-1697,50, 528, AUSTRIA, Right, Sabre , D/7,  V/10
2018-1105, 16,Silke-WELTZIEN-38729,51, None, GERMANY, Right, Foil ,Natalia-VOLOVODENKO-48163,50, None, RUSSIA, Right, None , V/10,  D/4
2018-1105, 16,Roberta-CANEVELLI-47930,53, None, ITALY, Right, None ,Coreen-SHEARDOWN-48150,57, None, CANADA, Left, None , V/10,  D/3
2018-1105, 16,Galina-SAFRONOVA-35704,54, None, RUSSIA, Left, Sabre ,Lynn-BOTELHO-21203,55, None, USA, Right, Foil , D/5,  V/10
2018-1105, 16,Stefanie-REESE-35963,54, None, GERMANY, Right, Foil ,Benedicte-BISSON-38645,53, None, FRANCE, Left, Foil , V/8,  D/2
2018-1105, 8,Jane-CARTER-44958,51, None, USA, Left, Foil ,Anait-SHAGINYAN-48166,50, None, RUSSIA, Left, None , D/8,  V/10
2018-1105, 8,Silke-WELTZIEN-38729,51, None, GERMANY, Right, Foil ,Roberta-CANEVELLI-47930,53, None, ITALY, Right, None , D/6,  V/7
2018-1105, 8,Lynn-BOTELHO-21203,55, None, USA, Right, Foil ,Stefanie-REESE-35963,54, None, GERMANY, Right, Foil , D/6,  V/10
2018-1105, 4,Anait-SHAGINYAN-48166,50, None, RUSSIA, Left, None ,Dorothea-TANZMEISTER-1697,50, 528, AUSTRIA, Right, Sabre , V/9,  D/8
2018-1105, 4,Roberta-CANEVELLI-47930,53, None, ITALY, Right, None ,Stefanie-REESE-35963,54, None, GERMANY, Right, Foil , D/5,  V/10
2018-1105, 2,Anait-SHAGINYAN-48166,50, None, RUSSIA, Left, None ,Stefanie-REESE-35963,54, None, GERMANY, Right, Foil , D/4,  V/10
2018-1369, 32,Koh-YAMADA-21346,71, None, JAPAN, Right, Sabre ,Gyorgy-BUDAY-48191,77, None, HUNGARY, Right, None , V/10,  D/7
2018-1369, 32,Lawrence-PINKUS-14285,73, None, USA, Right, Sabre ,Hideyo-MIMATA-27752,71, None, JAPAN, Left, Sabre , D/9,  V/10
2018-1369, 32,Francesco_Eugenio-NEGRO-36138,74, None, ITALY, Right, Sabre ,Jerzy-PREGOWSKI-48061,71, None, POLAND, Right, None , D/5,  V/10
2018-1369, 32,William-CARSON-41686,81, None, USA, Right, Sabre ,Andras-BORNEMISZA-3115,73, None, GREAT BRITAIN, Right, Sabre , D/1,  V/10
2018-1369, 32,Wolfgang-FRANK-3542,72, None, SWITZERLAND, Right, Sabre ,Jean_Paul-SPERTINI-11225,76, None, FRANCE, Right, Sabre , V/10,  D/9
2018-1369, 32,Peter-CALDERON-14280,75, None, USA, Left, None ,Philip-SBARBARO-23245,73, None, USA, Right, Sabre , D/5,  V/10
2018-1369, 32,Bernard-AUSSEDAT-36040,75, None, FRANCE, Right, Sabre ,Hanns-PRECHTL-33452,75, None, GERMANY, Right, Sabre , D/9,  V/10
2018-1369, 32,Riccardo-CARMINA-25658,70, None, ITALY, Right, Sabre ,Andre-CHABOISSEAU-8856,73, None, FRANCE, Right, Sabre , V/10,  D/3
2018-1369, 32,Nikolay-FEDOROV-23429,70, None, RUSSIA, Right, None ,Wolf-NETTINGSMEYER-3726,81, None, GERMANY, Right, Sabre , V/10,  D/9
2018-1369, 32,Michael-COMPTON-19138,72, None, GREAT BRITAIN, Right, Foil ,Franz-HIRT-3609,81, None, GERMANY, Right, None , D/9,  V/10
2018-1369, 32,Jose_Maria-GARCIA_PAEZ-41615,74, None, SPAIN, Right, Sabre ,Fabrizio-FILIPPI-8930,72, None, ITALY, Right, Sabre , D/0,  V/10
2018-1369, 32,Richard-COHEN-574,71, None, GREAT BRITAIN, Right, Sabre ,Takemi-MIYASAKA-25700,71, None, JAPAN, Right, Sabre , V/10,  D/7
2018-1369, 32,Marian-PANZ-14291,78, None, POLAND, Right, Sabre ,Gary-SUDRAN-25234,74, None, AUSTRALIA, Left, Foil , D/6,  V/10
2018-1369, 32,Antonio-MELO-38943,70, None, VENEZUELA, Right, None ,William-MASON-41765,70, None, CANADA, Right, None , D/7,  V/10
2018-1369, 32,Ignacio-RODRIGUEZ_MARQUEZ-23276,73, None, SPAIN, Right, None ,Helmut-HELFRICHT-27849,70, None, GERMANY, Right, Sabre , D/2,  V/10
2018-1369, 16,Koh-YAMADA-21346,71, None, JAPAN, Right, Sabre ,Hideyo-MIMATA-27752,71, None, JAPAN, Left, Sabre , V/10,  D/7
2018-1369, 16,Jerzy-PREGOWSKI-48061,71, None, POLAND, Right, None ,Andras-BORNEMISZA-3115,73, None, GREAT BRITAIN, Right, Sabre , V/10,  D/3
2018-1369, 16,Wolfgang-FRANK-3542,72, None, SWITZERLAND, Right, Sabre ,Philip-SBARBARO-23245,73, None, USA, Right, Sabre , D/9,  V/10
2018-1369, 16,Riccardo-CARMINA-25658,70, None, ITALY, Right, Sabre ,Nikolay-FEDOROV-23429,70, None, RUSSIA, Right, None , V/10,  D/1
2018-1369, 16,Franz-HIRT-3609,81, None, GERMANY, Right, None ,Fabrizio-FILIPPI-8930,72, None, ITALY, Right, Sabre , D/4,  V/10
2018-1369, 16,Richard-COHEN-574,71, None, GREAT BRITAIN, Right, Sabre ,Gary-SUDRAN-25234,74, None, AUSTRALIA, Left, Foil , D/7,  V/10
2018-1369, 16,William-MASON-41765,70, None, CANADA, Right, None ,Helmut-HELFRICHT-27849,70, None, GERMANY, Right, Sabre , D/3,  V/10
2018-1369, 8,Koh-YAMADA-21346,71, None, JAPAN, Right, Sabre ,Jerzy-PREGOWSKI-48061,71, None, POLAND, Right, None , V/10,  D/3
2018-1369, 8,Philip-SBARBARO-23245,73, None, USA, Right, Sabre ,Hanns-PRECHTL-33452,75, None, GERMANY, Right, Sabre , D/2,  V/10
2018-1369, 8,Riccardo-CARMINA-25658,70, None, ITALY, Right, Sabre ,Fabrizio-FILIPPI-8930,72, None, ITALY, Right, Sabre , V/10,  D/3
2018-1369, 8,Gary-SUDRAN-25234,74, None, AUSTRALIA, Left, Foil ,Helmut-HELFRICHT-27849,70, None, GERMANY, Right, Sabre , D/7,  V/10
2018-1369, 4,Koh-YAMADA-21346,71, None, JAPAN, Right, Sabre ,Hanns-PRECHTL-33452,75, None, GERMANY, Right, Sabre , D/8,  V/10
2018-1369, 4,Riccardo-CARMINA-25658,70, None, ITALY, Right, Sabre ,Helmut-HELFRICHT-27849,70, None, GERMANY, Right, Sabre , V/10,  D/5
2018-1369, 2,Hanns-PRECHTL-33452,75, None, GERMANY, Right, Sabre ,Riccardo-CARMINA-25658,70, None, ITALY, Right, Sabre , D/7,  V/10
2018-1106, 32,Hans_Martin-RAEKER-31167,53, None, GERMANY, Right, Foil ,Kazuyoshi-ISHII-48116,50, None, JAPAN, Left, None , D/7,  V/10
2018-1106, 32,Laurent-BEL-41678,52, None, FRANCE, Right, Foil ,Alexander-VORONKEVICH-41651,53, None, RUSSIA, Left, Foil , V/10,  D/6
2018-1106, 32,Roman-CHRISTEN-3494,53, None, GERMANY, Left, Foil ,Robert-PAVLOVIC-27960,59, None, CROATIA, Right, Foil , V/10,  D/4
2018-1106, 32,Regis-DEMEER-47951,54, None, FRANCE, Left, None ,Fabio-MIRALDI-33463,56, None, ITALY, Right, Foil , D/3,  V/10
2018-1106, 32,Vladimir-CHIKIN-38887,53, None, RUSSIA, Left, Sabre ,Aliaksandr-NIKALAICHUK-31794,55, None, BELARUS, Right, Foil , V/10,  D/8
2018-1106, 32,Francois-DEBRAND-27767,58, None, FRANCE, Right, None ,Evgeny-BOZHENKO-41691,55, None, CANADA, Right, Foil , V/10,  D/9
2018-1106, 32,John-KISSINGFORD-44924,51, None, USA, Left, Foil ,Donald-DAVIS-41629,52, None, USA, Left, Foil , D/4,  V/10
2018-1106, 32,Attila-CSAK-31638,57, None, HUNGARY, Right, Foil ,Fabrizio-CAPELLINI-31458,57, None, ITALY, Left, None , D/6,  V/10
2018-1106, 32,Alan-CHERNOMASHENTSEV-47974,52, None, USA, Left, None ,Kola-ABIDOGUN-3077,52, None, GREAT BRITAIN, Right, Foil , D/2,  V/10
2018-1106, 32,Jesus_Manuel-VILLADONIGA-28949,51, None, SPAIN, Right, Foil ,Peter-BARRY-31358,58, None, AUSTRALIA, Left, Foil , V/10,  D/7
2018-1106, 32,Roberto-CODON_MIRAVALLE-427,53, None, SPAIN, Right, Epée ,Peter-MARDUCHAJEW-25633,55, None, GERMANY, Right, Foil , D/6,  V/10
2018-1106, 32,Peer_Uwe-PETERS-643,51, None, GERMANY, Right, Foil ,Dino-VANNUCCI-44825,51, None, ITALY, Right, Foil , V/10,  D/5
2018-1106, 32,Masayoshi-KONDOH-44841,51, None, JAPAN, Right, Foil ,Robert-MALICS-48193,50, None, HUNGARY, Right, None , V/8,  D/7
2018-1106, 32,Igor-TARASOV-35702,54, None, RUSSIA, Left, Foil ,Thomas-AKERBERG-6168,59, None, SWEDEN, Right, Foil , V/10,  D/7
2018-1106, 32,Ola-PETERSTRAND-29288,54, None, SWEDEN, Left, Foil ,Michael-MCKAY-36103,51, None, GREAT BRITAIN, Right, Foil , V/4,  D/3
2018-1106, 16,Kazuyoshi-ISHII-48116,50, None, JAPAN, Left, None ,Laurent-BEL-41678,52, None, FRANCE, Right, Foil , D/6,  V/10
2018-1106, 16,Roman-CHRISTEN-3494,53, None, GERMANY, Left, Foil ,Fabio-MIRALDI-33463,56, None, ITALY, Right, Foil , V/10,  D/5
2018-1106, 16,Vladimir-CHIKIN-38887,53, None, RUSSIA, Left, Sabre ,Francois-DEBRAND-27767,58, None, FRANCE, Right, None , D/2,  V/10
2018-1106, 16,Fabrizio-CAPELLINI-31458,57, None, ITALY, Left, None ,Kola-ABIDOGUN-3077,52, None, GREAT BRITAIN, Right, Foil , D/8,  V/10
2018-1106, 16,Jesus_Manuel-VILLADONIGA-28949,51, None, SPAIN, Right, Foil ,Peter-MARDUCHAJEW-25633,55, None, GERMANY, Right, Foil , V/10,  D/9
2018-1106, 16,Peer_Uwe-PETERS-643,51, None, GERMANY, Right, Foil ,Masayoshi-KONDOH-44841,51, None, JAPAN, Right, Foil , D/8,  V/10
2018-1106, 16,Igor-TARASOV-35702,54, None, RUSSIA, Left, Foil ,Ola-PETERSTRAND-29288,54, None, SWEDEN, Left, Foil , V/7,  D/6
